2021/10/18 15:02 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2246,14:00〜15:00,06月07日,15:56,19,84
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1890,14:00〜15:00,06月07日,15:56
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1928,19:00〜20:00,06月07日,15:56,18,85
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1630,19:00〜20:00,06月07日,15:56
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/06/07,00:00,1021,1002,78,1310
2021/06/07,01:00,992,973,77,1281
2021/06/07,02:00,1009,1000,77,1308
2021/06/07,03:00,1050,1053,77,1361
2021/06/07,04:00,1082,1089,77,1397
2021/06/07,05:00,1100,1091,79,1399
2021/06/07,06:00,1153,1137,80,1445
2021/06/07,07:00,1310,1295,82,1603
2021/06/07,08:00,1551,1541,84,1849
2021/06/07,09:00,1735,1723,83,2082
2021/06/07,10:00,1795,1782,80,2240
2021/06/07,11:00,1848,1825,81,2282
2021/06/07,12:00,1759,1753,83,2131
2021/06/07,13:00,1878,1863,85,2214
2021/06/07,14:00,1896,1890,84,2246
2021/06/07,15:00,1865,1855,85,2205
2021/06/07,16:00,1863,1823,86,2166
2021/06/07,17:00,1767,1739,86,2066
2021/06/07,18:00,1703,1681,85,1998
2021/06/07,19:00,1639,1630,85,1928
2021/06/07,20:00,1548,1544,84,1846
2021/06/07,21:00,1491,1485,83,1787
2021/06/07,22:00,1431,1436,82,1744
2021/06/07,23:00,1381,1386,82,1694
最大使用率(%),時間帯
86,17:00〜18:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2203,14:00〜15:00,06月07日,16:57,13,88
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1944,14:00〜15:00,06月07日,16:57
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2117,16:00〜17:00,06月07日,16:57,13,88
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
