2021/10/18 14:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2030,10:00〜11:00,05月19日,16:19,14,88
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1788,10:00〜11:00,05月19日,16:19
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1986,09:00〜10:00,05月19日,16:19,13,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1760,09:00〜10:00,05月19日,16:19
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/05/19,00:00,1293,1288,81,1603
2021/05/19,01:00,1241,1233,82,1521
2021/05/19,02:00,1243,1238,84,1475
2021/05/19,03:00,1273,1266,85,1502
2021/05/19,04:00,1284,1285,84,1521
2021/05/19,05:00,1274,1265,85,1504
2021/05/19,06:00,1314,1306,83,1584
2021/05/19,07:00,1431,1425,86,1662
2021/05/19,08:00,1648,1633,88,1865
2021/05/19,09:00,1770,1760,89,1986
2021/05/19,10:00,1785,1788,88,2030
2021/05/19,11:00,1782,1778,88,2030
2021/05/19,12:00,1668,1658,88,1893
2021/05/19,13:00,1758,1737,89,1984
2021/05/19,14:00,1753,1742,88,1989
2021/05/19,15:00,1717,1711,88,1953
2021/05/19,16:00,1696,1696,88,1937
2021/05/19,17:00,1637,1641,87,1874
2021/05/19,18:00,1617,1615,88,1845
2021/05/19,19:00,1578,1563,88,1799
2021/05/19,20:00,1500,1491,87,1725
2021/05/19,21:00,1457,1428,87,1667
2021/05/19,22:00,1411,1388,87,1625
2021/05/19,23:00,1370,1345,87,1582
最大使用率(%),時間帯
89,13:00〜14:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2016,11:00〜12:00,05月19日,23:49,16,86
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1743,11:00〜12:00,05月19日,23:49
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1981,09:00〜10:00,05月19日,23:49,16,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1714,09:00〜10:00,05月19日,23:49
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/05/19,00:00,1329,0
2021/05/19,00:05,1335,0
2021/05/19,00:10,1322,0
2021/05/19,00:15,1304,0
2021/05/19,00:20,1305,0
2021/05/19,00:25,1292,0
2021/05/19,00:30,1268,0
2021/05/19,00:35,1272,0
2021/05/19,00:40,1275,0
2021/05/19,00:45,1265,0
2021/05/19,00:50,1245,0
2021/05/19,00:55,1242,0
2021/05/19,01:00,1246,0
2021/05/19,01:05,1253,0
2021/05/19,01:10,1238,0
2021/05/19,01:15,1235,0
2021/05/19,01:20,1230,0
2021/05/19,01:25,1212,0
2021/05/19,01:30,1232,0
2021/05/19,01:35,1238,0
2021/05/19,01:40,1242,0
2021/05/19,01:45,1218,0
2021/05/19,01:50,1218,0
2021/05/19,01:55,1227,0
2021/05/19,02:00,1244,0
2021/05/19,02:05,1252,0
2021/05/19,02:10,1240,0
2021/05/19,02:15,1224,0
2021/05/19,02:20,1239,0
2021/05/19,02:25,1233,0
2021/05/19,02:30,1246,0
2021/05/19,02:35,1240,0
2021/05/19,02:40,1222,0
2021/05/19,02:45,1220,0
2021/05/19,02:50,1241,0
2021/05/19,02:55,1225,0
2021/05/19,03:00,1242,0
2021/05/19,03:05,1247,0
2021/05/19,03:10,1260,0
2021/05/19,03:15,1269,0
2021/05/19,03:20,1273,0
2021/05/19,03:25,1268,0
2021/05/19,03:30,1266,0
2021/05/19,03:35,1272,0
2021/05/19,03:40,1278,0
2021/05/19,03:45,1271,0
2021/05/19,03:50,1260,0
2021/05/19,03:55,1251,0
2021/05/19,04:00,1265,0
2021/05/19,04:05,1263,0
2021/05/19,04:10,1277,0
2021/05/19,04:15,1266,0
2021/05/19,04:20,1275,0
2021/05/19,04:25,1274,0
2021/05/19,04:30,1289,0
2021/05/19,04:35,1283,0
2021/05/19,04:40,1289,0
2021/05/19,04:45,1272,0
2021/05/19,04:50,1290,0
2021/05/19,04:55,1272,0
2021/05/19,05:00,1272,0
2021/05/19,05:05,1279,0
2021/05/19,05:10,1290,0
2021/05/19,05:15,1287,0
2021/05/19,05:20,1271,0
2021/05/19,05:25,1269,0
2021/05/19,05:30,1254,1
2021/05/19,05:35,1248,1
2021/05/19,05:40,1259,1
2021/05/19,05:45,1249,2
2021/05/19,05:50,1249,5
2021/05/19,05:55,1247,8
2021/05/19,06:00,1258,10
2021/05/19,06:05,1266,11
2021/05/19,06:10,1275,13
2021/05/19,06:15,1287,15
2021/05/19,06:20,1281,16
2021/05/19,06:25,1288,17
2021/05/19,06:30,1299,18
2021/05/19,06:35,1311,19
2021/05/19,06:40,1318,22
2021/05/19,06:45,1309,27
2021/05/19,06:50,1343,31
