2021/12/30 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1888,08:00〜09:00,12月29日,16:27,11,90
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1699,08:00〜09:00,12月29日,16:27
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1615,13:00〜14:00,12月29日,16:27,11,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1454,13:00〜14:00,12月29日,16:27
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/12/29,00:00,1511,1512,85,1781
2021/12/29,01:00,1456,1468,84,1733
2021/12/29,02:00,1442,1455,84,1719
2021/12/29,03:00,1422,1436,84,1698
2021/12/29,04:00,1398,1402,84,1661
2021/12/29,05:00,1395,1395,84,1650
2021/12/29,06:00,1475,1470,88,1683
2021/12/29,07:00,1575,1559,91,1733
2021/12/29,08:00,1698,1699,90,1888
2021/12/29,09:00,1701,1697,90,1886
2021/12/29,10:00,1626,1634,89,1821
2021/12/29,11:00,1551,1553,90,1725
2021/12/29,12:00,1479,1478,90,1643
2021/12/29,13:00,1454,1454,90,1615
2021/12/29,14:00,1424,1432,89,1606
2021/12/29,15:00,1411,1424,82,1723
2021/12/29,16:00,1486,1478,84,1761
2021/12/29,17:00,1577,1587,84,1880
2021/12/29,18:00,1580,1581,84,1879
2021/12/29,19:00,1556,1563,84,1858
2021/12/29,20:00,1524,1532,81,1873
2021/12/29,21:00,1457,1468,79,1847
2021/12/29,22:00,1366,1368,78,1742
2021/12/29,23:00,1319,1318,78,1696
最大使用率(%),時間帯
91,07:00〜08:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1790,18:00〜19:00,12月29日,17:14,22,82
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1463,18:00〜19:00,12月29日,17:14
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1756,17:00〜18:00,12月29日,17:14,22,82
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1435,17:00〜18:00,12月29日,17:14
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/12/29,00:00,1564,0
2021/12/29,00:05,1560,0
2021/12/29,00:10,1548,0
2021/12/29,00:15,1537,0
2021/12/29,00:20,1528,0
2021/12/29,00:25,1503,0
2021/12/29,00:30,1491,0
2021/12/29,00:35,1490,0
2021/12/29,00:40,1493,0
2021/12/29,00:45,1483,0
2021/12/29,00:50,1477,0
2021/12/29,00:55,1470,0
2021/12/29,01:00,1471,0
2021/12/29,01:05,1464,0
2021/12/29,01:10,1467,0
2021/12/29,01:15,1462,0
2021/12/29,01:20,1456,0
2021/12/29,01:25,1438,0
2021/12/29,01:30,1445,0
2021/12/29,01:35,1436,0
2021/12/29,01:40,1453,0
2021/12/29,01:45,1453,0
2021/12/29,01:50,1455,0
2021/12/29,01:55,1449,0
2021/12/29,02:00,1446,0
2021/12/29,02:05,1444,0
2021/12/29,02:10,1444,0
2021/12/29,02:15,1444,0
2021/12/29,02:20,1441,0
2021/12/29,02:25,1425,0
2021/12/29,02:30,1428,0
2021/12/29,02:35,1433,0
2021/12/29,02:40,1430,0
2021/12/29,02:45,1436,0
2021/12/29,02:50,1435,0
2021/12/29,02:55,1437,0
2021/12/29,03:00,1441,0
2021/12/29,03:05,1433,0
2021/12/29,03:10,1431,0
2021/12/29,03:15,1433,0
2021/12/29,03:20,1433,0
2021/12/29,03:25,1413,0
2021/12/29,03:30,1404,0
2021/12/29,03:35,1415,0
2021/12/29,03:40,1401,0
2021/12/29,03:45,1394,0
2021/12/29,03:50,1406,0
2021/12/29,03:55,1410,0
2021/12/29,04:00,1414,0
2021/12/29,04:05,1413,0
2021/12/29,04:10,1412,0
2021/12/29,04:15,1407,0
2021/12/29,04:20,1395,0
2021/12/29,04:25,1399,0
2021/12/29,04:30,1397,0
2021/12/29,04:35,1381,0
2021/12/29,04:40,1379,0
2021/12/29,04:45,1379,0
2021/12/29,04:50,1377,0
2021/12/29,04:55,1386,0
2021/12/29,05:00,1388,0
2021/12/29,05:05,1393,0
2021/12/29,05:10,1395,0
2021/12/29,05:15,1395,0
2021/12/29,05:20,1388,0
2021/12/29,05:25,1389,0
2021/12/29,05:30,1396,0
2021/12/29,05:35,1389,0
2021/12/29,05:40,1389,0
2021/12/29,05:45,1394,0
2021/12/29,05:50,1388,0
2021/12/29,05:55,1389,0
2021/12/29,06:00,1405,0
2021/12/29,06:05,1419,0
2021/12/29,06:10,1439,0
2021/12/29,06:15,1447,0
2021/12/29,06:20,1461,0
2021/12/29,06:25,1471,0
2021/12/29,06:30,1472,0
2021/12/29,06:35,1495,0
2021/12/29,06:40,1502,0
2021/12/29,06:45,1506,0
2021/12/29,06:50,1504,0
2021/12/29,06:55,1499,0
2021/12/29,07:00,1524,0
2021/12/29,07:05,1524,0
2021/12/29,07:10,1541,0
2021/12/29,07:15,1561,1
2021/12/29,07:20,1560,2
2021/12/29,07:25,1570,8
2021/12/29,07:30,1569,16
2021/12/29,07:35,1574,26
2021/12/29,07:40,1600,40
2021/12/29,07:45,1587,54
2021/12/29,07:50,1602,65
2021/12/29,07:55,1624,75
2021/12/29,08:00,1633,87
2021/12/29,08:05,1660,101
2021/12/29,08:10,1690,111
2021/12/29,08:15,1690,122
2021/12/29,08:20,1697,137
2021/12/29,08:25,1713,150
2021/12/29,08:30,1710,163
2021/12/29,08:35,1716,179
2021/12/29,08:40,1726,194
2021/12/29,08:45,1717,198
2021/12/29,08:50,1709,196
2021/12/29,08:55,1718,200
2021/12/29,09:00,1724,216
2021/12/29,09:05,1737,234
2021/12/29,09:10,1745,252
2021/12/29,09:15,1730,266
2021/12/29,09:20,1718,272
2021/12/29,09:25,1712,285
2021/12/29,09:30,1711,307
2021/12/29,09:35,1716,315
2021/12/29,09:40,1710,305
2021/12/29,09:45,1676,303
2021/12/29,09:50,1653,320
2021/12/29,09:55,1667,330
2021/12/29,10:00,1667,323
2021/12/29,10:05,1652,326
2021/12/29,10:10,1649,343
2021/12/29,10:15,1644,366
2021/12/29,10:20,1652,391
2021/12/29,10:25,1645,397
2021/12/29,10:30,1645,392
2021/12/29,10:35,1626,393
2021/12/29,10:40,1614,399
2021/12/29,10:45,1608,408
2021/12/29,10:50,1602,419
2021/12/29,10:55,1609,429
2021/12/29,11:00,1601,425
2021/12/29,11:05,1594,423
2021/12/29,11:10,1596,437
2021/12/29,11:15,1571,431
2021/12/29,11:20,1564,433
2021/12/29,11:25,1562,431
2021/12/29,11:30,1570,412
2021/12/29,11:35,1560,405
2021/12/29,11:40,1530,398
2021/12/29,11:45,1534,397
2021/12/29,11:50,1540,404
2021/12/29,11:55,1520,396
2021/12/29,12:00,1522,380
2021/12/29,12:05,1525,382
2021/12/29,12:10,1501,387
2021/12/29,12:15,1506,389
2021/12/29,12:20,1479,380
2021/12/29,12:25,1477,380
2021/12/29,12:30,1475,390
2021/12/29,12:35,1482,389
2021/12/29,12:40,1463,375
2021/12/29,12:45,1469,365
2021/12/29,12:50,1450,372
2021/12/29,12:55,1450,385
2021/12/29,13:00,1475,382
2021/12/29,13:05,1478,366
2021/12/29,13:10,1472,362
2021/12/29,13:15,1471,371
2021/12/29,13:20,1469,373
2021/12/29,13:25,1460,373
2021/12/29,13:30,1475,381
2021/12/29,13:35,1448,372
2021/12/29,13:40,1434,349
2021/12/29,13:45,1427,354
2021/12/29,13:50,1420,369
2021/12/29,13:55,1435,372
2021/12/29,14:00,1448,370
2021/12/29,14:05,1440,355
2021/12/29,14:10,1459,350
2021/12/29,14:15,1460,342
2021/12/29,14:20,1448,314
2021/12/29,14:25,1441,292
2021/12/29,14:30,1440,282
2021/12/29,14:35,1442,279
2021/12/29,14:40,1437,269
2021/12/29,14:45,1411,253
2021/12/29,14:50,1394,244
2021/12/29,14:55,1412,237
2021/12/29,15:00,1411,216
2021/12/29,15:05,1410,194
2021/12/29,15:10,1410,182
2021/12/29,15:15,1413,169
2021/12/29,15:20,1410,149
2021/12/29,15:25,1404,127
2021/12/29,15:30,1412,112
2021/12/29,15:35,1411,107
2021/12/29,15:40,1414,104
2021/12/29,15:45,1409,92
2021/12/29,15:50,1420,72
2021/12/29,15:55,1434,55
2021/12/29,16:00,1429,42
2021/12/29,16:05,1441,31
2021/12/29,16:10,1449,22
2021/12/29,16:15,1454,14
2021/12/29,16:20,1462,9
2021/12/29,16:25,1487,6
2021/12/29,16:30,1482,4
2021/12/29,16:35,1487,2
2021/12/29,16:40,1508,1
2021/12/29,16:45,1501,0
2021/12/29,16:50,1519,0
2021/12/29,16:55,1547,0
2021/12/29,17:00,1553,0
2021/12/29,17:05,1548,0
2021/12/29,17:10,1569,0
2021/12/29,17:15,1561,0
2021/12/29,17:20,1571,0
2021/12/29,17:25,1578,0
2021/12/29,17:30,1586,0
2021/12/29,17:35,1565,0
2021/12/29,17:40,1568,0
2021/12/29,17:45,1578,0
2021/12/29,17:50,1577,0
2021/12/29,17:55,1588,0
2021/12/29,18:00,1601,0
2021/12/29,18:05,1594,0
2021/12/29,18:10,1594,0
2021/12/29,18:15,1574,0
2021/12/29,18:20,1584,0
2021/12/29,18:25,1585,0
2021/12/29,18:30,1578,0
2021/12/29,18:35,1564,0
2021/12/29,18:40,1568,0
2021/12/29,18:45,1565,0
2021/12/29,18:50,1552,0
2021/12/29,18:55,1563,0
2021/12/29,19:00,1549,0
2021/12/29,19:05,1543,0
2021/12/29,19:10,1559,0
2021/12/29,19:15,1560,0
2021/12/29,19:20,1554,0
2021/12/29,19:25,1551,0
2021/12/29,19:30,1558,0
2021/12/29,19:35,1552,0
2021/12/29,19:40,1555,0
2021/12/29,19:45,1558,0
2021/12/29,19:50,1551,0
2021/12/29,19:55,1543,0
2021/12/29,20:00,1525,0
2021/12/29,20:05,1525,0
2021/12/29,20:10,1526,0
2021/12/29,20:15,1527,0
2021/12/29,20:20,1527,0
2021/12/29,20:25,1528,0
2021/12/29,20:30,1516,0
2021/12/29,20:35,1515,0
2021/12/29,20:40,1518,0
2021/12/29,20:45,1522,0
2021/12/29,20:50,1518,0
2021/12/29,20:55,1523,0
2021/12/29,21:00,1504,0
2021/12/29,21:05,1470,0
2021/12/29,21:10,1474,0
2021/12/29,21:15,1457,0
2021/12/29,21:20,1444,0
2021/12/29,21:25,1460,0
2021/12/29,21:30,1466,0
2021/12/29,21:35,1441,0
2021/12/29,21:40,1454,0
2021/12/29,21:45,1429,0
2021/12/29,21:50,1429,0
2021/12/29,21:55,1429,0
2021/12/29,22:00,1411,0
2021/12/29,22:05,1397,0
2021/12/29,22:10,1395,0
2021/12/29,22:15,1383,0
2021/12/29,22:20,1371,0
2021/12/29,22:25,1380,0
2021/12/29,22:30,1371,0
2021/12/29,22:35,1365,0
2021/12/29,22:40,1350,0
2021/12/29,22:45,1337,0
2021/12/29,22:50,1326,0
2021/12/29,22:55,1314,0
2021/12/29,23:00,1328,0
2021/12/29,23:05,1350,0
2021/12/29,23:10,1346,0
2021/12/29,23:15,1327,0
2021/12/29,23:20,1322,0
2021/12/29,23:25,1308,0
2021/12/29,23:30,1301,0
2021/12/29,23:35,1307,0
2021/12/29,23:40,1312,0
2021/12/29,23:45,1302,0
2021/12/29,23:50,1299,0
2021/12/29,23:55,1295,0
