2021/02/03 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2436,09:00〜10:00,02月02日,07:07,16,86
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2102,09:00〜10:00,02月02日,07:07
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2296,08:00〜09:00,02月02日,07:07,15,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2005,08:00〜09:00,02月02日,07:07
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/02/02,00:00,1498,1494,80,1864
2021/02/02,01:00,1470,1465,81,1806
2021/02/02,02:00,1467,1469,82,1793
2021/02/02,03:00,1471,1469,82,1790
2021/02/02,04:00,1464,1465,81,1797
2021/02/02,05:00,1495,1488,82,1827
2021/02/02,06:00,1630,1609,85,1911
2021/02/02,07:00,1768,1769,85,2071
2021/02/02,08:00,1979,2005,86,2296
2021/02/02,09:00,2060,2102,85,2436
2021/02/02,10:00,2000,2015,85,2363
2021/02/02,11:00,1939,1961,84,2299
2021/02/02,12:00,1796,1848,80,2256
2021/02/02,13:00,1890,1932,83,2265
2021/02/02,14:00,1891,1949,83,2285
2021/02/02,15:00,1893,1945,83,2280
2021/02/02,16:00,1938,1996,83,2341
2021/02/02,17:00,1993,2079,83,2414
2021/02/02,18:00,2002,2069,83,2401
2021/02/02,19:00,1934,1982,83,2322
2021/02/02,20:00,1873,1923,83,2264
2021/02/02,21:00,1815,1861,82,2204
2021/02/02,22:00,1724,1775,82,2103
2021/02/02,23:00,1677,1729,82,2049
最大使用率(%),時間帯
86,08:00〜09:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2530,09:00〜10:00,02月02日,17:05,16,86
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2184,09:00〜10:00,02月02日,17:05
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2397,18:00〜19:00,02月02日,17:05,12,89
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2134,18:00〜19:00,02月02日,17:05
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/02/02,00:00,1518,0
2021/02/02,00:05,1510,0
2021/02/02,00:10,1526,0
2021/02/02,00:15,1521,0
2021/02/02,00:20,1504,0
2021/02/02,00:25,1482,0
2021/02/02,00:30,1482,0
2021/02/02,00:35,1488,0
2021/02/02,00:40,1482,0
2021/02/02,00:45,1476,0
2021/02/02,00:50,1476,0
2021/02/02,00:55,1456,0
2021/02/02,01:00,1466,0
2021/02/02,01:05,1470,0
2021/02/02,01:10,1479,0
2021/02/02,01:15,1467,0
2021/02/02,01:20,1431,0
2021/02/02,01:25,1440,0
2021/02/02,01:30,1466,0
2021/02/02,01:35,1459,0
2021/02/02,01:40,1474,0
2021/02/02,01:45,1471,0
2021/02/02,01:50,1467,0
2021/02/02,01:55,1472,0
2021/02/02,02:00,1463,0
2021/02/02,02:05,1468,0
2021/02/02,02:10,1444,0
2021/02/02,02:15,1445,0
2021/02/02,02:20,1452,0
2021/02/02,02:25,1471,0
