2021/12/31 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1709,18:00〜19:00,12月30日,15:52,16,86
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1473,18:00〜19:00,12月30日,15:52
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1698,19:00〜20:00,12月30日,15:52,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1463,19:00〜20:00,12月30日,15:52
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/12/30,00:00,1256,1254,83,1521
2021/12/30,01:00,1219,1215,83,1477
2021/12/30,02:00,1208,1206,82,1468
2021/12/30,03:00,1200,1199,82,1460
2021/12/30,04:00,1177,1174,82,1430
2021/12/30,05:00,1178,1177,82,1434
2021/12/30,06:00,1221,1219,85,1432
2021/12/30,07:00,1292,1292,84,1545
2021/12/30,08:00,1364,1364,86,1585
2021/12/30,09:00,1352,1354,85,1595
2021/12/30,10:00,1287,1285,86,1492
2021/12/30,11:00,1258,1254,86,1457
2021/12/30,12:00,1253,1253,86,1456
2021/12/30,13:00,1238,1234,86,1433
2021/12/30,14:00,1243,1256,85,1464
2021/12/30,15:00,1255,1285,84,1492
2021/12/30,16:00,1320,1343,85,1559
2021/12/30,17:00,1445,1461,85,1696
2021/12/30,18:00,1466,1473,86,1709
2021/12/30,19:00,1459,1463,86,1698
2021/12/30,20:00,1444,1447,83,1730
2021/12/30,21:00,1394,1404,81,1731
2021/12/30,22:00,1316,1325,80,1640
2021/12/30,23:00,1289,1303,80,1614
最大使用率(%),時間帯
86,19:00〜20:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1869,18:00〜19:00,12月30日,16:58,21,82
