2021/08/14 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1732,11:00〜12:00,08月13日,17:08,32,76
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1312,11:00〜12:00,08月13日,17:08
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1368,07:00〜08:00,08月13日,17:08,32,76
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1040,07:00〜08:00,08月13日,17:08
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/08/13,00:00,1027,993,76,1353
2021/08/13,01:00,978,942,75,1303
2021/08/13,02:00,972,938,75,1304
2021/08/13,03:00,989,962,76,1307
2021/08/13,04:00,1004,974,76,1323
2021/08/13,05:00,1012,978,76,1330
2021/08/13,06:00,1015,977,77,1314
2021/08/13,07:00,1075,1040,79,1368
2021/08/13,08:00,1194,1152,78,1525
2021/08/13,09:00,1284,1241,78,1637
2021/08/13,10:00,1314,1278,78,1685
2021/08/13,11:00,1322,1312,76,1732
2021/08/13,12:00,1309,1312,76,1729
2021/08/13,13:00,1293,1309,75,1725
2021/08/13,14:00,1286,1302,75,1716
2021/08/13,15:00,1280,1276,76,1688
2021/08/13,16:00,1294,1271,77,1682
2021/08/13,17:00,1321,1270,79,1674
2021/08/13,18:00,1349,1282,80,1689
2021/08/13,19:00,1324,1268,79,1671
2021/08/13,20:00,1263,1212,78,1609
2021/08/13,21:00,1201,1155,78,1544
2021/08/13,22:00,1136,1087,78,1455
2021/08/13,23:00,1108,1042,79,1396
最大使用率(%),時間帯
80,18:00〜19:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1658,11:00〜12:00,08月13日,17:25,26,79
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1313,11:00〜12:00,08月13日,17:25
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1657,12:00〜13:00,08月13日,17:25,26,79
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1313,12:00〜13:00,08月13日,17:25
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/08/13,00:00,1049,0
2021/08/13,00:05,1045,0
2021/08/13,00:10,1032,0
2021/08/13,00:15,1034,0
2021/08/13,00:20,1018,0
2021/08/13,00:25,1016,0
2021/08/13,00:30,1015,0
2021/08/13,00:35,1008,0
2021/08/13,00:40,1018,0
2021/08/13,00:45,1019,0
2021/08/13,00:50,1001,0
2021/08/13,00:55,1000,0
2021/08/13,01:00,989,0
2021/08/13,01:05,982,0
2021/08/13,01:10,988,0
2021/08/13,01:15,978,0
2021/08/13,01:20,967,0
2021/08/13,01:25,958,0
2021/08/13,01:30,969,0
2021/08/13,01:35,974,0
2021/08/13,01:40,972,0
2021/08/13,01:45,976,0
2021/08/13,01:50,967,0
2021/08/13,01:55,972,0
2021/08/13,02:00,945,0
2021/08/13,02:05,957,0
2021/08/13,02:10,961,0
2021/08/13,02:15,962,0
2021/08/13,02:20,961,0
2021/08/13,02:25,954,0
2021/08/13,02:30,949,0
2021/08/13,02:35,958,0
2021/08/13,02:40,964,0
2021/08/13,02:45,971,0
2021/08/13,02:50,986,0
2021/08/13,02:55,997,0
2021/08/13,03:00,988,0
2021/08/13,03:05,970,0
2021/08/13,03:10,979,0
2021/08/13,03:15,982,0
2021/08/13,03:20,984,0
2021/08/13,03:25,990,0
2021/08/13,03:30,983,0
2021/08/13,03:35,974,0
2021/08/13,03:40,969,0
2021/08/13,03:45,972,0
2021/08/13,03:50,983,0
2021/08/13,03:55,994,0
2021/08/13,04:00,997,0
2021/08/13,04:05,994,0
2021/08/13,04:10,987,0
2021/08/13,04:15,984,0
2021/08/13,04:20,987,0
2021/08/13,04:25,994,0
2021/08/13,04:30,996,0
2021/08/13,04:35,996,0
2021/08/13,04:40,1002,0
2021/08/13,04:45,997,0
2021/08/13,04:50,990,0
2021/08/13,04:55,993,0
2021/08/13,05:00,988,0
2021/08/13,05:05,1007,0
2021/08/13,05:10,1011,0
2021/08/13,05:15,1006,0
2021/08/13,05:20,990,0
2021/08/13,05:25,1000,0
2021/08/13,05:30,1005,0
2021/08/13,05:35,1008,0
2021/08/13,05:40,1007,0
2021/08/13,05:45,1001,0
2021/08/13,05:50,1002,0
2021/08/13,05:55,987,0
2021/08/13,06:00,987,0
2021/08/13,06:05,982,0
2021/08/13,06:10,992,0
2021/08/13,06:15,992,0
2021/08/13,06:20,983,1
2021/08/13,06:25,987,1
2021/08/13,06:30,991,2
2021/08/13,06:35,997,3
2021/08/13,06:40,1009,4
2021/08/13,06:45,996,5
2021/08/13,06:50,1005,5
2021/08/13,06:55,1019,6
2021/08/13,07:00,1036,8
2021/08/13,07:05,1048,10
2021/08/13,07:10,1025,13
2021/08/13,07:15,1035,16
2021/08/13,07:20,1037,19
2021/08/13,07:25,1051,22
2021/08/13,07:30,1051,25
2021/08/13,07:35,1060,30
2021/08/13,07:40,1064,34
2021/08/13,07:45,1052,36
2021/08/13,07:50,1070,38
2021/08/13,07:55,1092,41
2021/08/13,08:00,1093,44
2021/08/13,08:05,1116,46
2021/08/13,08:10,1133,46
2021/08/13,08:15,1128,46
2021/08/13,08:20,1155,49
2021/08/13,08:25,1182,53
2021/08/13,08:30,1192,55
2021/08/13,08:35,1198,56
2021/08/13,08:40,1198,58
2021/08/13,08:45,1200,59
2021/08/13,08:50,1207,60
2021/08/13,08:55,1229,61
2021/08/13,09:00,1230,61
2021/08/13,09:05,1231,61
2021/08/13,09:10,1249,66
2021/08/13,09:15,1252,74
2021/08/13,09:20,1249,78
2021/08/13,09:25,1259,82
2021/08/13,09:30,1269,88
2021/08/13,09:35,1282,91
2021/08/13,09:40,1277,93
2021/08/13,09:45,1278,93
2021/08/13,09:50,1276,90
2021/08/13,09:55,1284,88
2021/08/13,10:00,1287,89
2021/08/13,10:05,1280,88
2021/08/13,10:10,1299,87
2021/08/13,10:15,1291,84
2021/08/13,10:20,1285,80
2021/08/13,10:25,1291,79
2021/08/13,10:30,1315,80
2021/08/13,10:35,1300,79
2021/08/13,10:40,1300,77
2021/08/13,10:45,1295,76
2021/08/13,10:50,1292,74
2021/08/13,10:55,1306,72
2021/08/13,11:00,1299,73
2021/08/13,11:05,1298,76
