2021/08/03 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2745,14:00〜15:00,08月02日,16:06,15,87
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2395,14:00〜15:00,08月02日,16:06
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2580,16:00〜17:00,08月02日,16:06,14,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2271,16:00〜17:00,08月02日,16:06
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/08/02,00:00,1170,1164,79,1484
2021/08/02,01:00,1107,1099,79,1409
2021/08/02,02:00,1093,1087,78,1407
2021/08/02,03:00,1110,1101,78,1423
2021/08/02,04:00,1129,1121,77,1473
2021/08/02,05:00,1163,1152,76,1536
2021/08/02,06:00,1290,1276,76,1702
2021/08/02,07:00,1558,1548,81,1927
2021/08/02,08:00,1941,1929,84,2306
2021/08/02,09:00,2190,2188,87,2511
2021/08/02,10:00,2257,2271,87,2604
2021/08/02,11:00,2305,2309,87,2650
2021/08/02,12:00,2232,2254,86,2589
2021/08/02,13:00,2341,2383,86,2735
2021/08/02,14:00,2358,2395,86,2745
2021/08/02,15:00,2318,2330,85,2712
2021/08/02,16:00,2293,2271,89,2580
2021/08/02,17:00,2149,2125,86,2494
2021/08/02,18:00,2076,2022,87,2385
2021/08/02,19:00,2000,1941,87,2303
2021/08/02,20:00,1890,1840,85,2236
2021/08/02,21:00,1783,1747,84,2136
2021/08/02,22:00,1689,1662,83,2038
2021/08/02,23:00,1606,1586,83,1946
最大使用率(%),時間帯
89,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2709,13:00〜14:00,08月02日,16:51,16,86
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2331,13:00〜14:00,08月02日,16:51
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2626,10:00〜11:00,08月02日,16:51,16,86
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2262,10:00〜11:00,08月02日,16:51
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/08/02,00:00,1213,0
2021/08/02,00:05,1206,0
2021/08/02,00:10,1192,0
2021/08/02,00:15,1180,0
2021/08/02,00:20,1172,0
2021/08/02,00:25,1161,0
2021/08/02,00:30,1163,0
2021/08/02,00:35,1157,0
2021/08/02,00:40,1152,0
2021/08/02,00:45,1145,0
2021/08/02,00:50,1139,0
2021/08/02,00:55,1127,0
2021/08/02,01:00,1124,0
2021/08/02,01:05,1124,0
2021/08/02,01:10,1116,0
2021/08/02,01:15,1101,0
2021/08/02,01:20,1098,0
2021/08/02,01:25,1096,0
2021/08/02,01:30,1102,0
2021/08/02,01:35,1100,0
2021/08/02,01:40,1098,0
2021/08/02,01:45,1095,0
2021/08/02,01:50,1094,0
2021/08/02,01:55,1091,0
2021/08/02,02:00,1084,0
2021/08/02,02:05,1092,0
2021/08/02,02:10,1080,0
2021/08/02,02:15,1080,0
2021/08/02,02:20,1084,0
2021/08/02,02:25,1084,0
