2021/10/18 14:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1942,11:00〜12:00,05月17日,17:05,12,89
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1731,11:00〜12:00,05月17日,17:05
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1896,16:00〜17:00,05月17日,17:05,11,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1701,16:00〜17:00,05月17日,17:05
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/05/17,00:00,1012,997,84,1203
2021/05/17,01:00,1000,988,84,1193
2021/05/17,02:00,1034,1021,84,1226
2021/05/17,03:00,1074,1063,85,1269
2021/05/17,04:00,1099,1087,85,1293
2021/05/17,05:00,1110,1103,85,1308
2021/05/17,06:00,1172,1149,87,1354
2021/05/17,07:00,1311,1311,86,1516
2021/05/17,08:00,1541,1528,89,1733
2021/05/17,09:00,1693,1682,90,1887
2021/05/17,10:00,1723,1724,89,1935
2021/05/17,11:00,1739,1731,90,1942
2021/05/17,12:00,1634,1621,90,1819
2021/05/17,13:00,1738,1726,90,1937
2021/05/17,14:00,1744,1714,91,1923
2021/05/17,15:00,1728,1715,90,1923
2021/05/17,16:00,1722,1701,91,1896
2021/05/17,17:00,1676,1658,89,1875
2021/05/17,18:00,1648,1628,88,1865
2021/05/17,19:00,1581,1588,85,1852
2021/05/17,20:00,1504,1514,82,1844
2021/05/17,21:00,1450,1458,76,1919
2021/05/17,22:00,1407,1417,75,1879
2021/05/17,23:00,1367,1365,74,1839
最大使用率(%),時間帯
91,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2057,14:00〜15:00,05月17日,16:39,18,85
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1742,14:00〜15:00,05月17日,16:39
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1856,18:00〜19:00,05月17日,16:39,15,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1609,18:00〜19:00,05月17日,16:39
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/05/17,00:00,1010,0
2021/05/17,00:05,1028,0
2021/05/17,00:10,1030,0
2021/05/17,00:15,1022,0
2021/05/17,00:20,1023,0
2021/05/17,00:25,1007,0
2021/05/17,00:30,996,0
2021/05/17,00:35,991,0
2021/05/17,00:40,996,0
2021/05/17,00:45,976,0
2021/05/17,00:50,977,0
2021/05/17,00:55,993,0
2021/05/17,01:00,998,0
2021/05/17,01:05,1014,0
2021/05/17,01:10,998,0
2021/05/17,01:15,978,0
2021/05/17,01:20,985,0
2021/05/17,01:25,989,0
2021/05/17,01:30,997,0
2021/05/17,01:35,994,0
2021/05/17,01:40,1001,0
2021/05/17,01:45,976,0
2021/05/17,01:50,980,0
2021/05/17,01:55,984,0
2021/05/17,02:00,1006,0
2021/05/17,02:05,1015,0
2021/05/17,02:10,1026,0
2021/05/17,02:15,1024,0
2021/05/17,02:20,1016,0
2021/05/17,02:25,1009,0
2021/05/17,02:30,1021,0
2021/05/17,02:35,1027,0
2021/05/17,02:40,1017,0
2021/05/17,02:45,1026,0
2021/05/17,02:50,1036,0
2021/05/17,02:55,1041,0
2021/05/17,03:00,1063,0
2021/05/17,03:05,1056,0
2021/05/17,03:10,1063,0
2021/05/17,03:15,1060,0
2021/05/17,03:20,1052,0
2021/05/17,03:25,1064,0
2021/05/17,03:30,1071,0
2021/05/17,03:35,1072,0
2021/05/17,03:40,1066,0
2021/05/17,03:45,1070,0
2021/05/17,03:50,1073,0
2021/05/17,03:55,1066,0
2021/05/17,04:00,1062,0
2021/05/17,04:05,1088,0
2021/05/17,04:10,1078,0
2021/05/17,04:15,1097,0
2021/05/17,04:20,1097,0
2021/05/17,04:25,1105,0
2021/05/17,04:30,1102,0
2021/05/17,04:35,1097,0
2021/05/17,04:40,1111,0
2021/05/17,04:45,1088,0
2021/05/17,04:50,1072,0
2021/05/17,04:55,1072,0
2021/05/17,05:00,1075,0
2021/05/17,05:05,1093,0
2021/05/17,05:10,1106,0
2021/05/17,05:15,1099,0
2021/05/17,05:20,1106,0
2021/05/17,05:25,1100,0
2021/05/17,05:30,1097,0
2021/05/17,05:35,1106,0
2021/05/17,05:40,1096,0
2021/05/17,05:45,1094,0
2021/05/17,05:50,1093,1
2021/05/17,05:55,1107,1
2021/05/17,06:00,1108,2
2021/05/17,06:05,1111,2
2021/05/17,06:10,1129,3
2021/05/17,06:15,1136,3
2021/05/17,06:20,1151,5
2021/05/17,06:25,1168,7
2021/05/17,06:30,1160,9
2021/05/17,06:35,1170,11
2021/05/17,06:40,1165,14
2021/05/17,06:45,1175,15
2021/05/17,06:50,1184,15
2021/05/17,06:55,1215,14
2021/05/17,07:00,1233,15
2021/05/17,07:05,1260,17
2021/05/17,07:10,1268,18
2021/05/17,07:15,1271,19
2021/05/17,07:20,1281,22
2021/05/17,07:25,1298,27
2021/05/17,07:30,1315,29
2021/05/17,07:35,1309,29
2021/05/17,07:40,1312,31
2021/05/17,07:45,1314,35
2021/05/17,07:50,1330,39
2021/05/17,07:55,1362,44
2021/05/17,08:00,1390,47
2021/05/17,08:05,1421,48
2021/05/17,08:10,1466,52
2021/05/17,08:15,1473,57
2021/05/17,08:20,1501,61
2021/05/17,08:25,1519,68
2021/05/17,08:30,1536,75
2021/05/17,08:35,1549,81
2021/05/17,08:40,1566,85
2021/05/17,08:45,1585,90
2021/05/17,08:50,1602,97
2021/05/17,08:55,1626,103
2021/05/17,09:00,1645,106
2021/05/17,09:05,1648,105
2021/05/17,09:10,1674,107
2021/05/17,09:15,1676,113
2021/05/17,09:20,1671,113
2021/05/17,09:25,1687,110
2021/05/17,09:30,1698,111
2021/05/17,09:35,1693,124
2021/05/17,09:40,1686,139
2021/05/17,09:45,1688,144
2021/05/17,09:50,1690,146
2021/05/17,09:55,1702,142
2021/05/17,10:00,1708,130
2021/05/17,10:05,1693,125
2021/05/17,10:10,1695,119
2021/05/17,10:15,1711,114
2021/05/17,10:20,1696,115
2021/05/17,10:25,1719,118
2021/05/17,10:30,1720,119
2021/05/17,10:35,1715,122
2021/05/17,10:40,1731,122
2021/05/17,10:45,1713,118
2021/05/17,10:50,1728,115
2021/05/17,10:55,1722,116
2021/05/17,11:00,1717,116
2021/05/17,11:05,1727,111
2021/05/17,11:10,1736,111
2021/05/17,11:15,1738,122
2021/05/17,11:20,1738,127
2021/05/17,11:25,1743,127
2021/05/17,11:30,1738,128
2021/05/17,11:35,1734,130
2021/05/17,11:40,1740,134
2021/05/17,11:45,1709,134
2021/05/17,11:50,1686,134
2021/05/17,11:55,1691,136
2021/05/17,12:00,1658,138
2021/05/17,12:05,1617,145
