2021/08/28 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2783,14:00〜15:00,08月27日,16:18,16,86
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2405,14:00〜15:00,08月27日,16:18
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2306,08:00〜09:00,08月27日,16:18,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1994,08:00〜09:00,08月27日,16:18
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/08/27,00:00,1504,1501,83,1822
2021/08/27,01:00,1411,1408,82,1715
2021/08/27,02:00,1371,1368,81,1698
2021/08/27,03:00,1375,1370,82,1678
2021/08/27,04:00,1366,1362,82,1674
2021/08/27,05:00,1367,1361,81,1681
2021/08/27,06:00,1439,1425,80,1808
2021/08/27,07:00,1648,1642,83,1985
2021/08/27,08:00,2003,1994,87,2306
2021/08/27,09:00,2238,2231,87,2581
2021/08/27,10:00,2299,2302,86,2664
2021/08/27,11:00,2348,2340,87,2709
2021/08/27,12:00,2290,2284,86,2658
2021/08/27,13:00,2388,2402,86,2781
2021/08/27,14:00,2407,2405,86,2783
2021/08/27,15:00,2370,2364,87,2736
2021/08/27,16:00,2319,2312,86,2683
2021/08/27,17:00,2149,2143,85,2518
2021/08/27,18:00,2038,2053,84,2432
2021/08/27,19:00,1918,1965,82,2340
2021/08/27,20:00,1775,1864,79,2236
2021/08/27,21:00,1686,1751,80,2118
2021/08/27,22:00,1599,1659,77,2067
2021/08/27,23:00,1520,1575,77,1984
最大使用率(%),時間帯
87,15:00〜16:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2312,13:00〜14:00,08月27日,16:49,23,81
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1878,13:00〜14:00,08月27日,16:49
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2019,19:00〜20:00,08月27日,16:49,20,83
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1680,19:00〜20:00,08月27日,16:49
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/08/27,00:00,1570,0
2021/08/27,00:05,1538,0
2021/08/27,00:10,1536,0
2021/08/27,00:15,1527,0
2021/08/27,00:20,1518,0
2021/08/27,00:25,1508,0
2021/08/27,00:30,1495,0
2021/08/27,00:35,1497,0
2021/08/27,00:40,1477,0
