2021/10/18 14:56 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1914,09:00〜10:00,04月28日,16:37,16,86
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1644,09:00〜10:00,04月28日,16:37
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1914,09:00〜10:00,04月28日,16:37,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1644,09:00〜10:00,04月28日,16:37
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/04/28,00:00,1212,1214,79,1530
2021/04/28,01:00,1188,1193,79,1503
2021/04/28,02:00,1204,1218,80,1498
2021/04/28,03:00,1235,1206,83,1486
2021/04/28,04:00,1246,1229,83,1509
2021/04/28,05:00,1243,1241,82,1520
2021/04/28,06:00,1274,1263,83,1543
2021/04/28,07:00,1363,1354,83,1634
2021/04/28,08:00,1537,1532,85,1812
2021/04/28,09:00,1650,1644,86,1914
2021/04/28,10:00,1647,1637,86,1917
2021/04/28,11:00,1631,1623,85,1925
2021/04/28,12:00,1531,1523,79,1929
2021/04/28,13:00,1619,1608,84,1927
2021/04/28,14:00,1621,1611,86,1891
2021/04/28,15:00,1597,1579,86,1859
2021/04/28,16:00,1583,1575,83,1915
2021/04/28,17:00,1545,1548,82,1884
2021/04/28,18:00,1548,1563,82,1877
2021/04/28,19:00,1504,1510,82,1837
2021/04/28,20:00,1438,1448,81,1773
2021/04/28,21:00,1384,1385,81,1708
2021/04/28,22:00,1343,1327,82,1639
2021/04/28,23:00,1299,1281,82,1582
最大使用率(%),時間帯
86,15:00〜16:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1667,10:00〜11:00,04月28日,16:40,10,91
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1518,10:00〜11:00,04月28日,16:40
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1643,16:00〜17:00,04月28日,16:40,10,91
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1498,16:00〜17:00,04月28日,16:40
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/04/28,00:00,1239,0
2021/04/28,00:05,1231,0
2021/04/28,00:10,1228,0
2021/04/28,00:15,1227,0
2021/04/28,00:20,1213,0
2021/04/28,00:25,1207,0
2021/04/28,00:30,1196,0
2021/04/28,00:35,1188,0
2021/04/28,00:40,1186,0
2021/04/28,00:45,1187,0
2021/04/28,00:50,1185,0
2021/04/28,00:55,1185,0
2021/04/28,01:00,1185,0
2021/04/28,01:05,1184,0
2021/04/28,01:10,1185,0
2021/04/28,01:15,1185,0
2021/04/28,01:20,1188,0
2021/04/28,01:25,1185,0
2021/04/28,01:30,1177,0
2021/04/28,01:35,1173,0
2021/04/28,01:40,1172,0
2021/04/28,01:45,1174,0
2021/04/28,01:50,1169,0
2021/04/28,01:55,1169,0
2021/04/28,02:00,1167,0
2021/04/28,02:05,1186,0
2021/04/28,02:10,1195,0
2021/04/28,02:15,1187,0
2021/04/28,02:20,1194,0
2021/04/28,02:25,1186,0
2021/04/28,02:30,1189,0
2021/04/28,02:35,1206,0
2021/04/28,02:40,1199,0
2021/04/28,02:45,1200,0
2021/04/28,02:50,1197,0
2021/04/28,02:55,1206,0
2021/04/28,03:00,1212,0
2021/04/28,03:05,1215,0
2021/04/28,03:10,1216,0
2021/04/28,03:15,1226,0
2021/04/28,03:20,1232,0
2021/04/28,03:25,1229,0
2021/04/28,03:30,1226,0
2021/04/28,03:35,1230,0
2021/04/28,03:40,1229,0
2021/04/28,03:45,1237,0
2021/04/28,03:50,1243,0
2021/04/28,03:55,1236,0
2021/04/28,04:00,1240,0
2021/04/28,04:05,1232,0
2021/04/28,04:10,1240,0
2021/04/28,04:15,1245,0
2021/04/28,04:20,1243,0
2021/04/28,04:25,1239,0
2021/04/28,04:30,1234,0
2021/04/28,04:35,1232,0
2021/04/28,04:40,1239,0
2021/04/28,04:45,1238,0
2021/04/28,04:50,1234,0
2021/04/28,04:55,1229,0
2021/04/28,05:00,1225,0
2021/04/28,05:05,1233,0
2021/04/28,05:10,1243,0
2021/04/28,05:15,1242,0
2021/04/28,05:20,1243,0
2021/04/28,05:25,1231,0
2021/04/28,05:30,1241,0
2021/04/28,05:35,1235,0
2021/04/28,05:40,1236,1
2021/04/28,05:45,1237,2
2021/04/28,05:50,1225,4
2021/04/28,05:55,1223,7
2021/04/28,06:00,1231,10
2021/04/28,06:05,1244,13
2021/04/28,06:10,1244,18
2021/04/28,06:15,1242,23
2021/04/28,06:20,1239,28
2021/04/28,06:25,1241,32
2021/04/28,06:30,1240,41
2021/04/28,06:35,1268,51
2021/04/28,06:40,1288,53
2021/04/28,06:45,1289,52
2021/04/28,06:50,1292,54
2021/04/28,06:55,1292,55
2021/04/28,07:00,1294,64
2021/04/28,07:05,1311,74
2021/04/28,07:10,1310,82
2021/04/28,07:15,1331,87
2021/04/28,07:20,1332,87
2021/04/28,07:25,1348,83
2021/04/28,07:30,1345,81
2021/04/28,07:35,1360,89
2021/04/28,07:40,1371,103
2021/04/28,07:45,1373,108
2021/04/28,07:50,1391,104
2021/04/28,07:55,1406,106
2021/04/28,08:00,1422,113
2021/04/28,08:05,1445,116
2021/04/28,08:10,1469,116
2021/04/28,08:15,1484,115
2021/04/28,08:20,1493,113
2021/04/28,08:25,1515,115
2021/04/28,08:30,1525,119
2021/04/28,08:35,1541,123
2021/04/28,08:40,1558,125
2021/04/28,08:45,1570,123
2021/04/28,08:50,1584,117
2021/04/28,08:55,1600,114
2021/04/28,09:00,1609,115
2021/04/28,09:05,1622,117
2021/04/28,09:10,1633,120
2021/04/28,09:15,1633,124
2021/04/28,09:20,1629,127
2021/04/28,09:25,1638,134
2021/04/28,09:30,1644,138
2021/04/28,09:35,1641,137
2021/04/28,09:40,1651,135
2021/04/28,09:45,1626,135
2021/04/28,09:50,1628,138
2021/04/28,09:55,1635,147
2021/04/28,10:00,1643,155
2021/04/28,10:05,1607,155
2021/04/28,10:10,1620,154
2021/04/28,10:15,1632,159
2021/04/28,10:20,1634,169
2021/04/28,10:25,1642,179
2021/04/28,10:30,1636,190
2021/04/28,10:35,1633,205
2021/04/28,10:40,1626,218
2021/04/28,10:45,1609,233
2021/04/28,10:50,1597,245
2021/04/28,10:55,1613,255
2021/04/28,11:00,1606,261
2021/04/28,11:05,1603,271
2021/04/28,11:10,1596,289
2021/04/28,11:15,1599,312
2021/04/28,11:20,1601,330
2021/04/28,11:25,1626,328
2021/04/28,11:30,1626,310
2021/04/28,11:35,1632,308
2021/04/28,11:40,1638,313
2021/04/28,11:45,1621,317
2021/04/28,11:50,1605,333
2021/04/28,11:55,1583,353
2021/04/28,12:00,1562,375
2021/04/28,12:05,1533,390
2021/04/28,12:10,1522,394
2021/04/28,12:15,1507,397
2021/04/28,12:20,1491,403
2021/04/28,12:25,1498,410
2021/04/28,12:30,1504,406
2021/04/28,12:35,1500,401
2021/04/28,12:40,1517,396
2021/04/28,12:45,1526,364
2021/04/28,12:50,1526,334
2021/04/28,12:55,1542,332
2021/04/28,13:00,1552,334
2021/04/28,13:05,1569,339
2021/04/28,13:10,1590,347
2021/04/28,13:15,1600,348
2021/04/28,13:20,1606,341
2021/04/28,13:25,1600,331
2021/04/28,13:30,1600,330
2021/04/28,13:35,1615,335
2021/04/28,13:40,1637,332
2021/04/28,13:45,1635,323
2021/04/28,13:50,1626,310
2021/04/28,13:55,1627,302
2021/04/28,14:00,1618,286
2021/04/28,14:05,1610,265
2021/04/28,14:10,1608,263
2021/04/28,14:15,1618,269
2021/04/28,14:20,1606,261
2021/04/28,14:25,1610,247
2021/04/28,14:30,1613,243
2021/04/28,14:35,1612,247
2021/04/28,14:40,1619,253
2021/04/28,14:45,1621,248
2021/04/28,14:50,1607,231
2021/04/28,14:55,1606,222
2021/04/28,15:00,1601,212
2021/04/28,15:05,1591,192
2021/04/28,15:10,1590,182
2021/04/28,15:15,1581,175
2021/04/28,15:20,1578,163
2021/04/28,15:25,1590,155
2021/04/28,15:30,1585,152
2021/04/28,15:35,1593,144
2021/04/28,15:40,1611,131
2021/04/28,15:45,1598,119
2021/04/28,15:50,1578,113
2021/04/28,15:55,1578,108
2021/04/28,16:00,1576,100
2021/04/28,16:05,1578,95
2021/04/28,16:10,1582,87
2021/04/28,16:15,1577,78
2021/04/28,16:20,1576,71
2021/04/28,16:25,1584,68
2021/04/28,16:30,1580,64
2021/04/28,16:35,1572,59
2021/04/28,16:40,1584,57
2021/04/28,16:45,1559,57
2021/04/28,16:50,1554,53
2021/04/28,16:55,1546,47
2021/04/28,17:00,1526,41
2021/04/28,17:05,1528,36
2021/04/28,17:10,1537,34
2021/04/28,17:15,1541,30
2021/04/28,17:20,1540,25
2021/04/28,17:25,1540,21
2021/04/28,17:30,1530,18
2021/04/28,17:35,1525,15
2021/04/28,17:40,1541,10
2021/04/28,17:45,1549,7
2021/04/28,17:50,1539,5
2021/04/28,17:55,1534,3
2021/04/28,18:00,1536,1
2021/04/28,18:05,1529,0
2021/04/28,18:10,1537,0
2021/04/28,18:15,1530,0
2021/04/28,18:20,1521,0
2021/04/28,18:25,1552,0
2021/04/28,18:30,1553,0
2021/04/28,18:35,1551,0
2021/04/28,18:40,1558,0
2021/04/28,18:45,1541,0
2021/04/28,18:50,1518,0
2021/04/28,18:55,1525,0
2021/04/28,19:00,1522,0
2021/04/28,19:05,1523,0
2021/04/28,19:10,1524,0
2021/04/28,19:15,1516,0
2021/04/28,19:20,1508,0
2021/04/28,19:25,1508,0
2021/04/28,19:30,1493,0
2021/04/28,19:35,1487,0
2021/04/28,19:40,1478,0
2021/04/28,19:45,1470,0
2021/04/28,19:50,1465,0
2021/04/28,19:55,1461,0
2021/04/28,20:00,1441,0
2021/04/28,20:05,1445,0
2021/04/28,20:10,1442,0
2021/04/28,20:15,1456,0
2021/04/28,20:20,1439,0
2021/04/28,20:25,1439,0
2021/04/28,20:30,1414,0
2021/04/28,20:35,1415,0
2021/04/28,20:40,1414,0
2021/04/28,20:45,1414,0
2021/04/28,20:50,1403,0
2021/04/28,20:55,1399,0
2021/04/28,21:00,1408,0
2021/04/28,21:05,1388,0
2021/04/28,21:10,1383,0
2021/04/28,21:15,1385,0
2021/04/28,21:20,1376,0
2021/04/28,21:25,1363,0
2021/04/28,21:30,1374,0
2021/04/28,21:35,1355,0
2021/04/28,21:40,1369,0
2021/04/28,21:45,1369,0
2021/04/28,21:50,1362,0
2021/04/28,21:55,1361,0
2021/04/28,22:00,1341,0
2021/04/28,22:05,1335,0
2021/04/28,22:10,1338,0
2021/04/28,22:15,1347,0
2021/04/28,22:20,1344,0
2021/04/28,22:25,1357,0
2021/04/28,22:30,1345,0
2021/04/28,22:35,1332,0
2021/04/28,22:40,1330,0
2021/04/28,22:45,1321,0
2021/04/28,22:50,1321,0
2021/04/28,22:55,1303,0
2021/04/28,23:00,1326,0
2021/04/28,23:05,1305,0
2021/04/28,23:10,1304,0
2021/04/28,23:15,1299,0
2021/04/28,23:20,1292,0
2021/04/28,23:25,1282,0
2021/04/28,23:30,1272,0
2021/04/28,23:35,1281,0
2021/04/28,23:40,1282,0
2021/04/28,23:45,1282,0
2021/04/28,23:50,1274,0
2021/04/28,23:55,1260,0
