2021/10/18 14:57 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1604,11:00〜12:00,05月06日,16:07,18,84
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1355,11:00〜12:00,05月06日,16:07
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1533,19:00〜20:00,05月06日,16:07,18,85
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1299,19:00〜20:00,05月06日,16:07
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/05/06,00:00,901,880,77,1172
2021/05/06,01:00,889,871,76,1165
2021/05/06,02:00,921,921,79,1164
2021/05/06,03:00,966,960,80,1203
2021/05/06,04:00,991,979,81,1222
2021/05/06,05:00,977,966,81,1209
2021/05/06,06:00,1001,1019,79,1262
2021/05/06,07:00,1078,1091,81,1335
2021/05/06,08:00,1216,1220,83,1464
2021/05/06,09:00,1306,1304,85,1541
2021/05/06,10:00,1330,1331,84,1584
2021/05/06,11:00,1344,1355,84,1604
2021/05/06,12:00,1291,1312,80,1605
2021/05/06,13:00,1338,1335,83,1616
2021/05/06,14:00,1321,1302,84,1573
2021/05/06,15:00,1313,1304,85,1548
2021/05/06,16:00,1310,1286,85,1543
2021/05/06,17:00,1271,1268,84,1511
2021/05/06,18:00,1292,1290,84,1534
2021/05/06,19:00,1280,1299,83,1533
2021/05/06,20:00,1221,1241,83,1478
2021/05/06,21:00,1162,1184,82,1420
2021/05/06,22:00,1103,1129,80,1372
2021/05/06,23:00,1055,1091,80,1311
最大使用率(%),時間帯
85,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1601,11:00〜12:00,05月06日,16:50,17,85
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1363,11:00〜12:00,05月06日,16:50
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1558,13:00〜14:00,05月06日,16:50,15,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1351,13:00〜14:00,05月06日,16:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/05/06,00:00,912,0
2021/05/06,00:05,909,0
2021/05/06,00:10,919,0
2021/05/06,00:15,913,0
2021/05/06,00:20,899,0
2021/05/06,00:25,896,0
2021/05/06,00:30,897,0
2021/05/06,00:35,879,0
2021/05/06,00:40,888,0
2021/05/06,00:45,874,0
2021/05/06,00:50,867,0
2021/05/06,00:55,868,0
2021/05/06,01:00,862,0
2021/05/06,01:05,877,0
2021/05/06,01:10,863,0
2021/05/06,01:15,875,0
2021/05/06,01:20,872,0
2021/05/06,01:25,871,0
2021/05/06,01:30,876,0
2021/05/06,01:35,883,0
2021/05/06,01:40,878,0
2021/05/06,01:45,895,0
2021/05/06,01:50,891,0
2021/05/06,01:55,891,0
2021/05/06,02:00,882,0
2021/05/06,02:05,891,0
2021/05/06,02:10,878,0
2021/05/06,02:15,890,0
2021/05/06,02:20,886,0
2021/05/06,02:25,907,0
2021/05/06,02:30,916,0
2021/05/06,02:35,929,0
2021/05/06,02:40,916,0
2021/05/06,02:45,931,0
2021/05/06,02:50,945,0
2021/05/06,02:55,924,0
2021/05/06,03:00,934,0
2021/05/06,03:05,929,0
2021/05/06,03:10,950,0
2021/05/06,03:15,950,0
2021/05/06,03:20,948,0
2021/05/06,03:25,955,0
2021/05/06,03:30,964,0
2021/05/06,03:35,965,0
2021/05/06,03:40,971,0
2021/05/06,03:45,966,0
2021/05/06,03:50,958,0
2021/05/06,03:55,966,0
2021/05/06,04:00,974,0
2021/05/06,04:05,978,0
2021/05/06,04:10,975,0
2021/05/06,04:15,972,0
2021/05/06,04:20,963,0
2021/05/06,04:25,970,0
2021/05/06,04:30,993,0
2021/05/06,04:35,988,0
2021/05/06,04:40,995,0
2021/05/06,04:45,988,0
2021/05/06,04:50,994,0
2021/05/06,04:55,987,0
2021/05/06,05:00,980,0
2021/05/06,05:05,981,0
2021/05/06,05:10,978,0
2021/05/06,05:15,973,0
2021/05/06,05:20,963,0
2021/05/06,05:25,938,1
2021/05/06,05:30,949,5
2021/05/06,05:35,949,11
2021/05/06,05:40,956,17
2021/05/06,05:45,954,25
2021/05/06,05:50,964,34
2021/05/06,05:55,967,45
2021/05/06,06:00,953,55
2021/05/06,06:05,980,67
2021/05/06,06:10,975,82
2021/05/06,06:15,978,98
2021/05/06,06:20,976,111
2021/05/06,06:25,995,125
2021/05/06,06:30,1002,142
2021/05/06,06:35,1001,157
2021/05/06,06:40,1003,170
2021/05/06,06:45,997,185
2021/05/06,06:50,1005,202
2021/05/06,06:55,993,223
2021/05/06,07:00,1000,244
2021/05/06,07:05,1008,267
2021/05/06,07:10,1019,290
2021/05/06,07:15,1037,314
2021/05/06,07:20,1038,339
2021/05/06,07:25,1049,359
