2021/10/18 15:02 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1777,10:00〜11:00,06月05日,16:36,34,75
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1325,10:00〜11:00,06月05日,16:36
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1556,19:00〜20:00,06月05日,16:36,23,82
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1270,19:00〜20:00,06月05日,16:36
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/06/05,00:00,1229,1210,81,1517
2021/06/05,01:00,1178,1155,81,1462
2021/06/05,02:00,1181,1153,81,1460
2021/06/05,03:00,1204,1177,81,1484
2021/06/05,04:00,1195,1174,81,1480
2021/06/05,05:00,1141,1110,81,1417
2021/06/05,06:00,1120,1094,80,1401
2021/06/05,07:00,1147,1129,77,1499
2021/06/05,08:00,1238,1222,76,1620
2021/06/05,09:00,1319,1299,78,1686
2021/06/05,10:00,1330,1325,75,1777
2021/06/05,11:00,1313,1315,78,1683
2021/06/05,12:00,1284,1283,81,1583
2021/06/05,13:00,1291,1290,80,1612
2021/06/05,14:00,1277,1275,81,1568
2021/06/05,15:00,1264,1258,82,1547
2021/06/05,16:00,1251,1252,81,1541
2021/06/05,17:00,1242,1243,81,1530
2021/06/05,18:00,1276,1253,83,1541
2021/06/05,19:00,1274,1270,82,1556
2021/06/05,20:00,1220,1227,80,1519
2021/06/05,21:00,1172,1168,80,1459
2021/06/05,22:00,1116,1104,80,1401
2021/06/05,23:00,1087,1073,79,1370
最大使用率(%),時間帯
83,18:00〜19:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1508,19:00〜20:00,06月05日,23:18,24,81
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1219,19:00〜20:00,06月05日,23:18
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1508,19:00〜20:00,06月05日,23:18,24,81
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1219,19:00〜20:00,06月05日,23:18
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/06/05,00:00,1264,0
2021/06/05,00:05,1248,0
2021/06/05,00:10,1243,0
2021/06/05,00:15,1228,0
2021/06/05,00:20,1226,0
2021/06/05,00:25,1221,0
2021/06/05,00:30,1216,0
2021/06/05,00:35,1208,0
2021/06/05,00:40,1184,0
2021/06/05,00:45,1185,0
2021/06/05,00:50,1198,0
2021/06/05,00:55,1190,0
2021/06/05,01:00,1182,0
2021/06/05,01:05,1195,0
2021/06/05,01:10,1183,0
2021/06/05,01:15,1164,0
2021/06/05,01:20,1148,0
2021/06/05,01:25,1160,0
2021/06/05,01:30,1172,0
2021/06/05,01:35,1150,0
2021/06/05,01:40,1163,0
2021/06/05,01:45,1162,0
2021/06/05,01:50,1149,0
2021/06/05,01:55,1168,0
2021/06/05,02:00,1166,0
2021/06/05,02:05,1165,0
2021/06/05,02:10,1166,0
