2021/10/18 14:54 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1494,19:00〜20:00,04月11日,16:54,16,87
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1292,19:00〜20:00,04月11日,16:54
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1480,18:00〜19:00,04月11日,16:54,15,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1284,18:00〜19:00,04月11日,16:54
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/04/11,00:00,1116,1129,82,1363
2021/04/11,01:00,1108,1114,83,1341
2021/04/11,02:00,1152,1140,86,1346
2021/04/11,03:00,1179,1163,86,1370
2021/04/11,04:00,1186,1166,86,1372
2021/04/11,05:00,1161,1145,86,1351
2021/04/11,06:00,1121,1100,82,1372
2021/04/11,07:00,1104,1109,77,1426
2021/04/11,08:00,1127,1155,75,1509
2021/04/11,09:00,1155,1171,76,1516
2021/04/11,10:00,1163,1160,73,1598
2021/04/11,11:00,1173,1133,73,1614
2021/04/11,12:00,1151,1149,70,1644
2021/04/11,13:00,1123,1128,70,1608
2021/04/11,14:00,1097,1125,70,1561
2021/04/11,15:00,1090,1108,74,1480
2021/04/11,16:00,1113,1140,80,1388
2021/04/11,17:00,1170,1223,82,1431
2021/04/11,18:00,1262,1284,85,1480
2021/04/11,19:00,1275,1292,85,1494
2021/04/11,20:00,1256,1271,84,1491
2021/04/11,21:00,1211,1214,84,1438
2021/04/11,22:00,1139,1145,84,1358
2021/04/11,23:00,1108,1118,83,1328
最大使用率(%),時間帯
86,05:00〜06:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1892,10:00〜11:00,04月11日,23:45,13,88
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1671,10:00〜11:00,04月11日,23:45
