2021/08/27 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2816,14:00〜15:00,08月26日,16:24,14,87
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2464,14:00〜15:00,08月26日,16:24
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2761,15:00〜16:00,08月26日,16:24,14,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2418,15:00〜16:00,08月26日,16:24
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/08/26,00:00,1478,1477,81,1836
2021/08/26,01:00,1391,1392,77,1808
2021/08/26,02:00,1360,1360,77,1766
2021/08/26,03:00,1364,1351,78,1757
2021/08/26,04:00,1357,1329,79,1726
2021/08/26,05:00,1370,1322,78,1748
2021/08/26,06:00,1427,1420,76,1879
2021/08/26,07:00,1635,1624,83,1963
2021/08/26,08:00,2002,1995,85,2359
2021/08/26,09:00,2249,2249,87,2577
2021/08/26,10:00,2339,2333,87,2682
2021/08/26,11:00,2379,2376,88,2719
2021/08/26,12:00,2327,2322,87,2671
2021/08/26,13:00,2433,2428,88,2778
2021/08/26,14:00,2462,2464,87,2816
2021/08/26,15:00,2404,2418,87,2761
2021/08/26,16:00,2355,2359,87,2697
2021/08/26,17:00,2220,2232,86,2570
2021/08/26,18:00,2154,2133,87,2465
2021/08/26,19:00,2035,2047,86,2359
2021/08/26,20:00,1902,1940,84,2255
2021/08/26,21:00,1804,1826,81,2238
2021/08/26,22:00,1715,1732,79,2179
2021/08/26,23:00,1637,1644,79,2071
最大使用率(%),時間帯
88,13:00〜14:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2802,14:00〜15:00,08月26日,17:14,15,87
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2445,14:00〜15:00,08月26日,17:14
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2396,18:00〜19:00,08月26日,17:14,14,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2093,18:00〜19:00,08月26日,17:14
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/08/26,00:00,1521,0
2021/08/26,00:05,1508,0
2021/08/26,00:10,1513,0
2021/08/26,00:15,1509,0
2021/08/26,00:20,1494,0
2021/08/26,00:25,1473,0
2021/08/26,00:30,1480,0
2021/08/26,00:35,1470,0
2021/08/26,00:40,1445,0
2021/08/26,00:45,1446,0
2021/08/26,00:50,1441,0
2021/08/26,00:55,1425,0
2021/08/26,01:00,1425,0
2021/08/26,01:05,1413,0
2021/08/26,01:10,1408,0
2021/08/26,01:15,1410,0
2021/08/26,01:20,1377,0
2021/08/26,01:25,1376,0
2021/08/26,01:30,1382,0
2021/08/26,01:35,1382,0
2021/08/26,01:40,1384,0
2021/08/26,01:45,1374,0
2021/08/26,01:50,1367,0
2021/08/26,01:55,1354,0
2021/08/26,02:00,1369,0
2021/08/26,02:05,1357,0
2021/08/26,02:10,1352,0
2021/08/26,02:15,1345,0
2021/08/26,02:20,1353,0
2021/08/26,02:25,1351,0
2021/08/26,02:30,1352,0
2021/08/26,02:35,1352,0
2021/08/26,02:40,1366,0
2021/08/26,02:45,1366,0
2021/08/26,02:50,1356,0
2021/08/26,02:55,1357,0
2021/08/26,03:00,1343,0
2021/08/26,03:05,1346,0
2021/08/26,03:10,1347,0
2021/08/26,03:15,1354,0
2021/08/26,03:20,1360,0
2021/08/26,03:25,1365,0
2021/08/26,03:30,1378,0
2021/08/26,03:35,1369,0
2021/08/26,03:40,1367,0
2021/08/26,03:45,1355,0
2021/08/26,03:50,1358,0
2021/08/26,03:55,1361,0
2021/08/26,04:00,1360,0
2021/08/26,04:05,1363,0
2021/08/26,04:10,1360,0
2021/08/26,04:15,1357,0
2021/08/26,04:20,1357,0
2021/08/26,04:25,1340,0
2021/08/26,04:30,1342,0
2021/08/26,04:35,1341,0
2021/08/26,04:40,1348,0
2021/08/26,04:45,1349,0
2021/08/26,04:50,1346,0
2021/08/26,04:55,1343,0
2021/08/26,05:00,1346,0
2021/08/26,05:05,1360,0
2021/08/26,05:10,1366,0
2021/08/26,05:15,1376,0
2021/08/26,05:20,1375,0
2021/08/26,05:25,1372,0
2021/08/26,05:30,1368,0
2021/08/26,05:35,1366,0
2021/08/26,05:40,1363,0
2021/08/26,05:45,1358,1
2021/08/26,05:50,1352,4
2021/08/26,05:55,1350,7
2021/08/26,06:00,1363,12
2021/08/26,06:05,1360,18
2021/08/26,06:10,1366,25
2021/08/26,06:15,1393,31
2021/08/26,06:20,1385,37
2021/08/26,06:25,1398,43
2021/08/26,06:30,1413,50
2021/08/26,06:35,1417,59
2021/08/26,06:40,1446,66
2021/08/26,06:45,1463,74
