2020/02/17 09:42 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2254,14:00〜15:00,09月19日,08:03,13,89
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2002,14:00〜15:00,09月19日,08:03
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2183,16:00〜17:00,09月19日,08:03,12,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1945,16:00〜17:00,09月19日,08:03
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/09/19,00:00,1302,1299,79,1652
2019/09/19,01:00,1241,1243,79,1562
2019/09/19,02:00,1229,1227,80,1540
2019/09/19,03:00,1246,1240,81,1534
2019/09/19,04:00,1256,1257,81,1559
2019/09/19,05:00,1267,1264,81,1561
2019/09/19,06:00,1301,1317,80,1622
2019/09/19,07:00,1437,1480,80,1802
2019/09/19,08:00,1681,1722,81,2077
2019/09/19,09:00,1872,1904,87,2143
2019/09/19,10:00,1918,1964,87,2212
2019/09/19,11:00,1940,1972,87,2218
2019/09/19,12:00,1849,1855,85,2166
2019/09/19,13:00,1965,1974,88,2222
2019/09/19,14:00,1977,2002,88,2254
2019/09/19,15:00,1962,1969,89,2215
2019/09/19,16:00,1933,1945,89,2183
2019/09/19,17:00,1828,1849,88,2076
2019/09/19,18:00,1789,1788,83,2152
2019/09/19,19:00,1678,1687,82,2038
2019/09/19,20:00,1574,1599,81,1940
2019/09/19,21:00,1508,1522,81,1854
2019/09/19,22:00,1443,1456,81,1780
2019/09/19,23:00,1384,1389,81,1716
最大使用率(%),時間帯
89,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2130,11:00〜12:00,09月19日,17:22,12,89
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1899,11:00〜12:00,09月19日,17:22
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2130,11:00〜12:00,09月19日,17:22,12,89
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1899,11:00〜12:00,09月19日,17:22
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/09/19,00:00,1356,0
2019/09/19,00:05,1349,0
2019/09/19,00:10,1339,0
2019/09/19,00:15,1324,0
2019/09/19,00:20,1312,0
2019/09/19,00:25,1299,0
2019/09/19,00:30,1287,0
2019/09/19,00:35,1292,0
2019/09/19,00:40,1287,0
2019/09/19,00:45,1271,0
2019/09/19,00:50,1271,0
2019/09/19,00:55,1267,0
2019/09/19,01:00,1263,0
2019/09/19,01:05,1264,0
2019/09/19,01:10,1255,0
2019/09/19,01:15,1240,0
2019/09/19,01:20,1234,0
2019/09/19,01:25,1233,0
2019/09/19,01:30,1237,0
2019/09/19,01:35,1235,0
2019/09/19,01:40,1241,0
2019/09/19,01:45,1232,0
2019/09/19,01:50,1226,0
2019/09/19,01:55,1217,0
2019/09/19,02:00,1222,0
2019/09/19,02:05,1221,0
2019/09/19,02:10,1222,0
2019/09/19,02:15,1210,0
2019/09/19,02:20,1215,0
2019/09/19,02:25,1222,0
2019/09/19,02:30,1231,0
2019/09/19,02:35,1234,0
2019/09/19,02:40,1234,0
2019/09/19,02:45,1228,0
2019/09/19,02:50,1225,0
2019/09/19,02:55,1222,0
2019/09/19,03:00,1232,0
2019/09/19,03:05,1232,0
2019/09/19,03:10,1227,0
2019/09/19,03:15,1241,0
2019/09/19,03:20,1242,0
2019/09/19,03:25,1249,0
2019/09/19,03:30,1250,0
2019/09/19,03:35,1250,0
2019/09/19,03:40,1249,0
2019/09/19,03:45,1250,0
2019/09/19,03:50,1251,0
2019/09/19,03:55,1231,0
2019/09/19,04:00,1242,0
2019/09/19,04:05,1241,0
2019/09/19,04:10,1248,0
2019/09/19,04:15,1253,0
2019/09/19,04:20,1255,0
2019/09/19,04:25,1247,0
2019/09/19,04:30,1250,0
2019/09/19,04:35,1252,0
2019/09/19,04:40,1268,0
2019/09/19,04:45,1250,0
2019/09/19,04:50,1255,0
2019/09/19,04:55,1254,0
2019/09/19,05:00,1259,0
2019/09/19,05:05,1258,0
2019/09/19,05:10,1269,0
2019/09/19,05:15,1272,0
