2020/02/17 09:39 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2495,11:00〜12:00,08月27日,07:31,16,86
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2148,11:00〜12:00,08月27日,07:31
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2442,14:00〜15:00,08月27日,07:31,14,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2136,14:00〜15:00,08月27日,07:31
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/08/27,00:00,1399,1403,75,1860
2019/08/27,01:00,1325,1328,74,1785
2019/08/27,02:00,1290,1294,74,1750
2019/08/27,03:00,1297,1299,75,1725
2019/08/27,04:00,1298,1303,75,1731
2019/08/27,05:00,1313,1315,75,1741
2019/08/27,06:00,1364,1356,76,1804
2019/08/27,07:00,1529,1515,78,1966
2019/08/27,08:00,1821,1835,84,2174
2019/08/27,09:00,2001,2066,82,2426
2019/08/27,10:00,2042,2113,82,2477
2019/08/27,11:00,2087,2148,84,2495
2019/08/27,12:00,1951,2005,83,2355
2019/08/27,13:00,2067,2116,84,2460
2019/08/27,14:00,2059,2136,84,2442
2019/08/27,15:00,2011,2083,82,2441
2019/08/27,16:00,1997,2033,84,2376
2019/08/27,17:00,1907,1977,82,2318
2019/08/27,18:00,1855,1904,83,2236
2019/08/27,19:00,1754,1800,83,2117
2019/08/27,20:00,1663,1697,82,2027
2019/08/27,21:00,1603,1625,79,2040
2019/08/27,22:00,1551,1557,76,2036
2019/08/27,23:00,1494,1493,74,2014
最大使用率(%),時間帯
84,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2308,11:00〜12:00,08月27日,17:39,12,89
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2060,11:00〜12:00,08月27日,17:39
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2282,14:00〜15:00,08月27日,17:39,11,90
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2049,14:00〜15:00,08月27日,17:39
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/08/27,00:00,1462,0
2019/08/27,00:05,1451,0
2019/08/27,00:10,1447,0
2019/08/27,00:15,1432,0
2019/08/27,00:20,1411,0
2019/08/27,00:25,1393,0
2019/08/27,00:30,1396,0
2019/08/27,00:35,1383,0
2019/08/27,00:40,1364,0
2019/08/27,00:45,1369,0
2019/08/27,00:50,1363,0
2019/08/27,00:55,1365,0
2019/08/27,01:00,1353,0
2019/08/27,01:05,1357,0
2019/08/27,01:10,1353,0
2019/08/27,01:15,1345,0
2019/08/27,01:20,1338,0
2019/08/27,01:25,1324,0
2019/08/27,01:30,1316,0
2019/08/27,01:35,1315,0
2019/08/27,01:40,1317,0
2019/08/27,01:45,1319,0
2019/08/27,01:50,1309,0
2019/08/27,01:55,1288,0
2019/08/27,02:00,1282,0
2019/08/27,02:05,1277,0
2019/08/27,02:10,1284,0
2019/08/27,02:15,1288,0
2019/08/27,02:20,1288,0
2019/08/27,02:25,1297,0
2019/08/27,02:30,1282,0
2019/08/27,02:35,1287,0
2019/08/27,02:40,1280,0
2019/08/27,02:45,1309,0
2019/08/27,02:50,1292,0
2019/08/27,02:55,1285,0
2019/08/27,03:00,1299,0
2019/08/27,03:05,1299,0
2019/08/27,03:10,1306,0
2019/08/27,03:15,1288,0
2019/08/27,03:20,1291,0
2019/08/27,03:25,1299,0
2019/08/27,03:30,1284,0
2019/08/27,03:35,1295,0
2019/08/27,03:40,1298,0
2019/08/27,03:45,1307,0
2019/08/27,03:50,1304,0
2019/08/27,03:55,1301,0
2019/08/27,04:00,1294,0
2019/08/27,04:05,1289,0
2019/08/27,04:10,1302,0
2019/08/27,04:15,1304,0
2019/08/27,04:20,1301,0
2019/08/27,04:25,1307,0
2019/08/27,04:30,1290,0
2019/08/27,04:35,1321,0
2019/08/27,04:40,1311,0
2019/08/27,04:45,1296,0
2019/08/27,04:50,1290,0
2019/08/27,04:55,1296,0
2019/08/27,05:00,1299,0
2019/08/27,05:05,1310,0
2019/08/27,05:10,1318,0
2019/08/27,05:15,1319,0
2019/08/27,05:20,1317,0
2019/08/27,05:25,1317,0
2019/08/27,05:30,1321,0
2019/08/27,05:35,1296,0
2019/08/27,05:40,1318,0
2019/08/27,05:45,1320,0
2019/08/27,05:50,1312,1
2019/08/27,05:55,1304,3
2019/08/27,06:00,1318,7
2019/08/27,06:05,1326,12
2019/08/27,06:10,1326,18
2019/08/27,06:15,1321,26
2019/08/27,06:20,1320,34
2019/08/27,06:25,1331,40
2019/08/27,06:30,1342,47
2019/08/27,06:35,1367,55
2019/08/27,06:40,1404,60
2019/08/27,06:45,1412,68
2019/08/27,06:50,1423,78
2019/08/27,06:55,1419,87
2019/08/27,07:00,1444,96
2019/08/27,07:05,1461,105
2019/08/27,07:10,1454,118
2019/08/27,07:15,1470,133
2019/08/27,07:20,1495,152
2019/08/27,07:25,1507,166
2019/08/27,07:30,1524,178
2019/08/27,07:35,1522,189
2019/08/27,07:40,1557,200
2019/08/27,07:45,1577,206
2019/08/27,07:50,1587,207
2019/08/27,07:55,1607,206
2019/08/27,08:00,1660,211
2019/08/27,08:05,1689,226
2019/08/27,08:10,1717,236
2019/08/27,08:15,1747,243
2019/08/27,08:20,1760,245
2019/08/27,08:25,1807,247
2019/08/27,08:30,1830,249
2019/08/27,08:35,1851,246
2019/08/27,08:40,1889,254
2019/08/27,08:45,1897,269
2019/08/27,08:50,1929,269
2019/08/27,08:55,1956,254
2019/08/27,09:00,1953,242
2019/08/27,09:05,1979,251
2019/08/27,09:10,1985,260
2019/08/27,09:15,1999,255
2019/08/27,09:20,2007,251
2019/08/27,09:25,2009,241
2019/08/27,09:30,2014,245
2019/08/27,09:35,2028,248
2019/08/27,09:40,2019,246
2019/08/27,09:45,2021,251
2019/08/27,09:50,2027,258
2019/08/27,09:55,2027,264
2019/08/27,10:00,2026,265
2019/08/27,10:05,2004,263
2019/08/27,10:10,2003,263
2019/08/27,10:15,2016,270
2019/08/27,10:20,2027,279
2019/08/27,10:25,2041,295
2019/08/27,10:30,2057,316
2019/08/27,10:35,2056,326
2019/08/27,10:40,2062,334
2019/08/27,10:45,2054,348
2019/08/27,10:50,2047,360
2019/08/27,10:55,2054,371
2019/08/27,11:00,2054,401
2019/08/27,11:05,2061,433
2019/08/27,11:10,2049,438
2019/08/27,11:15,2058,445
2019/08/27,11:20,2059,448
2019/08/27,11:25,2069,437
2019/08/27,11:30,2080,417
2019/08/27,11:35,2089,416
2019/08/27,11:40,2095,417
2019/08/27,11:45,2095,393
2019/08/27,11:50,2100,380
2019/08/27,11:55,2103,371
2019/08/27,12:00,2073,358
2019/08/27,12:05,2018,343
2019/08/27,12:10,1998,307
2019/08/27,12:15,1973,295
2019/08/27,12:20,1955,290
2019/08/27,12:25,1943,278
2019/08/27,12:30,1919,259
2019/08/27,12:35,1919,253
2019/08/27,12:40,1900,258
2019/08/27,12:45,1910,254
2019/08/27,12:50,1941,243
2019/08/27,12:55,1962,237
2019/08/27,13:00,1995,241
2019/08/27,13:05,2015,242
2019/08/27,13:10,2036,231
2019/08/27,13:15,2056,210
2019/08/27,13:20,2064,203
2019/08/27,13:25,2075,200
2019/08/27,13:30,2079,199
2019/08/27,13:35,2093,193
2019/08/27,13:40,2105,186
2019/08/27,13:45,2103,186
2019/08/27,13:50,2120,180
2019/08/27,13:55,2128,177
2019/08/27,14:00,2116,170
2019/08/27,14:05,2114,157
2019/08/27,14:10,2111,143
2019/08/27,14:15,2110,136
2019/08/27,14:20,2084,122
2019/08/27,14:25,2078,107
2019/08/27,14:30,2059,98
2019/08/27,14:35,2053,94
2019/08/27,14:40,2059,90
2019/08/27,14:45,2042,88
2019/08/27,14:50,2050,82
2019/08/27,14:55,2058,73
2019/08/27,15:00,2053,64
2019/08/27,15:05,2033,56
2019/08/27,15:10,2042,51
2019/08/27,15:15,2063,47
2019/08/27,15:20,2055,43
2019/08/27,15:25,2020,38
2019/08/27,15:30,2013,35
2019/08/27,15:35,2005,33
2019/08/27,15:40,2021,33
2019/08/27,15:45,2022,28
2019/08/27,15:50,2019,24
2019/08/27,15:55,2022,21
2019/08/27,16:00,2019,18
2019/08/27,16:05,2010,16
2019/08/27,16:10,2013,13
2019/08/27,16:15,2012,12
2019/08/27,16:20,2013,10
2019/08/27,16:25,2025,8
2019/08/27,16:30,2011,7
2019/08/27,16:35,2010,6
2019/08/27,16:40,2007,5
2019/08/27,16:45,1995,4
2019/08/27,16:50,1984,4
2019/08/27,16:55,1985,3
2019/08/27,17:00,1958,3
2019/08/27,17:05,1932,2
2019/08/27,17:10,1920,1
2019/08/27,17:15,1928,1
2019/08/27,17:20,1919,1
2019/08/27,17:25,1912,0
2019/08/27,17:30,1906,0
2019/08/27,17:35,1899,0
2019/08/27,17:40,1887,0
2019/08/27,17:45,1903,0
2019/08/27,17:50,1911,0
2019/08/27,17:55,1898,0
2019/08/27,18:00,1895,0
2019/08/27,18:05,1868,0
2019/08/27,18:10,1863,0
2019/08/27,18:15,1870,0
2019/08/27,18:20,1877,0
2019/08/27,18:25,1870,0
2019/08/27,18:30,1862,0
2019/08/27,18:35,1856,0
2019/08/27,18:40,1856,0
2019/08/27,18:45,1831,0
2019/08/27,18:50,1829,0
2019/08/27,18:55,1837,0
2019/08/27,19:00,1821,0
2019/08/27,19:05,1802,0
2019/08/27,19:10,1785,0
2019/08/27,19:15,1768,0
2019/08/27,19:20,1762,0
2019/08/27,19:25,1757,0
2019/08/27,19:30,1752,0
2019/08/27,19:35,1749,0
2019/08/27,19:40,1743,0
2019/08/27,19:45,1743,0
2019/08/27,19:50,1733,0
2019/08/27,19:55,1714,0
2019/08/27,20:00,1698,0
2019/08/27,20:05,1689,0
2019/08/27,20:10,1685,0
2019/08/27,20:15,1696,0
2019/08/27,20:20,1678,0
2019/08/27,20:25,1664,0
2019/08/27,20:30,1655,0
2019/08/27,20:35,1653,0
2019/08/27,20:40,1660,0
2019/08/27,20:45,1652,0
2019/08/27,20:50,1652,0
2019/08/27,20:55,1639,0
2019/08/27,21:00,1641,0
2019/08/27,21:05,1633,0
2019/08/27,21:10,1616,0
