2020/02/17 09:31 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2466,14:00〜15:00,06月28日,07:43,20,83
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2052,14:00〜15:00,06月28日,07:43
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2325,16:00〜17:00,06月28日,07:43,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1998,16:00〜17:00,06月28日,07:43
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/06/28,00:00,1364,1358,84,1633
2019/06/28,01:00,1293,1300,82,1567
2019/06/28,02:00,1281,1284,83,1545
2019/06/28,03:00,1294,1306,83,1564
2019/06/28,04:00,1303,1318,83,1579
2019/06/28,05:00,1286,1311,80,1597
2019/06/28,06:00,1345,1368,78,1725
2019/06/28,07:00,1491,1521,78,1907
2019/06/28,08:00,1740,1786,81,2146
2019/06/28,09:00,1916,1976,81,2375
2019/06/28,10:00,1962,2019,81,2429
2019/06/28,11:00,1975,2051,80,2467
2019/06/28,12:00,1857,1915,81,2301
2019/06/28,13:00,1988,2034,81,2445
2019/06/28,14:00,2004,2052,81,2466
2019/06/28,15:00,1982,2023,82,2428
2019/06/28,16:00,1962,1998,84,2325
2019/06/28,17:00,1854,1882,82,2252
2019/06/28,18:00,1794,1808,83,2173
2019/06/28,19:00,1759,1767,83,2124
2019/06/28,20:00,1681,1691,83,2034
2019/06/28,21:00,1621,1623,83,1952
2019/06/28,22:00,1554,1563,83,1879
2019/06/28,23:00,1487,1486,83,1787
最大使用率(%),時間帯
84,16:00〜17:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1950,11:00〜12:00,06月28日,17:30,22,82
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1602,11:00〜12:00,06月28日,17:30
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1937,13:00〜14:00,06月28日,17:30,22,82
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1592,13:00〜14:00,06月28日,17:30
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/06/28,00:00,1418,0
2019/06/28,00:05,1410,0
2019/06/28,00:10,1404,0
2019/06/28,00:15,1388,0
2019/06/28,00:20,1372,0
2019/06/28,00:25,1362,0
2019/06/28,00:30,1351,0
2019/06/28,00:35,1351,0
2019/06/28,00:40,1341,0
2019/06/28,00:45,1328,0
2019/06/28,00:50,1328,0
2019/06/28,00:55,1330,0
2019/06/28,01:00,1316,0
2019/06/28,01:05,1302,0
2019/06/28,01:10,1304,0
2019/06/28,01:15,1294,0
2019/06/28,01:20,1279,0
2019/06/28,01:25,1286,0
2019/06/28,01:30,1284,0
2019/06/28,01:35,1292,0
2019/06/28,01:40,1284,0
2019/06/28,01:45,1276,0
2019/06/28,01:50,1285,0
2019/06/28,01:55,1279,0
2019/06/28,02:00,1280,0
2019/06/28,02:05,1278,0
2019/06/28,02:10,1270,0
2019/06/28,02:15,1267,0
2019/06/28,02:20,1275,0
2019/06/28,02:25,1280,0
2019/06/28,02:30,1259,0
2019/06/28,02:35,1275,0
2019/06/28,02:40,1284,0
2019/06/28,02:45,1279,0
2019/06/28,02:50,1286,0
2019/06/28,02:55,1289,0
2019/06/28,03:00,1288,0
2019/06/28,03:05,1285,0
2019/06/28,03:10,1277,0
2019/06/28,03:15,1278,0
2019/06/28,03:20,1285,0
2019/06/28,03:25,1305,0
2019/06/28,03:30,1299,0
2019/06/28,03:35,1300,0
2019/06/28,03:40,1302,0
2019/06/28,03:45,1292,0
2019/06/28,03:50,1289,0
2019/06/28,03:55,1291,0
2019/06/28,04:00,1286,0
2019/06/28,04:05,1298,0
2019/06/28,04:10,1308,0
2019/06/28,04:15,1308,0
2019/06/28,04:20,1301,0
2019/06/28,04:25,1295,0
2019/06/28,04:30,1311,0
2019/06/28,04:35,1303,0
2019/06/28,04:40,1295,0
2019/06/28,04:45,1311,0
2019/06/28,04:50,1300,0
2019/06/28,04:55,1292,0
2019/06/28,05:00,1287,0
2019/06/28,05:05,1281,0
2019/06/28,05:10,1266,0
2019/06/28,05:15,1278,0
2019/06/28,05:20,1284,0
2019/06/28,05:25,1278,1
2019/06/28,05:30,1292,3
2019/06/28,05:35,1292,5
2019/06/28,05:40,1287,7
2019/06/28,05:45,1283,10
2019/06/28,05:50,1282,12
2019/06/28,05:55,1290,15
2019/06/28,06:00,1314,20
2019/06/28,06:05,1310,24
2019/06/28,06:10,1314,29
2019/06/28,06:15,1324,34
2019/06/28,06:20,1320,39
2019/06/28,06:25,1332,41
2019/06/28,06:30,1341,43
2019/06/28,06:35,1350,47
2019/06/28,06:40,1354,52
2019/06/28,06:45,1367,57
2019/06/28,06:50,1391,62
2019/06/28,06:55,1380,68
2019/06/28,07:00,1390,73
2019/06/28,07:05,1426,77
2019/06/28,07:10,1433,82
2019/06/28,07:15,1441,91
2019/06/28,07:20,1447,103
2019/06/28,07:25,1480,111
2019/06/28,07:30,1493,117
