2020/02/17 09:42 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1871,13:00〜14:00,09月14日,08:18,19,84
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1578,13:00〜14:00,09月14日,08:18
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1771,18:00〜19:00,09月14日,08:18,18,85
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1504,18:00〜19:00,09月14日,08:18
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/09/14,00:00,1295,1296,80,1611
2019/09/14,01:00,1236,1230,81,1534
2019/09/14,02:00,1215,1211,80,1513
2019/09/14,03:00,1218,1228,79,1532
2019/09/14,04:00,1214,1233,79,1539
2019/09/14,05:00,1194,1227,78,1531
2019/09/14,06:00,1189,1197,79,1496
2019/09/14,07:00,1235,1267,78,1578
2019/09/14,08:00,1346,1403,76,1765
2019/09/14,09:00,1424,1503,80,1785
2019/09/14,10:00,1484,1542,81,1831
2019/09/14,11:00,1500,1569,81,1862
2019/09/14,12:00,1474,1533,81,1821
2019/09/14,13:00,1521,1578,81,1871
2019/09/14,14:00,1530,1537,84,1826
2019/09/14,15:00,1510,1538,83,1827
2019/09/14,16:00,1486,1510,83,1793
2019/09/14,17:00,1465,1479,83,1758
2019/09/14,18:00,1490,1504,84,1771
2019/09/14,19:00,1447,1462,79,1836
2019/09/14,20:00,1395,1403,79,1766
2019/09/14,21:00,1334,1331,79,1683
2019/09/14,22:00,1281,1274,79,1614
2019/09/14,23:00,1226,1226,79,1556
最大使用率(%),時間帯
84,18:00〜19:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1809,18:00〜19:00,09月14日,16:43,17,85
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1541,18:00〜19:00,09月14日,16:43
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1740,12:00〜13:00,09月14日,16:43,16,86
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1501,12:00〜13:00,09月14日,16:43
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/09/14,00:00,1351,0
2019/09/14,00:05,1338,0
2019/09/14,00:10,1327,0
2019/09/14,00:15,1318,0
2019/09/14,00:20,1310,0
2019/09/14,00:25,1304,0
2019/09/14,00:30,1292,0
2019/09/14,00:35,1292,0
2019/09/14,00:40,1282,0
2019/09/14,00:45,1276,0
2019/09/14,00:50,1274,0
2019/09/14,00:55,1264,0
2019/09/14,01:00,1261,0
2019/09/14,01:05,1261,0
2019/09/14,01:10,1260,0
2019/09/14,01:15,1261,0
2019/09/14,01:20,1246,0
2019/09/14,01:25,1248,0
2019/09/14,01:30,1239,0
2019/09/14,01:35,1219,0
2019/09/14,01:40,1233,0
2019/09/14,01:45,1216,0
2019/09/14,01:50,1219,0
2019/09/14,01:55,1211,0
2019/09/14,02:00,1225,0
2019/09/14,02:05,1216,0
2019/09/14,02:10,1215,0
2019/09/14,02:15,1220,0
2019/09/14,02:20,1225,0
2019/09/14,02:25,1219,0
2019/09/14,02:30,1205,0
2019/09/14,02:35,1213,0
2019/09/14,02:40,1211,0
2019/09/14,02:45,1210,0
2019/09/14,02:50,1217,0
2019/09/14,02:55,1221,0
2019/09/14,03:00,1224,0
2019/09/14,03:05,1214,0
2019/09/14,03:10,1220,0
2019/09/14,03:15,1222,0
2019/09/14,03:20,1228,0
2019/09/14,03:25,1225,0
2019/09/14,03:30,1226,0
2019/09/14,03:35,1218,0
2019/09/14,03:40,1218,0
2019/09/14,03:45,1214,0
2019/09/14,03:50,1214,0
2019/09/14,03:55,1214,0
2019/09/14,04:00,1223,0
2019/09/14,04:05,1231,0
2019/09/14,04:10,1221,0
