2020/02/17 09:17 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2109,11:00〜12:00,04月08日,07:27,27,79
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1656,11:00〜12:00,04月08日,07:27
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1976,18:00〜19:00,04月08日,07:27,21,83
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1635,18:00〜19:00,04月08日,07:27
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/04/08,00:00,1057,1032,78,1361
2019/04/08,01:00,1057,1030,76,1387
2019/04/08,02:00,1086,1075,80,1355
2019/04/08,03:00,1121,1113,82,1363
2019/04/08,04:00,1133,1134,82,1389
2019/04/08,05:00,1169,1171,82,1434
2019/04/08,06:00,1263,1238,83,1516
2019/04/08,07:00,1394,1374,83,1683
2019/04/08,08:00,1589,1554,82,1935
2019/04/08,09:00,1691,1654,82,2059
2019/04/08,10:00,1694,1653,82,2065
2019/04/08,11:00,1681,1656,80,2109
2019/04/08,12:00,1555,1541,74,2093
2019/04/08,13:00,1645,1637,79,2072
2019/04/08,14:00,1641,1631,81,2030
2019/04/08,15:00,1624,1608,81,2003
2019/04/08,16:00,1638,1610,82,2006
2019/04/08,17:00,1609,1573,82,1960
2019/04/08,18:00,1645,1635,83,1976
2019/04/08,19:00,1614,1598,82,1962
2019/04/08,20:00,1558,1548,81,1927
2019/04/08,21:00,1532,1509,82,1878
2019/04/08,22:00,1464,1462,80,1821
2019/04/08,23:00,1420,1416,80,1764
最大使用率(%),時間帯
83,18:00〜19:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2144,09:00〜10:00,04月08日,16:51,21,82
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1767,09:00〜10:00,04月08日,16:51
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1994,18:00〜19:00,04月08日,16:51,19,84
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1671,18:00〜19:00,04月08日,16:51
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/04/08,00:00,1087,0
2019/04/08,00:05,1087,0
2019/04/08,00:10,1080,0
2019/04/08,00:15,1071,0
2019/04/08,00:20,1062,0
2019/04/08,00:25,1068,0
2019/04/08,00:30,1037,0
2019/04/08,00:35,1046,0
2019/04/08,00:40,1037,0
2019/04/08,00:45,1049,0
2019/04/08,00:50,1049,0
2019/04/08,00:55,1052,0
2019/04/08,01:00,1038,0
2019/04/08,01:05,1049,0
2019/04/08,01:10,1048,0
2019/04/08,01:15,1047,0
2019/04/08,01:20,1049,0
2019/04/08,01:25,1029,0
2019/04/08,01:30,1044,0
2019/04/08,01:35,1042,0
2019/04/08,01:40,1063,0
2019/04/08,01:45,1067,0
2019/04/08,01:50,1073,0
2019/04/08,01:55,1072,0
2019/04/08,02:00,1081,0
2019/04/08,02:05,1076,0
2019/04/08,02:10,1081,0
2019/04/08,02:15,1076,0
2019/04/08,02:20,1073,0
2019/04/08,02:25,1066,0
2019/04/08,02:30,1064,0
2019/04/08,02:35,1082,0
2019/04/08,02:40,1091,0
2019/04/08,02:45,1101,0
2019/04/08,02:50,1114,0
2019/04/08,02:55,1113,0
2019/04/08,03:00,1117,0
2019/04/08,03:05,1123,0
2019/04/08,03:10,1126,0
2019/04/08,03:15,1121,0
2019/04/08,03:20,1115,0
2019/04/08,03:25,1098,0
