2020/02/17 09:17 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2127,09:00〜10:00,04月12日,07:39,14,88
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1874,09:00〜10:00,04月12日,07:39
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1897,18:00〜19:00,04月12日,07:39,11,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1704,18:00〜19:00,04月12日,07:39
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/04/12,00:00,1395,1397,82,1700
2019/04/12,01:00,1368,1371,80,1706
2019/04/12,02:00,1377,1382,82,1685
2019/04/12,03:00,1395,1399,85,1645
2019/04/12,04:00,1397,1400,86,1633
2019/04/12,05:00,1415,1419,86,1637
2019/04/12,06:00,1498,1507,87,1719
2019/04/12,07:00,1584,1591,85,1861
2019/04/12,08:00,1742,1771,87,2009
2019/04/12,09:00,1831,1874,86,2127
2019/04/12,10:00,1817,1850,86,2103
2019/04/12,11:00,1778,1813,85,2089
2019/04/12,12:00,1623,1657,79,2056
2019/04/12,13:00,1713,1722,83,2057
2019/04/12,14:00,1707,1701,83,2046
2019/04/12,15:00,1663,1664,83,1992
2019/04/12,16:00,1671,1684,87,1912
2019/04/12,17:00,1645,1658,87,1881
2019/04/12,18:00,1696,1704,89,1897
2019/04/12,19:00,1672,1678,89,1885
2019/04/12,20:00,1626,1637,88,1857
2019/04/12,21:00,1578,1599,87,1813
2019/04/12,22:00,1519,1534,87,1740
2019/04/12,23:00,1463,1478,87,1677
最大使用率(%),時間帯
89,19:00〜20:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1858,09:00〜10:00,04月12日,16:53,30,77
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1425,09:00〜10:00,04月12日,16:53
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1670,19:00〜20:00,04月12日,16:53,20,83
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1390,19:00〜20:00,04月12日,16:53
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/04/12,00:00,1431,0
2019/04/12,00:05,1424,0
2019/04/12,00:10,1417,0
2019/04/12,00:15,1414,0
2019/04/12,00:20,1402,0
2019/04/12,00:25,1388,0
2019/04/12,00:30,1380,0
2019/04/12,00:35,1381,0
2019/04/12,00:40,1391,0
2019/04/12,00:45,1370,0
2019/04/12,00:50,1375,0
2019/04/12,00:55,1382,0
2019/04/12,01:00,1376,0
2019/04/12,01:05,1374,0
2019/04/12,01:10,1368,0
2019/04/12,01:15,1375,0
2019/04/12,01:20,1363,0
2019/04/12,01:25,1368,0
2019/04/12,01:30,1367,0
2019/04/12,01:35,1355,0
2019/04/12,01:40,1361,0
2019/04/12,01:45,1361,0
2019/04/12,01:50,1360,0
2019/04/12,01:55,1367,0
2019/04/12,02:00,1377,0
2019/04/12,02:05,1367,0
2019/04/12,02:10,1366,0
2019/04/12,02:15,1380,0
2019/04/12,02:20,1383,0
2019/04/12,02:25,1379,0
2019/04/12,02:30,1379,0
2019/04/12,02:35,1384,0
2019/04/12,02:40,1383,0
2019/04/12,02:45,1380,0
2019/04/12,02:50,1375,0
2019/04/12,02:55,1383,0
2019/04/12,03:00,1404,0
2019/04/12,03:05,1409,0
2019/04/12,03:10,1404,0
2019/04/12,03:15,1391,0
2019/04/12,03:20,1402,0
2019/04/12,03:25,1395,0
2019/04/12,03:30,1391,0
2019/04/12,03:35,1406,0
2019/04/12,03:40,1393,0
2019/04/12,03:45,1395,0
2019/04/12,03:50,1388,0
2019/04/12,03:55,1379,0
2019/04/12,04:00,1371,0
2019/04/12,04:05,1395,0
2019/04/12,04:10,1401,0
2019/04/12,04:15,1401,0
2019/04/12,04:20,1386,0
2019/04/12,04:25,1377,0
2019/04/12,04:30,1396,0
2019/04/12,04:35,1405,0
2019/04/12,04:40,1405,0
2019/04/12,04:45,1408,0
2019/04/12,04:50,1398,0
2019/04/12,04:55,1393,0
2019/04/12,05:00,1394,0
2019/04/12,05:05,1400,0
2019/04/12,05:10,1399,0
2019/04/12,05:15,1400,0
2019/04/12,05:20,1398,0
2019/04/12,05:25,1392,0
2019/04/12,05:30,1413,0
2019/04/12,05:35,1421,0
2019/04/12,05:40,1439,0
2019/04/12,05:45,1433,0
2019/04/12,05:50,1432,0
2019/04/12,05:55,1436,0
2019/04/12,06:00,1446,1
2019/04/12,06:05,1467,1
2019/04/12,06:10,1475,1
2019/04/12,06:15,1471,2
2019/04/12,06:20,1470,4
2019/04/12,06:25,1483,6
2019/04/12,06:30,1485,9
2019/04/12,06:35,1505,11
2019/04/12,06:40,1541,13
2019/04/12,06:45,1546,16
2019/04/12,06:50,1528,19
2019/04/12,06:55,1525,23
2019/04/12,07:00,1536,27
2019/04/12,07:05,1554,32
2019/04/12,07:10,1554,37
2019/04/12,07:15,1558,43
2019/04/12,07:20,1554,50
2019/04/12,07:25,1579,58
2019/04/12,07:30,1562,68
2019/04/12,07:35,1594,81
2019/04/12,07:40,1614,94
2019/04/12,07:45,1628,108
2019/04/12,07:50,1633,115
2019/04/12,07:55,1630,128
2019/04/12,08:00,1650,148
2019/04/12,08:05,1676,166
2019/04/12,08:10,1692,188
2019/04/12,08:15,1707,210
2019/04/12,08:20,1722,224
2019/04/12,08:25,1735,229
2019/04/12,08:30,1737,240
2019/04/12,08:35,1761,257
2019/04/12,08:40,1769,267
2019/04/12,08:45,1780,276
2019/04/12,08:50,1786,305
2019/04/12,08:55,1804,325
2019/04/12,09:00,1821,334
2019/04/12,09:05,1814,340
2019/04/12,09:10,1815,346
2019/04/12,09:15,1832,353
2019/04/12,09:20,1828,362
2019/04/12,09:25,1830,373
2019/04/12,09:30,1820,393
2019/04/12,09:35,1817,398
2019/04/12,09:40,1812,403
2019/04/12,09:45,1806,427
2019/04/12,09:50,1821,449
2019/04/12,09:55,1813,457
2019/04/12,10:00,1811,454
2019/04/12,10:05,1791,471
2019/04/12,10:10,1795,481
2019/04/12,10:15,1809,483
2019/04/12,10:20,1817,486
2019/04/12,10:25,1819,478
2019/04/12,10:30,1816,474
