2023/10/1 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
369,11:00〜12:00,9月30日,9:46,29,77
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
285,11:00〜12:00,9月29日,23:16
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
317,16:00〜17:00,9月30日,15:16,12,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
283,16:00〜17:00,9月30日,15:16
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/9/30,0:00,246,252,78,311
2023/9/30,1:00,240,247,81,295
2023/9/30,2:00,245,252,84,289
2023/9/30,3:00,256,260,86,295
2023/9/30,4:00,260,265,81,318
2023/9/30,5:00,256,252,80,318
2023/9/30,6:00,240,235,78,305
2023/9/30,7:00,236,233,69,340
2023/9/30,8:00,249,250,67,368
2023/9/30,9:00,270,269,75,357
2023/9/30,10:00,291,279,79,366
2023/9/30,11:00,292,285,79,369
2023/9/30,12:00,286,284,75,378
2023/9/30,13:00,288,285,80,358
2023/9/30,14:00,288,282,80,357
2023/9/30,15:00,282,278,80,351
2023/9/30,16:00,279,283,87,317
2023/9/30,17:00,278,278,88,315
2023/9/30,18:00,276,278,84,327
2023/9/30,19:00,263,266,80,328
2023/9/30,20:00,251,257,75,330
2023/9/30,21:00,239,242,72,329
2023/9/30,22:00,229,229,63,360
2023/9/30,23:00,222,221,60,365
最大使用率(%),時間帯
88,17:00〜18:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
372,18:00〜19:00,10月1日,7:46,40,71
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
265,18:00〜19:00,10月1日,5:16
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
362,17:00〜18:00,10月1日,7:46,40,71
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
258,17:00〜18:00,10月1日,7:46
DATE,TIME,当日実績（５分間隔値）(万kW),太陽光発電実績（５分間隔値）(万kW)
2023/9/30,0:00,251,0
2023/9/30,0:05,251,0
2023/9/30,0:10,250,0
2023/9/30,0:15,248,0
2023/9/30,0:20,244,0
2023/9/30,0:25,245,0
2023/9/30,0:30,241,0
2023/9/30,0:35,243,0
2023/9/30,0:40,244,0
2023/9/30,0:45,244,0
2023/9/30,0:50,242,0
2023/9/30,0:55,242,0
2023/9/30,1:00,241,0
2023/9/30,1:05,241,0
2023/9/30,1:10,242,0
2023/9/30,1:15,240,0
2023/9/30,1:20,237,0
2023/9/30,1:25,238,0
2023/9/30,1:30,238,0
2023/9/30,1:35,237,0
2023/9/30,1:40,239,0
2023/9/30,1:45,240,0
2023/9/30,1:50,241,0
2023/9/30,1:55,239,0
2023/9/30,2:00,239,0
2023/9/30,2:05,240,0
2023/9/30,2:10,242,0
2023/9/30,2:15,243,0
2023/9/30,2:20,241,0
2023/9/30,2:25,240,0
2023/9/30,2:30,241,0
2023/9/30,2:35,241,0
2023/9/30,2:40,245,0
2023/9/30,2:45,249,0
2023/9/30,2:50,250,0
2023/9/30,2:55,249,0
2023/9/30,3:00,251,0
2023/9/30,3:05,252,0
2023/9/30,3:10,252,0
2023/9/30,3:15,254,0
2023/9/30,3:20,256,0
2023/9/30,3:25,253,0
2023/9/30,3:30,256,0
2023/9/30,3:35,252,0
2023/9/30,3:40,256,0
2023/9/30,3:45,258,0
2023/9/30,3:50,259,0
2023/9/30,3:55,256,0
2023/9/30,4:00,257,0
2023/9/30,4:05,258,0
2023/9/30,4:10,257,0
2023/9/30,4:15,257,0
2023/9/30,4:20,257,0
2023/9/30,4:25,255,0
2023/9/30,4:30,257,0
2023/9/30,4:35,255,0
2023/9/30,4:40,261,0
2023/9/30,4:45,266,0
2023/9/30,4:50,265,0
2023/9/30,4:55,263,0
2023/9/30,5:00,263,0
2023/9/30,5:05,263,0
2023/9/30,5:10,263,0
2023/9/30,5:15,263,0
2023/9/30,5:20,262,0
2023/9/30,5:25,258,0
2023/9/30,5:30,257,0
2023/9/30,5:35,254,0
2023/9/30,5:40,252,0
2023/9/30,5:45,250,0
2023/9/30,5:50,248,0
2023/9/30,5:55,247,0
2023/9/30,6:00,245,1
2023/9/30,6:05,244,1
2023/9/30,6:10,243,1
2023/9/30,6:15,243,2
2023/9/30,6:20,241,2
2023/9/30,6:25,240,3
2023/9/30,6:30,238,3
2023/9/30,6:35,237,5
2023/9/30,6:40,235,5
2023/9/30,6:45,235,6
2023/9/30,6:50,235,7
2023/9/30,6:55,235,7
2023/9/30,7:00,237,7
2023/9/30,7:05,234,8
2023/9/30,7:10,235,10
2023/9/30,7:15,234,11
2023/9/30,7:20,234,12
2023/9/30,7:25,231,13
2023/9/30,7:30,235,15
2023/9/30,7:35,234,16
2023/9/30,7:40,234,18
2023/9/30,7:45,233,21
2023/9/30,7:50,232,24
2023/9/30,7:55,234,28
2023/9/30,8:00,235,31
2023/9/30,8:05,237,34
2023/9/30,8:10,238,34
2023/9/30,8:15,238,35
2023/9/30,8:20,237,35
2023/9/30,8:25,240,41
2023/9/30,8:30,246,47
2023/9/30,8:35,248,49
2023/9/30,8:40,245,46
2023/9/30,8:45,249,49
2023/9/30,8:50,253,54
2023/9/30,8:55,257,54
2023/9/30,9:00,258,52
2023/9/30,9:05,257,56
2023/9/30,9:10,259,60
2023/9/30,9:15,262,64
2023/9/30,9:20,263,66
2023/9/30,9:25,265,63
2023/9/30,9:30,268,58
2023/9/30,9:35,267,59
2023/9/30,9:40,269,65
2023/9/30,9:45,271,69
2023/9/30,9:50,272,71
2023/9/30,9:55,276,73
2023/9/30,10:00,275,72
2023/9/30,10:05,278,76
2023/9/30,10:10,277,76
2023/9/30,10:15,280,80
2023/9/30,10:20,284,83
2023/9/30,10:25,289,85
2023/9/30,10:30,295,85
2023/9/30,10:35,292,79
2023/9/30,10:40,295,75
2023/9/30,10:45,294,70
2023/9/30,10:50,294,68
2023/9/30,10:55,293,65
2023/9/30,11:00,291,61
2023/9/30,11:05,288,58
2023/9/30,11:10,283,57
2023/9/30,11:15,286,59
2023/9/30,11:20,288,59
2023/9/30,11:25,287,59
2023/9/30,11:30,289,54
2023/9/30,11:35,291,54
2023/9/30,11:40,292,50
2023/9/30,11:45,292,49
2023/9/30,11:50,291,50
2023/9/30,11:55,292,49
2023/9/30,12:00,290,48
2023/9/30,12:05,288,47
2023/9/30,12:10,286,45
2023/9/30,12:15,284,44
2023/9/30,12:20,287,45
2023/9/30,12:25,285,44
2023/9/30,12:30,284,45
2023/9/30,12:35,282,46
2023/9/30,12:40,284,46
2023/9/30,12:45,283,45
2023/9/30,12:50,283,45
2023/9/30,12:55,280,44
2023/9/30,13:00,282,46
2023/9/30,13:05,287,43
2023/9/30,13:10,287,41
2023/9/30,13:15,286,40
2023/9/30,13:20,289,39
2023/9/30,13:25,289,40
2023/9/30,13:30,289,38
2023/9/30,13:35,290,37
2023/9/30,13:40,288,35
2023/9/30,13:45,288,35
2023/9/30,13:50,288,35
