2023/11/20 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4013,17:00〜18:00,11/20,23:40,13,88
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3539,17:00〜18:00,11/20,23:40
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4013,17:00〜18:00,11/20,23:40,13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3539,17:00〜18:00,11/20,23:40
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/11/20,0:00,2360,2342,86,2735
2023/11/20,1:00,2274,2259,83,2729
2023/11/20,2:00,2286,2276,84,2720
2023/11/20,3:00,2335,2327,87,2660
2023/11/20,4:00,2404,2397,88,2724
2023/11/20,5:00,2547,2553,87,2901
2023/11/20,6:00,2817,2849,86,3247
2023/11/20,7:00,3045,3091,85,3550
2023/11/20,8:00,3265,3292,85,3813
2023/11/20,9:00,3404,3442,84,4019
2023/11/20,10:00,3376,3440,82,4076
2023/11/20,11:00,3346,3387,81,4082
2023/11/20,12:00,3212,3244,80,3999
2023/11/20,13:00,3297,3308,78,4211
2023/11/20,14:00,3288,3287,77,4242
2023/11/20,15:00,3337,3298,80,4142
2023/11/20,16:00,3460,3401,86,4008
2023/11/20,17:00,3554,3539,88,4013
2023/11/20,18:00,3539,3515,87,4050
2023/11/20,19:00,3452,3435,85,4055
2023/11/20,20:00,3347,3334,82,4033
2023/11/20,21:00,3189,3171,78,4038
2023/11/20,22:00,3027,3009,76,3961
2023/11/20,23:00,2832,2819,73,3871
最大使用率(%),時間帯
88,17:00〜18:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4170,9:00〜10:00,11/21,23:50,18,84
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3532,9:00〜10:00,11/21,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3137,5:00〜6:00,11/21,23:50,14,87
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2757,5:00〜6:00,11/21,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/11/20,0:00,2448,0,0
2023/11/20,0:05,2435,0,0
2023/11/20,0:10,2418,0,0
2023/11/20,0:15,2401,0,0
2023/11/20,0:20,2387,0,0
2023/11/20,0:25,2355,0,0
2023/11/20,0:30,2356,0,0
2023/11/20,0:35,2347,0,0
2023/11/20,0:40,2338,0,0
2023/11/20,0:45,2312,0,0
2023/11/20,0:50,2306,0,0
2023/11/20,0:55,2276,0,0
2023/11/20,1:00,2274,0,0
2023/11/20,1:05,2296,0,0
2023/11/20,1:10,2290,0,0
2023/11/20,1:15,2290,0,0
2023/11/20,1:20,2287,0,0
2023/11/20,1:25,2256,0,0
2023/11/20,1:30,2271,0,0
2023/11/20,1:35,2271,0,0
2023/11/20,1:40,2269,0,0
2023/11/20,1:45,2264,0,0
2023/11/20,1:50,2264,0,0
2023/11/20,1:55,2264,0,0
2023/11/20,2:00,2274,0,0
2023/11/20,2:05,2279,0,0
2023/11/20,2:10,2270,0,0
2023/11/20,2:15,2274,0,0
2023/11/20,2:20,2268,0,0
2023/11/20,2:25,2275,0,0
2023/11/20,2:30,2281,0,0
2023/11/20,2:35,2291,0,0
2023/11/20,2:40,2303,0,0
2023/11/20,2:45,2298,0,0
2023/11/20,2:50,2297,0,0
2023/11/20,2:55,2306,0,0
2023/11/20,3:00,2315,0,0
2023/11/20,3:05,2325,0,0
2023/11/20,3:10,2321,0,0
2023/11/20,3:15,2332,0,0
2023/11/20,3:20,2339,0,0
2023/11/20,3:25,2329,0,0
2023/11/20,3:30,2317,0,0
2023/11/20,3:35,2339,0,0
2023/11/20,3:40,2349,0,0
2023/11/20,3:45,2341,0,0
2023/11/20,3:50,2338,0,0
2023/11/20,3:55,2350,0,0
2023/11/20,4:00,2363,0,0
2023/11/20,4:05,2365,0,0
2023/11/20,4:10,2385,0,0
2023/11/20,4:15,2399,0,0
2023/11/20,4:20,2392,0,0
2023/11/20,4:25,2407,0,0
2023/11/20,4:30,2397,0,0
2023/11/20,4:35,2409,0,0
2023/11/20,4:40,2418,0,0
2023/11/20,4:45,2420,0,0
2023/11/20,4:50,2422,0,0
2023/11/20,4:55,2427,0,0
2023/11/20,5:00,2450,0,0
2023/11/20,5:05,2468,0,0
2023/11/20,5:10,2498,0,0
2023/11/20,5:15,2489,0,0
