2023/5/1 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3395,9:00〜10:00,5/1,23:50,19,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2863,9:00〜10:00,5/1,23:50

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2247,1:00〜2:00,5/1,23:50,15,86

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1951,1:00〜2:00,5/1,23:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/5/1,0:00,2033,2031,86,2342
2023/5/1,1:00,1949,1951,86,2247
2023/5/1,2:00,1959,1968,86,2272
2023/5/1,3:00,2004,2005,85,2336
2023/5/1,4:00,2030,2022,85,2362
2023/5/1,5:00,2049,2011,86,2368
2023/5/1,6:00,2124,2120,84,2518
2023/5/1,7:00,2304,2378,82,2809
2023/5/1,8:00,2518,2646,80,3134
2023/5/1,9:00,2631,2863,77,3395
2023/5/1,10:00,2692,2856,77,3469
2023/5/1,11:00,2775,2810,78,3516
2023/5/1,12:00,2751,2771,78,3514
2023/5/1,13:00,2793,2817,77,3591
2023/5/1,14:00,2788,2683,80,3442
2023/5/1,15:00,2763,2617,81,3394
2023/5/1,16:00,2755,2644,78,3504
2023/5/1,17:00,2732,2693,77,3536
2023/5/1,18:00,2788,2776,80,3476
2023/5/1,19:00,2761,2762,78,3495
2023/5/1,20:00,2650,2630,76,3446
2023/5/1,21:00,2498,2447,72,3459
2023/5/1,22:00,2359,2305,69,3394
2023/5/1,23:00,2239,2190,66,3353

最大使用率(%),時間帯
86,0:00〜1:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3464,11:00〜12:00,5/2,23:50,23,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2824,11:00〜12:00,5/2,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2447,0:00〜1:00,5/2,23:50,18,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2066,0:00〜1:00,5/2,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/5/1,0:00,2101,0,0
2023/5/1,0:05,2100,0,0
2023/5/1,0:10,2083,0,0
2023/5/1,0:15,2076,0,0
2023/5/1,0:20,2051,0,0
2023/5/1,0:25,2042,0,0
2023/5/1,0:30,2023,0,0
2023/5/1,0:35,2005,0,0
2023/5/1,0:40,2009,0,0
2023/5/1,0:45,1986,0,0
2023/5/1,0:50,1965,0,0
2023/5/1,0:55,1960,0,0
2023/5/1,1:00,1959,0,0
2023/5/1,1:05,1960,0,0
2023/5/1,1:10,1960,0,0
2023/5/1,1:15,1951,0,0
2023/5/1,1:20,1943,0,0
2023/5/1,1:25,1928,0,0
2023/5/1,1:30,1938,0,0
2023/5/1,1:35,1929,0,0
2023/5/1,1:40,1920,0,0
2023/5/1,1:45,1927,0,0
2023/5/1,1:50,1903,0,0
2023/5/1,1:55,1925,0,0
2023/5/1,2:00,1932,0,0
2023/5/1,2:05,1939,0,0
2023/5/1,2:10,1940,0,0
2023/5/1,2:15,1930,0,0
2023/5/1,2:20,1936,0,0
2023/5/1,2:25,1939,0,0
2023/5/1,2:30,1946,0,0
2023/5/1,2:35,1959,0,0
2023/5/1,2:40,1944,0,0
2023/5/1,2:45,1955,0,0
2023/5/1,2:50,1968,0,0
2023/5/1,2:55,1971,0,0
2023/5/1,3:00,1973,0,0
2023/5/1,3:05,1988,0,0
2023/5/1,3:10,1985,0,0
2023/5/1,3:15,1991,0,0
2023/5/1,3:20,1973,0,0
2023/5/1,3:25,1998,0,0
2023/5/1,3:30,1995,0,0
2023/5/1,3:35,1997,0,0
2023/5/1,3:40,1991,0,0
2023/5/1,3:45,1989,0,0
2023/5/1,3:50,2006,0,0
2023/5/1,3:55,2004,0,0
2023/5/1,4:00,2014,0,0
2023/5/1,4:05,2018,0,0
2023/5/1,4:10,2006,0,0
2023/5/1,4:15,2020,0,0
2023/5/1,4:20,2030,0,0
2023/5/1,4:25,2020,0,0
2023/5/1,4:30,2023,0,0
2023/5/1,4:35,2026,0,0
2023/5/1,4:40,2011,0,0
2023/5/1,4:45,2011,0,0
2023/5/1,4:50,2025,0,0
2023/5/1,4:55,2032,0,0
2023/5/1,5:00,2038,0,0
2023/5/1,5:05,2044,0,0
2023/5/1,5:10,2055,2,0
2023/5/1,5:15,2052,7,0
2023/5/1,5:20,2036,12,0
2023/5/1,5:25,2042,16,0
2023/5/1,5:30,2037,19,0
2023/5/1,5:35,2027,24,1
2023/5/1,5:40,2030,27,1
2023/5/1,5:45,2018,31,1
2023/5/1,5:50,2031,37,1
2023/5/1,5:55,2030,44,2
