2023/1/15 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4829,17:00〜18:00,1/15,23:50,36,73

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3555,17:00〜18:00,1/15,23:50

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3300,0:00〜1:00,1/15,23:50,22,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2707,0:00〜1:00,1/15,23:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/1/15,0:00,2692,2707,81,3300
2023/1/15,1:00,2578,2600,80,3184
2023/1/15,2:00,2540,2547,81,3124
2023/1/15,3:00,2524,2538,81,3103
2023/1/15,4:00,2504,2532,80,3129
2023/1/15,5:00,2521,2544,79,3159
2023/1/15,6:00,2615,2627,79,3271
2023/1/15,7:00,2803,2829,79,3527
2023/1/15,8:00,3073,3039,80,3795
2023/1/15,9:00,3189,3146,80,3984
2023/1/15,10:00,3216,3178,79,4053
2023/1/15,11:00,3208,3207,77,4122
2023/1/15,12:00,3241,3200,77,4156
2023/1/15,13:00,3247,3131,78,4144
2023/1/15,14:00,3235,3158,76,4232
2023/1/15,15:00,3276,3233,73,4470
2023/1/15,16:00,3418,3386,71,4761
2023/1/15,17:00,3574,3555,74,4829
2023/1/15,18:00,3616,3538,73,4910
2023/1/15,19:00,3555,3520,72,4907
2023/1/15,20:00,3460,3450,70,4884
2023/1/15,21:00,3296,3306,68,4811
2023/1/15,22:00,3080,3105,65,4681
2023/1/15,23:00,2876,2897,63,4532

最大使用率(%),時間帯
81,0:00〜1:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5454,17:00〜18:00,1/16,23:50,24,80

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4394,17:00〜18:00,1/16,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3693,6:00〜7:00,1/16,23:50,17,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3168,6:00〜7:00,1/16,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/1/15,0:00,2796,0,0
2023/1/15,0:05,2784,0,0
2023/1/15,0:10,2765,0,0
2023/1/15,0:15,2735,0,0
2023/1/15,0:20,2737,0,0
2023/1/15,0:25,2710,0,0
2023/1/15,0:30,2682,0,0
2023/1/15,0:35,2676,0,0
2023/1/15,0:40,2645,0,0
2023/1/15,0:45,2625,0,0
2023/1/15,0:50,2610,0,0
2023/1/15,0:55,2594,0,0
2023/1/15,1:00,2601,0,0
2023/1/15,1:05,2600,0,0
2023/1/15,1:10,2594,0,0
2023/1/15,1:15,2574,0,0
2023/1/15,1:20,2582,0,0
2023/1/15,1:25,2591,0,0
2023/1/15,1:30,2591,0,0
2023/1/15,1:35,2584,0,0
2023/1/15,1:40,2572,0,0
2023/1/15,1:45,2556,0,0
2023/1/15,1:50,2550,0,0
2023/1/15,1:55,2546,0,0
2023/1/15,2:00,2543,0,0
2023/1/15,2:05,2560,0,0
2023/1/15,2:10,2544,0,0
2023/1/15,2:15,2542,0,0
2023/1/15,2:20,2538,0,0
2023/1/15,2:25,2538,0,0
2023/1/15,2:30,2559,0,0
2023/1/15,2:35,2544,0,0
2023/1/15,2:40,2532,0,0
2023/1/15,2:45,2531,0,0
2023/1/15,2:50,2515,0,0
2023/1/15,2:55,2525,0,0
2023/1/15,3:00,2536,0,0
2023/1/15,3:05,2545,0,0
2023/1/15,3:10,2515,0,0
2023/1/15,3:15,2529,0,0
2023/1/15,3:20,2529,0,0
2023/1/15,3:25,2529,0,0
2023/1/15,3:30,2517,0,0
2023/1/15,3:35,2515,0,0
2023/1/15,3:40,2513,0,0
2023/1/15,3:45,2519,0,0
2023/1/15,3:50,2503,0,0
2023/1/15,3:55,2504,0,0
2023/1/15,4:00,2489,0,0
2023/1/15,4:05,2506,0,0
2023/1/15,4:10,2509,0,0
2023/1/15,4:15,2502,0,0
2023/1/15,4:20,2506,0,0
2023/1/15,4:25,2498,0,0
2023/1/15,4:30,2506,0,0
2023/1/15,4:35,2493,0,0
2023/1/15,4:40,2513,0,0
2023/1/15,4:45,2514,0,0
2023/1/15,4:50,2505,0,0
2023/1/15,4:55,2508,0,0
2023/1/15,5:00,2497,0,0
2023/1/15,5:05,2526,0,0
2023/1/15,5:10,2527,0,0
2023/1/15,5:15,2527,0,0
2023/1/15,5:20,2514,0,0
2023/1/15,5:25,2515,0,0
2023/1/15,5:30,2498,0,0
2023/1/15,5:35,2508,0,0
2023/1/15,5:40,2511,0,0
2023/1/15,5:45,2516,0,0
2023/1/15,5:50,2521,0,0
2023/1/15,5:55,2521,0,0
