2023/7/14 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5270,14:00〜15:00,7/14,23:50,23,81
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4301,14:00〜15:00,7/14,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3240,6:00〜7:00,7/14,23:50,13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2865,6:00〜7:00,7/14,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/7/14,0:00,2910,2892,88,3303
2023/7/14,1:00,2718,2701,88,3081
2023/7/14,2:00,2629,2615,86,3051
2023/7/14,3:00,2607,2603,86,3026
2023/7/14,4:00,2614,2597,87,2980
2023/7/14,5:00,2656,2665,87,3046
2023/7/14,6:00,2822,2865,87,3240
2023/7/14,7:00,3184,3207,87,3631
2023/7/14,8:00,3662,3687,87,4202
2023/7/14,9:00,3961,4097,84,4679
2023/7/14,10:00,4022,4185,83,4818
2023/7/14,11:00,4163,4156,85,4877
2023/7/14,12:00,4107,4032,84,4875
2023/7/14,13:00,4206,4264,80,5195
2023/7/14,14:00,4361,4301,82,5270
2023/7/14,15:00,4400,4225,83,5242
2023/7/14,16:00,4339,4300,84,5153
2023/7/14,17:00,4187,4162,84,4933
2023/7/14,18:00,4073,4013,83,4897
2023/7/14,19:00,3986,3966,82,4843
2023/7/14,20:00,3785,3755,79,4767
2023/7/14,21:00,3574,3536,76,4651
2023/7/14,22:00,3404,3360,74,4577
2023/7/14,23:00,3211,3164,72,4450
最大使用率(%),時間帯
88,1:00〜2:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4802,16:00〜17:00,7/15,23:50,28,78
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3757,16:00〜17:00,7/15,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3205,1:00〜2:00,7/15,23:50,17,85
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2739,1:00〜2:00,7/15,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/7/14,0:00,3051,0,0
2023/7/14,0:05,3012,0,0
2023/7/14,0:10,3003,0,0
2023/7/14,0:15,2968,0,0
2023/7/14,0:20,2936,0,0
2023/7/14,0:25,2933,0,0
2023/7/14,0:30,2910,0,0
2023/7/14,0:35,2888,0,0
2023/7/14,0:40,2863,0,0
2023/7/14,0:45,2836,0,0
2023/7/14,0:50,2819,0,0
2023/7/14,0:55,2799,0,0
2023/7/14,1:00,2777,0,0
2023/7/14,1:05,2770,0,0
2023/7/14,1:10,2760,0,0
2023/7/14,1:15,2757,0,0
2023/7/14,1:20,2731,0,0
2023/7/14,1:25,2724,0,0
2023/7/14,1:30,2712,0,0
2023/7/14,1:35,2706,0,0
2023/7/14,1:40,2704,0,0
2023/7/14,1:45,2681,0,0
2023/7/14,1:50,2672,0,0
2023/7/14,1:55,2663,0,0
2023/7/14,2:00,2650,0,0
2023/7/14,2:05,2643,0,0
2023/7/14,2:10,2635,0,0
2023/7/14,2:15,2642,0,0
2023/7/14,2:20,2630,0,0
2023/7/14,2:25,2616,0,0
2023/7/14,2:30,2621,0,0
2023/7/14,2:35,2609,0,0
2023/7/14,2:40,2618,0,0
2023/7/14,2:45,2603,0,0
2023/7/14,2:50,2611,0,0
2023/7/14,2:55,2611,0,0
2023/7/14,3:00,2614,0,0
2023/7/14,3:05,2601,0,0
2023/7/14,3:10,2595,0,0
2023/7/14,3:15,2591,0,0
2023/7/14,3:20,2611,0,0
2023/7/14,3:25,2605,0,0
2023/7/14,3:30,2600,0,0
2023/7/14,3:35,2612,0,0
2023/7/14,3:40,2606,0,0
2023/7/14,3:45,2602,0,0
2023/7/14,3:50,2603,0,0
2023/7/14,3:55,2601,0,0
2023/7/14,4:00,2597,0,0
2023/7/14,4:05,2596,0,0
2023/7/14,4:10,2617,0,0
2023/7/14,4:15,2612,0,0
2023/7/14,4:20,2612,0,0
2023/7/14,4:25,2600,0,0
2023/7/14,4:30,2613,0,0
2023/7/14,4:35,2616,0,0
2023/7/14,4:40,2613,0,0
2023/7/14,4:45,2625,0,0
2023/7/14,4:50,2608,0,0
2023/7/14,4:55,2605,0,0
2023/7/14,5:00,2583,0,0
2023/7/14,5:05,2616,6,0
2023/7/14,5:10,2622,14,0
2023/7/14,5:15,2642,21,0
2023/7/14,5:20,2649,20,0
2023/7/14,5:25,2658,21,0
2023/7/14,5:30,2649,23,0
2023/7/14,5:35,2658,26,0
2023/7/14,5:40,2660,30,1
2023/7/14,5:45,2653,33,1
2023/7/14,5:50,2664,36,1
2023/7/14,5:55,2677,41,1
2023/7/14,6:00,2697,47,1
2023/7/14,6:05,2718,51,1
2023/7/14,6:10,2730,59,2
2023/7/14,6:15,2747,67,2
2023/7/14,6:20,2771,75,2
2023/7/14,6:25,2778,87,3
2023/7/14,6:30,2795,99,3
2023/7/14,6:35,2838,114,4
2023/7/14,6:40,2854,125,4
2023/7/14,6:45,2882,138,4
2023/7/14,6:50,2912,149,5
2023/7/14,6:55,2956,164,5
2023/7/14,7:00,2955,173,5
2023/7/14,7:05,3045,184,6
2023/7/14,7:10,3052,199,6
2023/7/14,7:15,3098,209,6
2023/7/14,7:20,3120,214,6
2023/7/14,7:25,3154,218,6
2023/7/14,7:30,3166,219,6
2023/7/14,7:35,3234,219,6
2023/7/14,7:40,3248,220,6
2023/7/14,7:45,3264,215,6
2023/7/14,7:50,3278,215,6
2023/7/14,7:55,3323,221,6
2023/7/14,8:00,3364,231,6
2023/7/14,8:05,3448,241,6
2023/7/14,8:10,3516,251,7
2023/7/14,8:15,3550,256,7
2023/7/14,8:20,3588,252,7
2023/7/14,8:25,3630,248,6
2023/7/14,8:30,3662,239,6
2023/7/14,8:35,3726,237,6
2023/7/14,8:40,3748,232,6
2023/7/14,8:45,3764,231,6
2023/7/14,8:50,3794,225,5
2023/7/14,8:55,3819,219,5
2023/7/14,9:00,3860,217,5
2023/7/14,9:05,3898,217,5
2023/7/14,9:10,3923,217,5
2023/7/14,9:15,3935,218,5
2023/7/14,9:20,3935,218,5
2023/7/14,9:25,3935,220,5
2023/7/14,9:30,3973,223,5
2023/7/14,9:35,3974,230,5
2023/7/14,9:40,3998,234,5
2023/7/14,9:45,3963,237,5
2023/7/14,9:50,3980,240,6
2023/7/14,9:55,3999,245,6
