2023/10/13 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4122,14:00〜15:00,10/13,23:40,25,80

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3303,14:00〜15:00,10/13,23:40

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3798,16:00〜17:00,10/13,23:40,17,85

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3253,16:00〜17:00,10/13,23:40

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/10/13,0:00,2320,2323,83,2766
2023/10/13,1:00,2212,2212,83,2634
2023/10/13,2:00,2191,2193,83,2622
2023/10/13,3:00,2238,2233,83,2669
2023/10/13,4:00,2282,2272,83,2728
2023/10/13,5:00,2342,2344,83,2818
2023/10/13,6:00,2418,2462,81,2981
2023/10/13,7:00,2568,2619,80,3197
2023/10/13,8:00,2864,2858,81,3522
2023/10/13,9:00,3119,3080,81,3810
2023/10/13,10:00,3215,3200,81,3965
2023/10/13,11:00,3269,3277,80,4085
2023/10/13,12:00,3169,3189,78,4015
2023/10/13,13:00,3282,3292,77,4218
2023/10/13,14:00,3295,3303,79,4122
2023/10/13,15:00,3213,3256,79,4032
2023/10/13,16:00,3208,3253,84,3798
2023/10/13,17:00,3183,3175,83,3797
2023/10/13,18:00,3125,3115,79,3937
2023/10/13,19:00,2998,2990,76,3922
2023/10/13,20:00,2857,2867,73,3888
2023/10/13,21:00,2709,2710,69,3918
2023/10/13,22:00,2589,2589,71,3606
2023/10/13,23:00,2472,2466,71,3442

最大使用率(%),時間帯
84,16:00〜17:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3351,17:00〜18:00,10/15,5:10,18,85

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2849,17:00〜18:00,10/15,5:10

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3351,17:00〜18:00,10/15,5:10,18,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2849,17:00〜18:00,10/15,5:10

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/10/13,0:00,2402,0,0
2023/10/13,0:05,2397,0,0
2023/10/13,0:10,2384,0,0
2023/10/13,0:15,2364,0,0
2023/10/13,0:20,2345,0,0
2023/10/13,0:25,2333,0,0
2023/10/13,0:30,2312,0,0
2023/10/13,0:35,2295,0,0
2023/10/13,0:40,2291,0,0
2023/10/13,0:45,2281,0,0
2023/10/13,0:50,2243,0,0
2023/10/13,0:55,2222,0,0
2023/10/13,1:00,2240,0,0
2023/10/13,1:05,2237,0,0
2023/10/13,1:10,2223,0,0
2023/10/13,1:15,2226,0,0
2023/10/13,1:20,2215,0,0
2023/10/13,1:25,2214,0,0
2023/10/13,1:30,2213,0,0
2023/10/13,1:35,2196,0,0
2023/10/13,1:40,2188,0,0
2023/10/13,1:45,2184,0,0
2023/10/13,1:50,2196,0,0
2023/10/13,1:55,2192,0,0
2023/10/13,2:00,2188,0,0
2023/10/13,2:05,2176,0,0
2023/10/13,2:10,2181,0,0
2023/10/13,2:15,2174,0,0
2023/10/13,2:20,2177,0,0
2023/10/13,2:25,2179,0,0
2023/10/13,2:30,2177,0,0
2023/10/13,2:35,2189,0,0
2023/10/13,2:40,2200,0,0
2023/10/13,2:45,2189,0,0
2023/10/13,2:50,2196,0,0
2023/10/13,2:55,2200,0,0
2023/10/13,3:00,2201,0,0
2023/10/13,3:05,2214,0,0
2023/10/13,3:10,2227,0,0
2023/10/13,3:15,2226,0,0
2023/10/13,3:20,2220,0,0
2023/10/13,3:25,2237,0,0
2023/10/13,3:30,2231,0,0
2023/10/13,3:35,2236,0,0
2023/10/13,3:40,2244,0,0
2023/10/13,3:45,2243,0,0
2023/10/13,3:50,2235,0,0
2023/10/13,3:55,2255,0,0
2023/10/13,4:00,2245,0,0
2023/10/13,4:05,2248,0,0
2023/10/13,4:10,2277,0,0
2023/10/13,4:15,2273,0,0
2023/10/13,4:20,2264,0,0
2023/10/13,4:25,2268,0,0
2023/10/13,4:30,2276,0,0
2023/10/13,4:35,2279,0,0
2023/10/13,4:40,2284,0,0
2023/10/13,4:45,2288,0,0
2023/10/13,4:50,2292,0,0
2023/10/13,4:55,2292,0,0
2023/10/13,5:00,2297,0,0
2023/10/13,5:05,2313,0,0
2023/10/13,5:10,2323,0,0
2023/10/13,5:15,2328,0,0
2023/10/13,5:20,2334,0,0
2023/10/13,5:25,2336,0,0
2023/10/13,5:30,2344,0,0
2023/10/13,5:35,2347,0,0
2023/10/13,5:40,2347,0,0
2023/10/13,5:45,2352,0,0
2023/10/13,5:50,2356,0,0
2023/10/13,5:55,2331,1,0
