2023/10/9 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3576,17:00〜18:00,10/9,23:50,18,84
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3028,17:00〜18:00,10/9,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2545,6:00〜7:00,10/9,23:50,15,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2214,6:00〜7:00,10/9,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/10/9,0:00,2125,2125,83,2540
2023/10/9,1:00,2026,2033,80,2507
2023/10/9,2:00,2016,2021,80,2493
2023/10/9,3:00,2072,2066,83,2482
2023/10/9,4:00,2112,2098,84,2488
2023/10/9,5:00,2143,2169,85,2496
2023/10/9,6:00,2210,2214,86,2545
2023/10/9,7:00,2369,2321,88,2682
2023/10/9,8:00,2608,2561,87,2967
2023/10/9,9:00,2780,2700,88,3138
2023/10/9,10:00,2838,2794,87,3247
2023/10/9,11:00,2827,2871,84,3338
2023/10/9,12:00,2790,2824,84,3316
2023/10/9,13:00,2803,2825,82,3383
2023/10/9,14:00,2811,2843,82,3426
2023/10/9,15:00,2812,2808,80,3491
2023/10/9,16:00,2873,2935,80,3549
2023/10/9,17:00,2979,3028,83,3576
2023/10/9,18:00,2973,2983,82,3582
2023/10/9,19:00,2884,2898,80,3568
2023/10/9,20:00,2774,2804,78,3541
2023/10/9,21:00,2640,2656,74,3526
2023/10/9,22:00,2516,2503,71,3500
2023/10/9,23:00,2397,2375,68,3490
最大使用率(%),時間帯
88,9:00〜10:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4213,14:00〜15:00,10/10,23:40,23,81
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3437,14:00〜15:00,10/10,23:40
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3869,16:00〜17:00,10/10,23:40,13,88
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3423,16:00〜17:00,10/10,23:40
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/10/9,0:00,2189,0,0
2023/10/9,0:05,2184,0,0
2023/10/9,0:10,2170,0,0
2023/10/9,0:15,2167,0,0
2023/10/9,0:20,2136,0,0
2023/10/9,0:25,2132,0,0
2023/10/9,0:30,2108,0,0
2023/10/9,0:35,2117,0,0
2023/10/9,0:40,2104,0,0
2023/10/9,0:45,2087,0,0
2023/10/9,0:50,2067,0,0
2023/10/9,0:55,2042,0,0
2023/10/9,1:00,2039,0,0
2023/10/9,1:05,2053,0,0
2023/10/9,1:10,2049,0,0
2023/10/9,1:15,2029,0,0
2023/10/9,1:20,2042,0,0
2023/10/9,1:25,2033,0,0
2023/10/9,1:30,2025,0,0
2023/10/9,1:35,2015,0,0
2023/10/9,1:40,2017,0,0
2023/10/9,1:45,2013,0,0
2023/10/9,1:50,2007,0,0
2023/10/9,1:55,1998,0,0
2023/10/9,2:00,1990,0,0
2023/10/9,2:05,2003,0,0
2023/10/9,2:10,2004,0,0
2023/10/9,2:15,2008,0,0
2023/10/9,2:20,2007,0,0
2023/10/9,2:25,1991,0,0
2023/10/9,2:30,2012,0,0
2023/10/9,2:35,2012,0,0
2023/10/9,2:40,2028,0,0
2023/10/9,2:45,2027,0,0
2023/10/9,2:50,2010,0,0
2023/10/9,2:55,2009,0,0
2023/10/9,3:00,2013,0,0
2023/10/9,3:05,2039,0,0
2023/10/9,3:10,2040,0,0
2023/10/9,3:15,2061,0,0
2023/10/9,3:20,2064,0,0
2023/10/9,3:25,2084,0,0
2023/10/9,3:30,2060,0,0
2023/10/9,3:35,2078,0,0
2023/10/9,3:40,2076,0,0
2023/10/9,3:45,2075,0,0
2023/10/9,3:50,2082,0,0
2023/10/9,3:55,2082,0,0
2023/10/9,4:00,2089,0,0
2023/10/9,4:05,2100,0,0
2023/10/9,4:10,2087,0,0
2023/10/9,4:15,2101,0,0
2023/10/9,4:20,2107,0,0
2023/10/9,4:25,2105,0,0
2023/10/9,4:30,2107,0,0
2023/10/9,4:35,2113,0,0
2023/10/9,4:40,2108,0,0
2023/10/9,4:45,2115,0,0
2023/10/9,4:50,2103,0,0
2023/10/9,4:55,2122,0,0
2023/10/9,5:00,2106,0,0
2023/10/9,5:05,2123,0,0
2023/10/9,5:10,2138,0,0
2023/10/9,5:15,2144,0,0
