2023/1/4 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5095,19:00〜20:00,1/4,23:50,36,73

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3747,19:00〜20:00,1/4,23:50

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3678,6:00〜7:00,1/4,23:50,20,83

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3058,6:00〜7:00,1/4,23:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/1/4,0:00,2740,2696,84,3249
2023/1/4,1:00,2632,2609,83,3151
2023/1/4,2:00,2593,2583,83,3116
2023/1/4,3:00,2576,2554,83,3078
2023/1/4,4:00,2597,2573,83,3114
2023/1/4,5:00,2731,2729,83,3290
2023/1/4,6:00,3055,3058,83,3678
2023/1/4,7:00,3381,3376,82,4091
2023/1/4,8:00,3553,3535,82,4305
2023/1/4,9:00,3493,3388,83,4171
2023/1/4,10:00,3352,3380,79,4222
2023/1/4,11:00,3239,3222,79,4055
2023/1/4,12:00,3175,3153,79,4010
2023/1/4,13:00,3155,3130,78,4012
2023/1/4,14:00,3120,3106,77,4046
2023/1/4,15:00,3217,3222,75,4234
2023/1/4,16:00,3438,3410,74,4622
2023/1/4,17:00,3710,3700,75,4919
2023/1/4,18:00,3779,3732,74,5092
2023/1/4,19:00,3764,3747,73,5095
2023/1/4,20:00,3709,3701,74,4991
2023/1/4,21:00,3558,3533,71,5009
2023/1/4,22:00,3343,3309,69,4843
2023/1/4,23:00,3121,3070,66,4715

最大使用率(%),時間帯
84,0:00〜1:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5323,18:00〜19:00,1/5,23:50,25,79

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4248,18:00〜19:00,1/5,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3429,0:00〜1:00,1/5,23:50,17,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2921,0:00〜1:00,1/5,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/1/4,0:00,2845,0,0
2023/1/4,0:05,2822,0,0
2023/1/4,0:10,2824,0,0
2023/1/4,0:15,2807,0,0
2023/1/4,0:20,2783,0,0
2023/1/4,0:25,2762,0,0
2023/1/4,0:30,2740,0,0
2023/1/4,0:35,2720,0,0
2023/1/4,0:40,2704,0,0
2023/1/4,0:45,2676,0,0
2023/1/4,0:50,2669,0,0
2023/1/4,0:55,2651,0,0
2023/1/4,1:00,2646,0,0
2023/1/4,1:05,2672,0,0
2023/1/4,1:10,2659,0,0
2023/1/4,1:15,2655,0,0
2023/1/4,1:20,2646,0,0
2023/1/4,1:25,2638,0,0
2023/1/4,1:30,2633,0,0
2023/1/4,1:35,2622,0,0
2023/1/4,1:40,2620,0,0
2023/1/4,1:45,2617,0,0
2023/1/4,1:50,2615,0,0
2023/1/4,1:55,2614,0,0
2023/1/4,2:00,2615,0,0
2023/1/4,2:05,2607,0,0
2023/1/4,2:10,2609,0,0
2023/1/4,2:15,2606,0,0
2023/1/4,2:20,2591,0,0
2023/1/4,2:25,2592,0,0
2023/1/4,2:30,2590,0,0
2023/1/4,2:35,2597,0,0
2023/1/4,2:40,2590,0,0
2023/1/4,2:45,2588,0,0
2023/1/4,2:50,2590,0,0
2023/1/4,2:55,2586,0,0
2023/1/4,3:00,2584,0,0
2023/1/4,3:05,2590,0,0
2023/1/4,3:10,2586,0,0
2023/1/4,3:15,2588,0,0
2023/1/4,3:20,2586,0,0
2023/1/4,3:25,2582,0,0
2023/1/4,3:30,2575,0,0
2023/1/4,3:35,2568,0,0
2023/1/4,3:40,2564,0,0
2023/1/4,3:45,2570,0,0
2023/1/4,3:50,2565,0,0
2023/1/4,3:55,2574,0,0
2023/1/4,4:00,2575,0,0
2023/1/4,4:05,2591,0,0
2023/1/4,4:10,2584,0,0
2023/1/4,4:15,2587,0,0
2023/1/4,4:20,2580,0,0
2023/1/4,4:25,2585,0,0
2023/1/4,4:30,2594,0,0
2023/1/4,4:35,2602,0,0
2023/1/4,4:40,2609,0,0
2023/1/4,4:45,2614,0,0
2023/1/4,4:50,2621,0,0
2023/1/4,4:55,2623,0,0
2023/1/4,5:00,2640,0,0
2023/1/4,5:05,2664,0,0
2023/1/4,5:10,2677,0,0
2023/1/4,5:15,2683,0,0
2023/1/4,5:20,2701,0,0
2023/1/4,5:25,2713,0,0
2023/1/4,5:30,2720,0,0
2023/1/4,5:35,2748,0,0
2023/1/4,5:40,2760,0,0
2023/1/4,5:45,2780,0,0
2023/1/4,5:50,2806,0,0
2023/1/4,5:55,2814,0,0
2023/1/4,6:00,2862,0,0
2023/1/4,6:05,2896,0,0
2023/1/4,6:10,2944,0,0
2023/1/4,6:15,2969,0,0
2023/1/4,6:20,2993,0,0
2023/1/4,6:25,3017,0,0
2023/1/4,6:30,3049,0,0
2023/1/4,6:35,3097,0,0
2023/1/4,6:40,3126,0,0
2023/1/4,6:45,3158,0,0
2023/1/4,6:50,3184,0,0
2023/1/4,6:55,3209,0,0
2023/1/4,7:00,3227,0,0
