2023/12/12 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4773,9:00〜10:00,12/12,23:50,22,82
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3923,9:00〜10:00,12/12,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3041,0:00〜1:00,12/12,23:50,17,85
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2596,0:00〜1:00,12/12,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/12/12,0:00,2610,2596,85,3041
2023/12/12,1:00,2505,2510,84,2959
2023/12/12,2:00,2504,2501,84,2949
2023/12/12,3:00,2531,2524,84,2981
2023/12/12,4:00,2574,2579,84,3049
2023/12/12,5:00,2679,2725,83,3227
2023/12/12,6:00,2938,3038,81,3610
2023/12/12,7:00,3255,3389,80,4051
2023/12/12,8:00,3597,3859,77,4652
2023/12/12,9:00,3757,3923,78,4773
2023/12/12,10:00,3760,3855,78,4765
2023/12/12,11:00,3712,3780,77,4766
2023/12/12,12:00,3494,3587,76,4560
2023/12/12,13:00,3588,3645,76,4672
2023/12/12,14:00,3553,3515,76,4642
2023/12/12,15:00,3495,3531,74,4681
2023/12/12,16:00,3610,3669,77,4673
2023/12/12,17:00,3631,3689,76,4721
2023/12/12,18:00,3575,3629,76,4675
2023/12/12,19:00,3473,3494,74,4676
2023/12/12,20:00,3363,3368,72,4666
2023/12/12,21:00,3211,3208,70,4570
2023/12/12,22:00,3056,3048,70,4353
2023/12/12,23:00,2875,2864,70,4057
最大使用率(%),時間帯
85,0:00〜1:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4666,17:00〜18:00,12/13,23:40,27,78
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3669,17:00〜18:00,12/13,23:40
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3138,0:00〜1:00,12/13,23:40,19,84
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2636,0:00〜1:00,12/13,23:40
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/12/12,0:00,2698,0,0
2023/12/12,0:05,2693,0,0
2023/12/12,0:10,2681,0,0
2023/12/12,0:15,2646,0,0
2023/12/12,0:20,2646,0,0
2023/12/12,0:25,2641,0,0
2023/12/12,0:30,2615,0,0
2023/12/12,0:35,2591,0,0
2023/12/12,0:40,2568,0,0
2023/12/12,0:45,2556,0,0
2023/12/12,0:50,2540,0,0
2023/12/12,0:55,2515,0,0
2023/12/12,1:00,2509,0,0
2023/12/12,1:05,2509,0,0
2023/12/12,1:10,2512,0,0
2023/12/12,1:15,2501,0,0
2023/12/12,1:20,2487,0,0
2023/12/12,1:25,2501,0,0
2023/12/12,1:30,2491,0,0
2023/12/12,1:35,2510,0,0
2023/12/12,1:40,2495,0,0
2023/12/12,1:45,2498,0,0
2023/12/12,1:50,2502,0,0
2023/12/12,1:55,2494,0,0
2023/12/12,2:00,2499,0,0
2023/12/12,2:05,2500,0,0
2023/12/12,2:10,2488,0,0
2023/12/12,2:15,2496,0,0
2023/12/12,2:20,2502,0,0
2023/12/12,2:25,2503,0,0
2023/12/12,2:30,2496,0,0
2023/12/12,2:35,2492,0,0
2023/12/12,2:40,2503,0,0
2023/12/12,2:45,2507,0,0
2023/12/12,2:50,2505,0,0
2023/12/12,2:55,2518,0,0
2023/12/12,3:00,2518,0,0
2023/12/12,3:05,2528,0,0
2023/12/12,3:10,2531,0,0
2023/12/12,3:15,2526,0,0
2023/12/12,3:20,2529,0,0
2023/12/12,3:25,2533,0,0
2023/12/12,3:30,2543,0,0
2023/12/12,3:35,2538,0,0
2023/12/12,3:40,2532,0,0
2023/12/12,3:45,2534,0,0
2023/12/12,3:50,2523,0,0
2023/12/12,3:55,2525,0,0
2023/12/12,4:00,2546,0,0
2023/12/12,4:05,2561,0,0
2023/12/12,4:10,2559,0,0
2023/12/12,4:15,2558,0,0
2023/12/12,4:20,2560,0,0
2023/12/12,4:25,2562,0,0
2023/12/12,4:30,2570,0,0
2023/12/12,4:35,2584,0,0
2023/12/12,4:40,2566,0,0
2023/12/12,4:45,2574,0,0
2023/12/12,4:50,2598,0,0
2023/12/12,4:55,2588,0,0
2023/12/12,5:00,2589,0,0
2023/12/12,5:05,2612,0,0
2023/12/12,5:10,2634,0,0
2023/12/12,5:15,2639,0,0
