2023/6/18 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3850,11:00〜12:00,6/18,23:50,19,84
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3237,11:00〜12:00,6/18,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3681,19:00〜20:00,6/18,23:50,15,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3208,19:00〜20:00,6/18,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/6/18,0:00,2367,2365,82,2857
2023/6/18,1:00,2237,2239,84,2638
2023/6/18,2:00,2195,2187,84,2585
2023/6/18,3:00,2207,2204,84,2605
2023/6/18,4:00,2196,2197,84,2596
2023/6/18,5:00,2165,2162,83,2593
2023/6/18,6:00,2191,2148,81,2677
2023/6/18,7:00,2349,2325,79,2943
2023/6/18,8:00,2605,2633,80,3246
2023/6/18,9:00,2931,2893,84,3477
2023/6/18,10:00,3065,3059,83,3651
2023/6/18,11:00,3115,3237,80,3850
2023/6/18,12:00,3137,3234,80,3902
2023/6/18,13:00,3160,3201,80,3947
2023/6/18,14:00,3190,3181,79,3997
2023/6/18,15:00,3224,3176,77,4180
2023/6/18,16:00,3213,3200,79,4045
2023/6/18,17:00,3206,3192,83,3829
2023/6/18,18:00,3220,3193,87,3679
2023/6/18,19:00,3236,3208,87,3681
2023/6/18,20:00,3108,3057,84,3684
2023/6/18,21:00,2935,2903,80,3656
2023/6/18,22:00,2759,2730,76,3630
2023/6/18,23:00,2600,2579,71,3639
最大使用率(%),時間帯
87,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4630,14:00〜15:00,6/19,23:50,21,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3818,14:00〜15:00,6/19,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4166,9:00〜10:00,6/19,23:50,15,86
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3611,9:00〜10:00,6/19,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/6/18,0:00,2477,0,0
2023/6/18,0:05,2461,0,0
2023/6/18,0:10,2450,0,0
2023/6/18,0:15,2413,0,0
2023/6/18,0:20,2406,0,0
2023/6/18,0:25,2371,0,0
2023/6/18,0:30,2346,0,0
2023/6/18,0:35,2337,0,0
2023/6/18,0:40,2310,0,0
2023/6/18,0:45,2304,0,0
2023/6/18,0:50,2301,0,0
2023/6/18,0:55,2270,0,0
2023/6/18,1:00,2267,0,0
2023/6/18,1:05,2281,0,0
2023/6/18,1:10,2274,0,0
2023/6/18,1:15,2250,0,0
2023/6/18,1:20,2236,0,0
2023/6/18,1:25,2246,0,0
2023/6/18,1:30,2231,0,0
2023/6/18,1:35,2209,0,0
2023/6/18,1:40,2203,0,0
2023/6/18,1:45,2207,0,0
2023/6/18,1:50,2193,0,0
2023/6/18,1:55,2193,0,0
2023/6/18,2:00,2188,0,0
2023/6/18,2:05,2199,0,0
2023/6/18,2:10,2184,0,0
2023/6/18,2:15,2183,0,0
2023/6/18,2:20,2169,0,0
2023/6/18,2:25,2190,0,0
2023/6/18,2:30,2185,0,0
2023/6/18,2:35,2174,0,0
2023/6/18,2:40,2184,0,0
2023/6/18,2:45,2201,0,0
2023/6/18,2:50,2182,0,0
2023/6/18,2:55,2178,0,0
2023/6/18,3:00,2188,0,0
2023/6/18,3:05,2196,0,0
2023/6/18,3:10,2192,0,0
2023/6/18,3:15,2209,0,0
2023/6/18,3:20,2221,0,0
2023/6/18,3:25,2201,0,0
2023/6/18,3:30,2187,0,0
2023/6/18,3:35,2181,0,0
2023/6/18,3:40,2187,0,0
2023/6/18,3:45,2211,0,0
2023/6/18,3:50,2204,0,0
2023/6/18,3:55,2195,0,0
2023/6/18,4:00,2220,0,0
2023/6/18,4:05,2231,0,0
2023/6/18,4:10,2220,0,0
2023/6/18,4:15,2210,0,0
2023/6/18,4:20,2207,0,0
2023/6/18,4:25,2201,0,0
2023/6/18,4:30,2198,0,0
2023/6/18,4:35,2165,0,0
2023/6/18,4:40,2180,0,0
2023/6/18,4:45,2164,0,0
2023/6/18,4:50,2156,1,0
2023/6/18,4:55,2143,3,0
2023/6/18,5:00,2134,13,0
2023/6/18,5:05,2151,30,1
2023/6/18,5:10,2185,45,2
2023/6/18,5:15,2172,55,2
2023/6/18,5:20,2153,65,3
2023/6/18,5:25,2166,77,3
2023/6/18,5:30,2153,90,4
2023/6/18,5:35,2150,104,4
2023/6/18,5:40,2143,119,5
2023/6/18,5:45,2152,135,6
2023/6/18,5:50,2150,151,7
2023/6/18,5:55,2134,170,7
2023/6/18,6:00,2142,190,8
2023/6/18,6:05,2164,213,9
2023/6/18,6:10,2165,236,10
2023/6/18,6:15,2150,259,12
2023/6/18,6:20,2168,282,13
2023/6/18,6:25,2166,305,14
2023/6/18,6:30,2171,330,15
2023/6/18,6:35,2211,355,16
2023/6/18,6:40,2191,381,17
2023/6/18,6:45,2195,406,18
2023/6/18,6:50,2229,434,19
2023/6/18,6:55,2237,461,20
2023/6/18,7:00,2244,487,21
2023/6/18,7:05,2267,514,22
2023/6/18,7:10,2275,543,23
2023/6/18,7:15,2317,570,24
2023/6/18,7:20,2313,597,25
2023/6/18,7:25,2325,625,26
2023/6/18,7:30,2329,653,28
2023/6/18,7:35,2359,676,28
2023/6/18,7:40,2373,701,29
2023/6/18,7:45,2399,722,30
2023/6/18,7:50,2420,746,30
2023/6/18,7:55,2441,769,31
2023/6/18,8:00,2438,791,32
2023/6/18,8:05,2483,808,32
2023/6/18,8:10,2502,830,33
2023/6/18,8:15,2535,848,33
2023/6/18,8:20,2559,872,34
2023/6/18,8:25,2573,896,34
2023/6/18,8:30,2584,922,35
2023/6/18,8:35,2631,944,35
2023/6/18,8:40,2666,968,36
2023/6/18,8:45,2681,991,36
2023/6/18,8:50,2696,1012,37
2023/6/18,8:55,2720,1032,37
2023/6/18,9:00,2758,1056,38
2023/6/18,9:05,2804,1075,38
2023/6/18,9:10,2821,1096,38
2023/6/18,9:15,2846,1117,39
2023/6/18,9:20,2861,1141,39
2023/6/18,9:25,2914,1157,39
2023/6/18,9:30,2934,1169,39
2023/6/18,9:35,2972,1177,39
2023/6/18,9:40,3008,1182,39
2023/6/18,9:45,3013,1181,39
2023/6/18,9:50,3027,1177,38
2023/6/18,9:55,3044,1166,38
2023/6/18,10:00,3029,1166,38
2023/6/18,10:05,3066,1161,37
2023/6/18,10:10,3067,1152,37
2023/6/18,10:15,3071,1137,37
2023/6/18,10:20,3051,1132,37
2023/6/18,10:25,3057,1121,36
2023/6/18,10:30,3057,1109,36
2023/6/18,10:35,3073,1098,35
2023/6/18,10:40,3061,1089,35
2023/6/18,10:45,3054,1086,35
2023/6/18,10:50,3058,1080,35
2023/6/18,10:55,3074,1074,34
2023/6/18,11:00,3086,1074,34
2023/6/18,11:05,3095,1074,34
2023/6/18,11:10,3106,1077,34
2023/6/18,11:15,3121,1072,34
2023/6/18,11:20,3119,1061,34
2023/6/18,11:25,3115,1047,33
2023/6/18,11:30,3118,1037,33
2023/6/18,11:35,3114,1024,32
2023/6/18,11:40,3120,1011,32
2023/6/18,11:45,3114,998,32
2023/6/18,11:50,3105,988,31
2023/6/18,11:55,3110,978,31
2023/6/18,12:00,3111,974,31
2023/6/18,12:05,3120,969,31
2023/6/18,12:10,3130,969,30
2023/6/18,12:15,3109,969,31
2023/6/18,12:20,3125,967,30
2023/6/18,12:25,3132,960,30
2023/6/18,12:30,3133,953,30
2023/6/18,12:35,3123,948,30
2023/6/18,12:40,3158,948,30
2023/6/18,12:45,3144,942,29
2023/6/18,12:50,3135,933,29
2023/6/18,12:55,3156,927,29
2023/6/18,13:00,3153,921,29
2023/6/18,13:05,3178,922,29
2023/6/18,13:10,3157,919,29
2023/6/18,13:15,3160,911,28
2023/6/18,13:20,3149,906,28
2023/6/18,13:25,3156,903,28
2023/6/18,13:30,3145,892,28
2023/6/18,13:35,3161,890,28
2023/6/18,13:40,3135,891,28
2023/6/18,13:45,3152,886,28
2023/6/18,13:50,3131,882,28
2023/6/18,13:55,3136,883,28
2023/6/18,14:00,3156,884,28
