2023/1/22 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5168,19:00〜20:00,1/22,23:50,35,74
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3834,19:00〜20:00,1/22,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3458,4:00〜5:00,1/22,23:50,21,82
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2868,4:00〜5:00,1/22,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/1/22,0:00,3085,3089,82,3731
2023/1/22,1:00,2966,2954,83,3573
2023/1/22,2:00,2913,2885,83,3500
2023/1/22,3:00,2871,2867,82,3466
2023/1/22,4:00,2851,2868,82,3458
2023/1/22,5:00,2903,2935,81,3551
2023/1/22,6:00,3090,3140,80,3818
2023/1/22,7:00,3355,3384,80,4144
2023/1/22,8:00,3612,3560,81,4409
2023/1/22,9:00,3676,3579,82,4460
2023/1/22,10:00,3615,3539,81,4432
2023/1/22,11:00,3516,3485,79,4399
2023/1/22,12:00,3431,3416,78,4361
2023/1/22,13:00,3312,3365,76,4353
2023/1/22,14:00,3245,3297,74,4348
2023/1/22,15:00,3254,3328,71,4540
2023/1/22,16:00,3425,3494,69,4908
2023/1/22,17:00,3772,3747,74,5092
2023/1/22,18:00,3896,3823,75,5168
2023/1/22,19:00,3864,3834,74,5168
2023/1/22,20:00,3775,3789,73,5132
2023/1/22,21:00,3615,3633,71,5058
2023/1/22,22:00,3363,3377,67,5010
2023/1/22,23:00,3160,3163,64,4863
最大使用率(%),時間帯
83,2:00〜3:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5406,9:00〜10:00,1/23,23:50,14,87
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4732,9:00〜10:00,1/23,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4018,6:00〜7:00,1/23,23:50,13,88
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3546,6:00〜7:00,1/23,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/1/22,0:00,3188,0,0
2023/1/22,0:05,3192,0,0
2023/1/22,0:10,3159,0,0
2023/1/22,0:15,3156,0,0
2023/1/22,0:20,3127,0,0
2023/1/22,0:25,3107,0,0
2023/1/22,0:30,3067,0,0
2023/1/22,0:35,3051,0,0
2023/1/22,0:40,3035,0,0
2023/1/22,0:45,3011,0,0
2023/1/22,0:50,2994,0,0
2023/1/22,0:55,2989,0,0
2023/1/22,1:00,2989,0,0
2023/1/22,1:05,3005,0,0
2023/1/22,1:10,2982,0,0
2023/1/22,1:15,2990,0,0
2023/1/22,1:20,2993,0,0
2023/1/22,1:25,2978,0,0
2023/1/22,1:30,2964,0,0
2023/1/22,1:35,2963,0,0
2023/1/22,1:40,2956,0,0
2023/1/22,1:45,2935,0,0
2023/1/22,1:50,2921,0,0
2023/1/22,1:55,2932,0,0
2023/1/22,2:00,2931,0,0
2023/1/22,2:05,2930,0,0
2023/1/22,2:10,2944,0,0
2023/1/22,2:15,2915,0,0
2023/1/22,2:20,2925,0,0
2023/1/22,2:25,2921,0,0
2023/1/22,2:30,2919,0,0
2023/1/22,2:35,2913,0,0
2023/1/22,2:40,2884,0,0
2023/1/22,2:45,2896,0,0
2023/1/22,2:50,2886,0,0
2023/1/22,2:55,2894,0,0
2023/1/22,3:00,2891,0,0
2023/1/22,3:05,2897,0,0
2023/1/22,3:10,2907,0,0
2023/1/22,3:15,2895,0,0
2023/1/22,3:20,2887,0,0
2023/1/22,3:25,2875,0,0
2023/1/22,3:30,2865,0,0
2023/1/22,3:35,2872,0,0
2023/1/22,3:40,2856,0,0
2023/1/22,3:45,2851,0,0
2023/1/22,3:50,2849,0,0
2023/1/22,3:55,2842,0,0
2023/1/22,4:00,2841,0,0
2023/1/22,4:05,2860,0,0
2023/1/22,4:10,2879,0,0
2023/1/22,4:15,2866,0,0
2023/1/22,4:20,2847,0,0
2023/1/22,4:25,2855,0,0
2023/1/22,4:30,2833,0,0
2023/1/22,4:35,2852,0,0
2023/1/22,4:40,2846,0,0
2023/1/22,4:45,2848,0,0
2023/1/22,4:50,2858,0,0
2023/1/22,4:55,2850,0,0
2023/1/22,5:00,2865,0,0
2023/1/22,5:05,2874,0,0
2023/1/22,5:10,2878,0,0
2023/1/22,5:15,2888,0,0
2023/1/22,5:20,2882,0,0
2023/1/22,5:25,2890,0,0
2023/1/22,5:30,2891,0,0
2023/1/22,5:35,2889,0,0
2023/1/22,5:40,2908,0,0
2023/1/22,5:45,2909,0,0
2023/1/22,5:50,2939,0,0
2023/1/22,5:55,2942,0,0
2023/1/22,6:00,2973,0,0
2023/1/22,6:05,2997,0,0
2023/1/22,6:10,3015,0,0
2023/1/22,6:15,3042,0,0
2023/1/22,6:20,3046,0,0
2023/1/22,6:25,3068,0,0
2023/1/22,6:30,3088,0,0
2023/1/22,6:35,3109,0,0
2023/1/22,6:40,3127,0,0
2023/1/22,6:45,3140,0,0
2023/1/22,6:50,3160,0,0
2023/1/22,6:55,3189,0,0
2023/1/22,7:00,3200,1,0
2023/1/22,7:05,3236,3,0
2023/1/22,7:10,3256,5,0
2023/1/22,7:15,3275,5,0
2023/1/22,7:20,3300,21,0
2023/1/22,7:25,3327,39,1
2023/1/22,7:30,3361,59,1
2023/1/22,7:35,3397,79,2
2023/1/22,7:40,3414,102,2
2023/1/22,7:45,3426,126,3
2023/1/22,7:50,3452,148,4
2023/1/22,7:55,3483,169,4
2023/1/22,8:00,3504,189,5
2023/1/22,8:05,3539,210,5
2023/1/22,8:10,3564,233,6
2023/1/22,8:15,3582,254,7
2023/1/22,8:20,3584,276,7
2023/1/22,8:25,3634,295,8
2023/1/22,8:30,3630,314,8
2023/1/22,8:35,3625,329,9
