2023/1/9 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5000,18:00〜19:00,1/9,23:50,36,73

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3671,18:00〜19:00,1/9,23:50

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3274,4:00〜5:00,1/9,23:50,21,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2699,4:00〜5:00,1/9,23:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/1/9,0:00,2814,2820,80,3477
2023/1/9,1:00,2720,2712,79,3438
2023/1/9,2:00,2688,2672,79,3373
2023/1/9,3:00,2691,2672,80,3328
2023/1/9,4:00,2721,2699,83,3274
2023/1/9,5:00,2819,2807,82,3413
2023/1/9,6:00,3054,3068,81,3737
2023/1/9,7:00,3347,3410,79,4184
2023/1/9,8:00,3557,3607,79,4474
2023/1/9,9:00,3561,3588,78,4523
2023/1/9,10:00,3439,3424,77,4416
2023/1/9,11:00,3316,3316,76,4336
2023/1/9,12:00,3193,3169,76,4174
2023/1/9,13:00,3177,3122,76,4165
2023/1/9,14:00,3154,3111,75,4205
2023/1/9,15:00,3196,3186,71,4470
2023/1/9,16:00,3363,3356,69,4860
2023/1/9,17:00,3632,3629,72,5004
2023/1/9,18:00,3702,3671,74,5000
2023/1/9,19:00,3666,3659,73,4981
2023/1/9,20:00,3596,3556,72,4986
2023/1/9,21:00,3453,3420,69,4965
2023/1/9,22:00,3236,3230,66,4860
2023/1/9,23:00,3032,3039,64,4673

最大使用率(%),時間帯
83,4:00〜5:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5291,17:00〜18:00,1/10,23:50,22,82

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4349,17:00〜18:00,1/10,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3971,6:00〜7:00,1/10,23:50,17,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3391,6:00〜7:00,1/10,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/1/9,0:00,2913,0,0
2023/1/9,0:05,2902,0,0
2023/1/9,0:10,2892,0,0
2023/1/9,0:15,2870,0,0
2023/1/9,0:20,2846,0,0
2023/1/9,0:25,2827,0,0
2023/1/9,0:30,2820,0,0
2023/1/9,0:35,2808,0,0
2023/1/9,0:40,2777,0,0
2023/1/9,0:45,2757,0,0
2023/1/9,0:50,2733,0,0
2023/1/9,0:55,2741,0,0
2023/1/9,1:00,2721,0,0
2023/1/9,1:05,2735,0,0
2023/1/9,1:10,2729,0,0
2023/1/9,1:15,2737,0,0
2023/1/9,1:20,2730,0,0
2023/1/9,1:25,2717,0,0
2023/1/9,1:30,2722,0,0
2023/1/9,1:35,2713,0,0
2023/1/9,1:40,2699,0,0
2023/1/9,1:45,2707,0,0
2023/1/9,1:50,2722,0,0
2023/1/9,1:55,2712,0,0
2023/1/9,2:00,2709,0,0
2023/1/9,2:05,2699,0,0
2023/1/9,2:10,2686,0,0
2023/1/9,2:15,2693,0,0
2023/1/9,2:20,2680,0,0
2023/1/9,2:25,2667,0,0
2023/1/9,2:30,2674,0,0
2023/1/9,2:35,2676,0,0
2023/1/9,2:40,2700,0,0
2023/1/9,2:45,2682,0,0
2023/1/9,2:50,2697,0,0
2023/1/9,2:55,2696,0,0
2023/1/9,3:00,2697,0,0
2023/1/9,3:05,2700,0,0
2023/1/9,3:10,2696,0,0
2023/1/9,3:15,2696,0,0
2023/1/9,3:20,2701,0,0
2023/1/9,3:25,2693,0,0
2023/1/9,3:30,2699,0,0
2023/1/9,3:35,2690,0,0
2023/1/9,3:40,2678,0,0
2023/1/9,3:45,2680,0,0
2023/1/9,3:50,2676,0,0
2023/1/9,3:55,2680,0,0
2023/1/9,4:00,2694,0,0
2023/1/9,4:05,2700,0,0
2023/1/9,4:10,2700,0,0
2023/1/9,4:15,2715,0,0
2023/1/9,4:20,2701,0,0
2023/1/9,4:25,2706,0,0
2023/1/9,4:30,2707,0,0
2023/1/9,4:35,2731,0,0
2023/1/9,4:40,2731,0,0
2023/1/9,4:45,2731,0,0
2023/1/9,4:50,2720,0,0
2023/1/9,4:55,2736,0,0
2023/1/9,5:00,2748,0,0
2023/1/9,5:05,2776,0,0
2023/1/9,5:10,2779,0,0
2023/1/9,5:15,2783,0,0
2023/1/9,5:20,2792,0,0
2023/1/9,5:25,2800,0,0
2023/1/9,5:30,2789,0,0
2023/1/9,5:35,2825,0,0
2023/1/9,5:40,2823,0,0
2023/1/9,5:45,2838,0,0
2023/1/9,5:50,2865,0,0
2023/1/9,5:55,2873,0,0
2023/1/9,6:00,2910,0,0
2023/1/9,6:05,2947,0,0
2023/1/9,6:10,2966,0,0
2023/1/9,6:15,2985,0,0
2023/1/9,6:20,3011,0,0
2023/1/9,6:25,3008,0,0
2023/1/9,6:30,3033,0,0
2023/1/9,6:35,3073,0,0
2023/1/9,6:40,3119,0,0
2023/1/9,6:45,3120,0,0
2023/1/9,6:50,3153,0,0
2023/1/9,6:55,3172,0,0
2023/1/9,7:00,3200,0,0
2023/1/9,7:05,3232,1,0
2023/1/9,7:10,3236,3,0
2023/1/9,7:15,3274,5,0
2023/1/9,7:20,3289,24,0
2023/1/9,7:25,3303,31,0
2023/1/9,7:30,3347,64,1
2023/1/9,7:35,3384,88,2
2023/1/9,7:40,3408,112,3
2023/1/9,7:45,3430,137,3
2023/1/9,7:50,3429,163,4
2023/1/9,7:55,3463,189,5
2023/1/9,8:00,3484,216,6
2023/1/9,8:05,3525,244,6
2023/1/9,8:10,3544,274,7
2023/1/9,8:15,3547,304,8
2023/1/9,8:20,3554,335,9
2023/1/9,8:25,3538,364,10
2023/1/9,8:30,3556,394,11
2023/1/9,8:35,3565,424,11
2023/1/9,8:40,3577,456,12
2023/1/9,8:45,3594,486,13
2023/1/9,8:50,3589,518,14
2023/1/9,8:55,3584,549,15
2023/1/9,9:00,3570,581,16
2023/1/9,9:05,3573,611,17
2023/1/9,9:10,3570,640,17
2023/1/9,9:15,3578,669,18
2023/1/9,9:20,3567,698,19
2023/1/9,9:25,3554,726,20
2023/1/9,9:30,3552,752,21
2023/1/9,9:35,3568,778,21
2023/1/9,9:40,3564,803,22
2023/1/9,9:45,3545,827,23
2023/1/9,9:50,3544,850,23
2023/1/9,9:55,3550,873,24
2023/1/9,10:00,3532,895,25
2023/1/9,10:05,3517,915,26
2023/1/9,10:10,3478,934,26
2023/1/9,10:15,3469,952,27
2023/1/9,10:20,3461,968,27
2023/1/9,10:25,3440,983,28
2023/1/9,10:30,3455,998,28
2023/1/9,10:35,3414,1013,29
2023/1/9,10:40,3406,1027,30
2023/1/9,10:45,3407,1039,30
2023/1/9,10:50,3393,1051,30
2023/1/9,10:55,3367,1062,31
2023/1/9,11:00,3363,1071,31
2023/1/9,11:05,3360,1080,32
2023/1/9,11:10,3332,1087,32
2023/1/9,11:15,3340,1094,32
2023/1/9,11:20,3322,1100,33
2023/1/9,11:25,3321,1105,33
2023/1/9,11:30,3314,1108,33
2023/1/9,11:35,3317,1110,33
2023/1/9,11:40,3296,1113,33
2023/1/9,11:45,3309,1114,33
2023/1/9,11:50,3284,1115,33
2023/1/9,11:55,3273,1114,34
2023/1/9,12:00,3276,1113,33
2023/1/9,12:05,3244,1111,34
2023/1/9,12:10,3235,1108,34
2023/1/9,12:15,3215,1105,34
2023/1/9,12:20,3186,1100,34
2023/1/9,12:25,3188,1093,34
2023/1/9,12:30,3178,1087,34
2023/1/9,12:35,3167,1080,34
2023/1/9,12:40,3166,1071,33
2023/1/9,12:45,3164,1063,33
2023/1/9,12:50,3171,1055,33
2023/1/9,12:55,3158,1042,32
2023/1/9,13:00,3164,1034,32
2023/1/9,13:05,3180,1020,32
2023/1/9,13:10,3186,1007,31
2023/1/9,13:15,3190,994,31
2023/1/9,13:20,3182,980,30
2023/1/9,13:25,3182,964,30
2023/1/9,13:30,3187,948,29
2023/1/9,13:35,3164,932,29
2023/1/9,13:40,3177,914,28
2023/1/9,13:45,3164,894,28
2023/1/9,13:50,3156,873,27
2023/1/9,13:55,3162,850,26
2023/1/9,14:00,3163,828,26
2023/1/9,14:05,3159,804,25
2023/1/9,14:10,3158,779,24
2023/1/9,14:15,3152,753,23
2023/1/9,14:20,3148,728,23
2023/1/9,14:25,3153,701,22
2023/1/9,14:30,3155,672,21
2023/1/9,14:35,3150,642,20
2023/1/9,14:40,3149,613,19
2023/1/9,14:45,3160,581,18
2023/1/9,14:50,3156,550,17
2023/1/9,14:55,3162,520,16
2023/1/9,15:00,3148,489,15
2023/1/9,15:05,3155,459,14
2023/1/9,15:10,3152,428,13
2023/1/9,15:15,3177,398,12
2023/1/9,15:20,3183,368,11
2023/1/9,15:25,3190,336,10
2023/1/9,15:30,3193,304,9
2023/1/9,15:35,3205,273,8
2023/1/9,15:40,3207,241,7
2023/1/9,15:45,3211,213,6
2023/1/9,15:50,3206,185,5
2023/1/9,15:55,3218,160,4
2023/1/9,16:00,3255,138,4
2023/1/9,16:05,3276,116,3
2023/1/9,16:10,3264,95,2
2023/1/9,16:15,3296,75,2
2023/1/9,16:20,3306,55,1
2023/1/9,16:25,3305,32,0
2023/1/9,16:30,3317,9,0
2023/1/9,16:35,3358,3,0
2023/1/9,16:40,3388,1,0
2023/1/9,16:45,3416,0,0
2023/1/9,16:50,3465,0,0
2023/1/9,16:55,3483,0,0
2023/1/9,17:00,3512,0,0
2023/1/9,17:05,3565,0,0
2023/1/9,17:10,3576,0,0
2023/1/9,17:15,3603,0,0
2023/1/9,17:20,3606,0,0
2023/1/9,17:25,3624,0,0
2023/1/9,17:30,3640,0,0
2023/1/9,17:35,3652,0,0
2023/1/9,17:40,3669,0,0
2023/1/9,17:45,3673,0,0
2023/1/9,17:50,3667,0,0
2023/1/9,17:55,3676,0,0
2023/1/9,18:00,3686,0,0
2023/1/9,18:05,3692,0,0
2023/1/9,18:10,3697,0,0
2023/1/9,18:15,3690,0,0
2023/1/9,18:20,3706,0,0
2023/1/9,18:25,3703,0,0
2023/1/9,18:30,3693,0,0
2023/1/9,18:35,3701,0,0
2023/1/9,18:40,3699,0,0
2023/1/9,18:45,3688,0,0
2023/1/9,18:50,3686,0,0
2023/1/9,18:55,3685,0,0
2023/1/9,19:00,3680,0,0
2023/1/9,19:05,3682,0,0
2023/1/9,19:10,3675,0,0
2023/1/9,19:15,3673,0,0
2023/1/9,19:20,3676,0,0
2023/1/9,19:25,3664,0,0
2023/1/9,19:30,3682,0,0
2023/1/9,19:35,3664,0,0
2023/1/9,19:40,3652,0,0
2023/1/9,19:45,3639,0,0
2023/1/9,19:50,3649,0,0
2023/1/9,19:55,3633,0,0
2023/1/9,20:00,3640,0,0
2023/1/9,20:05,3617,0,0
2023/1/9,20:10,3612,0,0
2023/1/9,20:15,3607,0,0
2023/1/9,20:20,3608,0,0
2023/1/9,20:25,3605,0,0
2023/1/9,20:30,3601,0,0
2023/1/9,20:35,3599,0,0
2023/1/9,20:40,3576,0,0
2023/1/9,20:45,3585,0,0
2023/1/9,20:50,3563,0,0
2023/1/9,20:55,3557,0,0
2023/1/9,21:00,3543,0,0
2023/1/9,21:05,3536,0,0
2023/1/9,21:10,3509,0,0
2023/1/9,21:15,3508,0,0
2023/1/9,21:20,3491,0,0
2023/1/9,21:25,3467,0,0
2023/1/9,21:30,3463,0,0
2023/1/9,21:35,3434,0,0
2023/1/9,21:40,3437,0,0
2023/1/9,21:45,3410,0,0
2023/1/9,21:50,3374,0,0
2023/1/9,21:55,3339,0,0
2023/1/9,22:00,3344,0,0
2023/1/9,22:05,3338,0,0
2023/1/9,22:10,3331,0,0
2023/1/9,22:15,3286,0,0
2023/1/9,22:20,3277,0,0
2023/1/9,22:25,3265,0,0
2023/1/9,22:30,3249,0,0
2023/1/9,22:35,3217,0,0
2023/1/9,22:40,3196,0,0
2023/1/9,22:45,3180,0,0
2023/1/9,22:50,3138,0,0
2023/1/9,22:55,3121,0,0
2023/1/9,23:00,3108,0,0
2023/1/9,23:05,3117,0,0
2023/1/9,23:10,3115,0,0
2023/1/9,23:15,3102,0,0
2023/1/9,23:20,3079,0,0
2023/1/9,23:25,3067,0,0
2023/1/9,23:30,3036,0,0
2023/1/9,23:35,3011,0,0
2023/1/9,23:40,2982,0,0
2023/1/9,23:45,2976,0,0
2023/1/9,23:50,2933,0,0
2023/1/9,23:55,2926,0,0

