2023/6/10 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3732,12:00〜13:00,6/10,23:50,25,79
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2981,12:00〜13:00,6/10,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2880,0:00〜1:00,6/10,23:50,20,83
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2409,0:00〜1:00,6/10,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/6/10,0:00,2396,2409,83,2880
2023/6/10,1:00,2270,2283,82,2741
2023/6/10,2:00,2237,2232,82,2696
2023/6/10,3:00,2264,2251,82,2751
2023/6/10,4:00,2262,2250,81,2765
2023/6/10,5:00,2218,2216,81,2730
2023/6/10,6:00,2196,2227,80,2745
2023/6/10,7:00,2316,2368,79,2919
2023/6/10,8:00,2535,2564,78,3211
2023/6/10,9:00,2770,2727,80,3424
2023/6/10,10:00,2929,2797,82,3558
2023/6/10,11:00,2988,2926,80,3698
2023/6/10,12:00,2891,2981,77,3732
2023/6/10,13:00,2789,2962,75,3714
2023/6/10,14:00,2825,2859,76,3681
2023/6/10,15:00,2803,2776,75,3706
2023/6/10,16:00,2842,2803,75,3759
2023/6/10,17:00,2865,2819,77,3676
2023/6/10,18:00,2924,2901,80,3610
2023/6/10,19:00,2921,2907,79,3670
2023/6/10,20:00,2810,2828,76,3672
2023/6/10,21:00,2666,2649,72,3667
2023/6/10,22:00,2556,2549,71,3594
2023/6/10,23:00,2443,2438,68,3583
最大使用率(%),時間帯
83,0:00〜1:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3613,18:00〜19:00,6/11,23:50,24,80
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2920,18:00〜19:00,6/11,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2572,1:00〜2:00,6/11,23:50,19,83
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2156,1:00〜2:00,6/11,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/6/10,0:00,2480,0,0
2023/6/10,0:05,2465,0,0
2023/6/10,0:10,2463,0,0
2023/6/10,0:15,2454,0,0
2023/6/10,0:20,2423,0,0
2023/6/10,0:25,2397,0,0
2023/6/10,0:30,2403,0,0
2023/6/10,0:35,2370,0,0
2023/6/10,0:40,2352,0,0
2023/6/10,0:45,2348,0,0
2023/6/10,0:50,2316,0,0
2023/6/10,0:55,2312,0,0
2023/6/10,1:00,2298,0,0
2023/6/10,1:05,2305,0,0
2023/6/10,1:10,2285,0,0
2023/6/10,1:15,2269,0,0
2023/6/10,1:20,2261,0,0
2023/6/10,1:25,2260,0,0
2023/6/10,1:30,2255,0,0
2023/6/10,1:35,2253,0,0
2023/6/10,1:40,2254,0,0
2023/6/10,1:45,2240,0,0
2023/6/10,1:50,2241,0,0
2023/6/10,1:55,2236,0,0
2023/6/10,2:00,2239,0,0
2023/6/10,2:05,2239,0,0
2023/6/10,2:10,2239,0,0
2023/6/10,2:15,2243,0,0
2023/6/10,2:20,2235,0,0
2023/6/10,2:25,2222,0,0
2023/6/10,2:30,2224,0,0
2023/6/10,2:35,2238,0,0
2023/6/10,2:40,2218,0,0
2023/6/10,2:45,2218,0,0
2023/6/10,2:50,2234,0,0
2023/6/10,2:55,2236,0,0
2023/6/10,3:00,2250,0,0
2023/6/10,3:05,2258,0,0
2023/6/10,3:10,2264,0,0
2023/6/10,3:15,2264,0,0
2023/6/10,3:20,2272,0,0
2023/6/10,3:25,2257,0,0
2023/6/10,3:30,2253,0,0
2023/6/10,3:35,2241,0,0
2023/6/10,3:40,2257,0,0
2023/6/10,3:45,2259,0,0
2023/6/10,3:50,2264,0,0
2023/6/10,3:55,2261,0,0
2023/6/10,4:00,2260,0,0
2023/6/10,4:05,2270,0,0
2023/6/10,4:10,2264,0,0
2023/6/10,4:15,2270,0,0
2023/6/10,4:20,2268,0,0
2023/6/10,4:25,2272,0,0
2023/6/10,4:30,2253,0,0
2023/6/10,4:35,2265,0,0
2023/6/10,4:40,2253,0,0
2023/6/10,4:45,2248,0,0
2023/6/10,4:50,2251,1,0
2023/6/10,4:55,2239,4,0
2023/6/10,5:00,2215,13,0
2023/6/10,5:05,2249,17,0
2023/6/10,5:10,2242,21,0
2023/6/10,5:15,2234,25,1
2023/6/10,5:20,2233,30,1
2023/6/10,5:25,2229,36,1
2023/6/10,5:30,2229,41,1
2023/6/10,5:35,2212,46,2
2023/6/10,5:40,2191,53,2
2023/6/10,5:45,2166,57,2
2023/6/10,5:50,2179,64,2
2023/6/10,5:55,2173,72,3
2023/6/10,6:00,2178,80,3
2023/6/10,6:05,2193,91,4
2023/6/10,6:10,2189,103,4
2023/6/10,6:15,2164,115,5
2023/6/10,6:20,2160,125,5
2023/6/10,6:25,2181,142,6
2023/6/10,6:30,2189,157,7
2023/6/10,6:35,2191,176,8
2023/6/10,6:40,2184,194,8
2023/6/10,6:45,2193,220,10
2023/6/10,6:50,2212,242,10
2023/6/10,6:55,2231,262,11
2023/6/10,7:00,2233,284,12
2023/6/10,7:05,2261,299,13
2023/6/10,7:10,2247,316,14
2023/6/10,7:15,2260,330,14
2023/6/10,7:20,2278,339,14
2023/6/10,7:25,2278,355,15
2023/6/10,7:30,2291,367,16
2023/6/10,7:35,2323,383,16
2023/6/10,7:40,2359,396,16
2023/6/10,7:45,2349,407,17
2023/6/10,7:50,2378,420,17
2023/6/10,7:55,2401,432,17
2023/6/10,8:00,2415,442,18
2023/6/10,8:05,2461,452,18
2023/6/10,8:10,2457,463,18
2023/6/10,8:15,2478,476,19
2023/6/10,8:20,2477,498,20
2023/6/10,8:25,2512,516,20
2023/6/10,8:30,2537,534,21
2023/6/10,8:35,2571,549,21
2023/6/10,8:40,2577,552,21
2023/6/10,8:45,2582,573,22
2023/6/10,8:50,2589,600,23
2023/6/10,8:55,2597,627,24
2023/6/10,9:00,2612,655,25
2023/6/10,9:05,2629,689,26
2023/6/10,9:10,2644,726,27
2023/6/10,9:15,2677,756,28
2023/6/10,9:20,2671,781,29
2023/6/10,9:25,2712,821,30
2023/6/10,9:30,2751,855,31
2023/6/10,9:35,2821,880,31
2023/6/10,9:40,2827,892,31
2023/6/10,9:45,2864,904,31
2023/6/10,9:50,2885,923,31
2023/6/10,9:55,2915,932,31
2023/6/10,10:00,2929,934,31
2023/6/10,10:05,2928,922,31
2023/6/10,10:10,2913,920,31
2023/6/10,10:15,2905,917,31
2023/6/10,10:20,2879,908,31
2023/6/10,10:25,2886,899,31
2023/6/10,10:30,2905,917,31
2023/6/10,10:35,2917,918,31
2023/6/10,10:40,2965,930,31
2023/6/10,10:45,2979,931,31
2023/6/10,10:50,2944,936,31
2023/6/10,10:55,2945,910,30
2023/6/10,11:00,3006,924,30
2023/6/10,11:05,3042,908,29
2023/6/10,11:10,3040,888,29
2023/6/10,11:15,3058,871,28
2023/6/10,11:20,3016,829,27
2023/6/10,11:25,2986,779,26
2023/6/10,11:30,2987,759,25
2023/6/10,11:35,2979,739,24
2023/6/10,11:40,2958,718,24
2023/6/10,11:45,2954,688,23
2023/6/10,11:50,2948,662,22
2023/6/10,11:55,2936,651,22
2023/6/10,12:00,2943,637,21
2023/6/10,12:05,2933,620,21
2023/6/10,12:10,2922,610,20
2023/6/10,12:15,2926,593,20
2023/6/10,12:20,2923,574,19
2023/6/10,12:25,2919,554,18
2023/6/10,12:30,2909,541,18
