2023/8/11 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5072,13:00〜14:00,8/11,23:50,20,83
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4210,13:00〜14:00,8/11,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3386,0:00〜1:00,8/11,23:50,12,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3014,0:00〜1:00,8/11,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/8/11,0:00,2990,3014,88,3386
2023/8/11,1:00,2790,2804,88,3152
2023/8/11,2:00,2672,2701,87,3055
2023/8/11,3:00,2623,2663,87,3002
2023/8/11,4:00,2605,2626,87,2968
2023/8/11,5:00,2601,2647,86,3014
2023/8/11,6:00,2720,2767,86,3137
2023/8/11,7:00,3013,3060,86,3485
2023/8/11,8:00,3384,3531,84,4021
2023/8/11,9:00,3716,3915,83,4471
2023/8/11,10:00,3946,4039,84,4663
2023/8/11,11:00,4096,4061,85,4768
2023/8/11,12:00,4138,4175,83,4952
2023/8/11,13:00,4175,4210,82,5072
2023/8/11,14:00,4169,4133,81,5094
2023/8/11,15:00,4155,4135,79,5198
2023/8/11,16:00,4115,4110,83,4931
2023/8/11,17:00,4012,3991,85,4667
2023/8/11,18:00,3905,3932,86,4535
2023/8/11,19:00,3811,3856,84,4523
2023/8/11,20:00,3640,3640,81,4488
2023/8/11,21:00,3451,3418,77,4425
2023/8/11,22:00,3260,3213,76,4278
2023/8/11,23:00,3064,3039,72,4203
最大使用率(%),時間帯
88,1:00〜2:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4754,13:00〜14:00,8/12,23:50,18,84
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4026,13:00〜14:00,8/12,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3122,0:00〜1:00,8/12,23:50,12,89
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2789,0:00〜1:00,8/12,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2023/8/11,0:00,3127,0,0
2023/8/11,0:05,3095,0,0
2023/8/11,0:10,3079,0,0
2023/8/11,0:15,3062,0,0
2023/8/11,0:20,3021,0,0
2023/8/11,0:25,3005,0,0
2023/8/11,0:30,2985,0,0
2023/8/11,0:35,2961,0,0
2023/8/11,0:40,2947,0,0
2023/8/11,0:45,2913,0,0
2023/8/11,0:50,2898,0,0
2023/8/11,0:55,2877,0,0
2023/8/11,1:00,2864,0,0
2023/8/11,1:05,2865,0,0
2023/8/11,1:10,2837,0,0
2023/8/11,1:15,2826,0,0
2023/8/11,1:20,2801,0,0
2023/8/11,1:25,2805,0,0
2023/8/11,1:30,2792,0,0
2023/8/11,1:35,2775,0,0
2023/8/11,1:40,2756,0,0
2023/8/11,1:45,2747,0,0
2023/8/11,1:50,2740,0,0
2023/8/11,1:55,2725,0,0
2023/8/11,2:00,2697,0,0
2023/8/11,2:05,2701,0,0
2023/8/11,2:10,2701,0,0
2023/8/11,2:15,2684,0,0
2023/8/11,2:20,2676,0,0
2023/8/11,2:25,2674,0,0
2023/8/11,2:30,2661,0,0
2023/8/11,2:35,2665,0,0
2023/8/11,2:40,2658,0,0
2023/8/11,2:45,2654,0,0
2023/8/11,2:50,2658,0,0
2023/8/11,2:55,2639,0,0
2023/8/11,3:00,2641,0,0
2023/8/11,3:05,2630,0,0
2023/8/11,3:10,2626,0,0
2023/8/11,3:15,2609,0,0
2023/8/11,3:20,2617,0,0
2023/8/11,3:25,2624,0,0
2023/8/11,3:30,2617,0,0
2023/8/11,3:35,2619,0,0
2023/8/11,3:40,2603,0,0
2023/8/11,3:45,2623,0,0
2023/8/11,3:50,2610,0,0
2023/8/11,3:55,2614,0,0
2023/8/11,4:00,2619,0,0
2023/8/11,4:05,2610,0,0
2023/8/11,4:10,2603,0,0
2023/8/11,4:15,2590,0,0
2023/8/11,4:20,2602,0,0
2023/8/11,4:25,2591,0,0
2023/8/11,4:30,2581,0,0
2023/8/11,4:35,2595,0,0
2023/8/11,4:40,2609,0,0
2023/8/11,4:45,2615,0,0
2023/8/11,4:50,2608,0,0
2023/8/11,4:55,2599,0,0
2023/8/11,5:00,2592,0,0
2023/8/11,5:05,2605,0,0
2023/8/11,5:10,2600,0,0
2023/8/11,5:15,2588,0,0
2023/8/11,5:20,2596,6,0
2023/8/11,5:25,2580,11,0
2023/8/11,5:30,2588,15,0
2023/8/11,5:35,2584,29,1
2023/8/11,5:40,2605,44,1
2023/8/11,5:45,2602,54,2
2023/8/11,5:50,2610,66,2
2023/8/11,5:55,2609,79,3
2023/8/11,6:00,2630,92,3
2023/8/11,6:05,2645,107,4
2023/8/11,6:10,2654,124,4
2023/8/11,6:15,2671,141,5
2023/8/11,6:20,2675,158,5
2023/8/11,6:25,2703,177,6
2023/8/11,6:30,2731,197,7
2023/8/11,6:35,2732,218,7
2023/8/11,6:40,2739,239,8
2023/8/11,6:45,2751,261,9
2023/8/11,6:50,2765,284,10
2023/8/11,6:55,2823,309,10
2023/8/11,7:00,2835,332,11
2023/8/11,7:05,2898,355,12
2023/8/11,7:10,2894,379,13
2023/8/11,7:15,2926,401,13
2023/8/11,7:20,2953,425,14
2023/8/11,7:25,2987,448,14
2023/8/11,7:30,3012,469,15
2023/8/11,7:35,3047,495,16
2023/8/11,7:40,3072,521,16
2023/8/11,7:45,3104,542,17
2023/8/11,7:50,3113,560,17
