2023/09/20 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2220,13:00〜14:00,09月18日,23:15,8,92
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2059,13:00〜14:00,09月18日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2138,16:00〜17:00,09月18日,23:15,8,92
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1983,16:00〜17:00,09月18日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/09/18,00:00,1179,1181,79,1487
2023/09/18,01:00,1110,1131,75,1473
2023/09/18,02:00,1096,1120,74,1468
2023/09/18,03:00,1108,1129,75,1468
2023/09/18,04:00,1138,1144,77,1464
2023/09/18,05:00,1167,1202,78,1495
2023/09/18,06:00,1220,1269,78,1552
2023/09/18,07:00,1408,1453,83,1692
2023/09/18,08:00,1673,1714,87,1919
2023/09/18,09:00,1860,1904,87,2129
2023/09/18,10:00,1878,1987,84,2229
2023/09/18,11:00,1940,2056,85,2262
2023/09/18,12:00,1897,2014,85,2225
2023/09/18,13:00,1976,2059,88,2220
2023/09/18,14:00,1977,2043,89,2217
2023/09/18,15:00,1957,2005,89,2192
2023/09/18,16:00,1941,1983,90,2138
2023/09/18,17:00,1880,1873,91,2064
2023/09/18,18:00,1854,1847,91,2028
2023/09/18,19:00,1770,1768,89,1970
2023/09/18,20:00,1698,1696,88,1924
2023/09/18,21:00,1629,1623,85,1899
2023/09/18,22:00,1556,1567,79,1949
2023/09/18,23:00,1487,1505,76,1943
最大使用率(%),時間帯
91,18:00〜19:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2418,14:00〜15:00,09月18日,16:42,8,92
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2248,14:00〜15:00,09月18日,16:42
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2418,14:00〜15:00,09月18日,16:42,8,92
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2248,14:00〜15:00,09月18日,16:42
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/09/18,00:00,1227,0
2023/09/18,00:05,1205,0
2023/09/18,00:10,1194,0
2023/09/18,00:15,1198,0
2023/09/18,00:20,1189,0
2023/09/18,00:25,1177,0
2023/09/18,00:30,1168,0
2023/09/18,00:35,1172,0
2023/09/18,00:40,1168,0
2023/09/18,00:45,1169,0
2023/09/18,00:50,1156,0
2023/09/18,00:55,1142,0
2023/09/18,01:00,1130,0
2023/09/18,01:05,1112,0
2023/09/18,01:10,1108,0
2023/09/18,01:15,1104,0
2023/09/18,01:20,1110,0
2023/09/18,01:25,1110,0
2023/09/18,01:30,1105,0
2023/09/18,01:35,1103,0
2023/09/18,01:40,1108,0
2023/09/18,01:45,1105,0
2023/09/18,01:50,1100,0
2023/09/18,01:55,1103,0
2023/09/18,02:00,1098,0
2023/09/18,02:05,1075,0
2023/09/18,02:10,1089,0
2023/09/18,02:15,1074,0
2023/09/18,02:20,1063,0
2023/09/18,02:25,1093,0
2023/09/18,02:30,1100,0
2023/09/18,02:35,1096,0
2023/09/18,02:40,1106,0
2023/09/18,02:45,1114,0
2023/09/18,02:50,1103,0
2023/09/18,02:55,1104,0
2023/09/18,03:00,1097,0
2023/09/18,03:05,1100,0
2023/09/18,03:10,1098,0
2023/09/18,03:15,1092,0
2023/09/18,03:20,1095,0
2023/09/18,03:25,1113,0
2023/09/18,03:30,1117,0
2023/09/18,03:35,1104,0
2023/09/18,03:40,1102,0
2023/09/18,03:45,1116,0
2023/09/18,03:50,1112,0
2023/09/18,03:55,1120,0
2023/09/18,04:00,1132,0
2023/09/18,04:05,1127,0
2023/09/18,04:10,1117,0
2023/09/18,04:15,1106,0
2023/09/18,04:20,1125,0
2023/09/18,04:25,1123,0
2023/09/18,04:30,1125,0
2023/09/18,04:35,1132,0
2023/09/18,04:40,1156,0
2023/09/18,04:45,1155,0
2023/09/18,04:50,1150,0
2023/09/18,04:55,1157,0
2023/09/18,05:00,1149,0
2023/09/18,05:05,1147,0
2023/09/18,05:10,1156,0
2023/09/18,05:15,1167,0
2023/09/18,05:20,1172,0
2023/09/18,05:25,1155,0
2023/09/18,05:30,1155,0
2023/09/18,05:35,1173,0
2023/09/18,05:40,1173,0
2023/09/18,05:45,1176,0
2023/09/18,05:50,1172,0
2023/09/18,05:55,1167,0
2023/09/18,06:00,1157,0
2023/09/18,06:05,1155,1
2023/09/18,06:10,1153,3
2023/09/18,06:15,1182,7
2023/09/18,06:20,1174,14
2023/09/18,06:25,1174,21
2023/09/18,06:30,1192,29
2023/09/18,06:35,1212,38
2023/09/18,06:40,1231,50
2023/09/18,06:45,1244,58
2023/09/18,06:50,1240,68
2023/09/18,06:55,1266,80
2023/09/18,07:00,1254,99
2023/09/18,07:05,1284,123
2023/09/18,07:10,1315,147
2023/09/18,07:15,1361,168
2023/09/18,07:20,1367,183
2023/09/18,07:25,1376,198
2023/09/18,07:30,1392,214
2023/09/18,07:35,1405,214
2023/09/18,07:40,1413,217
2023/09/18,07:45,1430,237
2023/09/18,07:50,1455,256
2023/09/18,07:55,1488,275
2023/09/18,08:00,1506,295
2023/09/18,08:05,1532,316
2023/09/18,08:10,1561,320
2023/09/18,08:15,1605,337
2023/09/18,08:20,1625,354
2023/09/18,08:25,1666,365
2023/09/18,08:30,1658,376
2023/09/18,08:35,1691,399
2023/09/18,08:40,1723,426
2023/09/18,08:45,1725,421
2023/09/18,08:50,1714,421
2023/09/18,08:55,1756,429
2023/09/18,09:00,1757,441
2023/09/18,09:05,1767,456
2023/09/18,09:10,1803,491
2023/09/18,09:15,1795,487
2023/09/18,09:20,1830,486
2023/09/18,09:25,1833,488
2023/09/18,09:30,1825,490
2023/09/18,09:35,1868,530
2023/09/18,09:40,1890,561
2023/09/18,09:45,1907,561
2023/09/18,09:50,1882,559
2023/09/18,09:55,1898,565
2023/09/18,10:00,1870,541
2023/09/18,10:05,1862,543
2023/09/18,10:10,1858,553
2023/09/18,10:15,1869,557
2023/09/18,10:20,1855,561
2023/09/18,10:25,1805,504
2023/09/18,10:30,1838,508
2023/09/18,10:35,1889,580
2023/09/18,10:40,1875,590
2023/09/18,10:45,1844,537
2023/09/18,10:50,1847,537
2023/09/18,10:55,1857,552
2023/09/18,11:00,1874,587
2023/09/18,11:05,1889,601
2023/09/18,11:10,1906,628
2023/09/18,11:15,1918,624
2023/09/18,11:20,1903,638
2023/09/18,11:25,1913,632
2023/09/18,11:30,1908,617
2023/09/18,11:35,1950,656
2023/09/18,11:40,1980,699
2023/09/18,11:45,1997,707
2023/09/18,11:50,1976,693
2023/09/18,11:55,1988,699
2023/09/18,12:00,1942,658
2023/09/18,12:05,1934,650
2023/09/18,12:10,1956,679
2023/09/18,12:15,1919,672
2023/09/18,12:20,1897,655
2023/09/18,12:25,1907,655
2023/09/18,12:30,1899,661
2023/09/18,12:35,1870,645
2023/09/18,12:40,1870,635
2023/09/18,12:45,1884,638
2023/09/18,12:50,1872,650
2023/09/18,12:55,1886,628
2023/09/18,13:00,1900,622
2023/09/18,13:05,1971,667
2023/09/18,13:10,2021,720
2023/09/18,13:15,1991,673
2023/09/18,13:20,2001,644
2023/09/18,13:25,2013,642
2023/09/18,13:30,2007,637
2023/09/18,13:35,1982,605
2023/09/18,13:40,1988,596
2023/09/18,13:45,1982,571
2023/09/18,13:50,1972,550
2023/09/18,13:55,1996,558
2023/09/18,14:00,2001,569
2023/09/18,14:05,2007,547
2023/09/18,14:10,1965,499
2023/09/18,14:15,1958,481
2023/09/18,14:20,1976,498
2023/09/18,14:25,1990,483
2023/09/18,14:30,1994,483
2023/09/18,14:35,1975,479
2023/09/18,14:40,1967,447
2023/09/18,14:45,1957,453
2023/09/18,14:50,1961,453
2023/09/18,14:55,1994,474
2023/09/18,15:00,2007,479
2023/09/18,15:05,1990,468
2023/09/18,15:10,1986,446
2023/09/18,15:15,1977,420
2023/09/18,15:20,1981,397
2023/09/18,15:25,1992,381
2023/09/18,15:30,1990,370
2023/09/18,15:35,1961,348
2023/09/18,15:40,1988,331
2023/09/18,15:45,1967,302
2023/09/18,15:50,1935,271
2023/09/18,15:55,1965,268
2023/09/18,16:00,2001,269
2023/09/18,16:05,1978,242
2023/09/18,16:10,1984,216
2023/09/18,16:15,2013,220
2023/09/18,16:20,1997,211
2023/09/18,16:25,1992,199
2023/09/18,16:30,2000,180
2023/09/18,16:35,1979,156
2023/09/18,16:40,1963,132
2023/09/18,16:45,1936,115
2023/09/18,16:50,1927,91
2023/09/18,16:55,1910,66
2023/09/18,17:00,1895,49
2023/09/18,17:05,1905,39
2023/09/18,17:10,1884,28
2023/09/18,17:15,1896,20
2023/09/18,17:20,1869,15
2023/09/18,17:25,1882,11
2023/09/18,17:30,1877,5
2023/09/18,17:35,1875,1
2023/09/18,17:40,1883,1
2023/09/18,17:45,1861,0
2023/09/18,17:50,1860,0
2023/09/18,17:55,1873,0
2023/09/18,18:00,1861,0
2023/09/18,18:05,1864,0
2023/09/18,18:10,1854,0
2023/09/18,18:15,1866,0
2023/09/18,18:20,1859,0
2023/09/18,18:25,1860,0
2023/09/18,18:30,1855,0
2023/09/18,18:35,1845,0
2023/09/18,18:40,1840,0
2023/09/18,18:45,1821,0
2023/09/18,18:50,1829,0
2023/09/18,18:55,1825,0
2023/09/18,19:00,1820,0
2023/09/18,19:05,1799,0
2023/09/18,19:10,1794,0
2023/09/18,19:15,1791,0
2023/09/18,19:20,1767,0
2023/09/18,19:25,1760,0
2023/09/18,19:30,1760,0
2023/09/18,19:35,1757,0
2023/09/18,19:40,1751,0
2023/09/18,19:45,1755,0
2023/09/18,19:50,1739,0
2023/09/18,19:55,1737,0
2023/09/18,20:00,1733,0
2023/09/18,20:05,1713,0
2023/09/18,20:10,1727,0
2023/09/18,20:15,1730,0
2023/09/18,20:20,1700,0
2023/09/18,20:25,1711,0
2023/09/18,20:30,1704,0
2023/09/18,20:35,1681,0
2023/09/18,20:40,1684,0
2023/09/18,20:45,1674,0
2023/09/18,20:50,1664,0
2023/09/18,20:55,1648,0
2023/09/18,21:00,1643,0
2023/09/18,21:05,1647,0
2023/09/18,21:10,1650,0
2023/09/18,21:15,1648,0
2023/09/18,21:20,1650,0
2023/09/18,21:25,1644,0
2023/09/18,21:30,1641,0
2023/09/18,21:35,1628,0
2023/09/18,21:40,1626,0
2023/09/18,21:45,1611,0
2023/09/18,21:50,1600,0
2023/09/18,21:55,1592,0
2023/09/18,22:00,1584,0
2023/09/18,22:05,1578,0
2023/09/18,22:10,1576,0
2023/09/18,22:15,1577,0
2023/09/18,22:20,1585,0
2023/09/18,22:25,1573,0
2023/09/18,22:30,1551,0
2023/09/18,22:35,1558,0
2023/09/18,22:40,1534,0
2023/09/18,22:45,1536,0
2023/09/18,22:50,1523,0
2023/09/18,22:55,1505,0
2023/09/18,23:00,1511,0
2023/09/18,23:05,1511,0
2023/09/18,23:10,1496,0
2023/09/18,23:15,1495,0
2023/09/18,23:20,1482,0
2023/09/18,23:25,1494,0
2023/09/18,23:30,1485,0
2023/09/18,23:35,1482,0
2023/09/18,23:40,1471,0
2023/09/18,23:45,1463,0
2023/09/18,23:50,1457,0
2023/09/18,23:55,1448,0
