2024/01/01 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1567,18:00〜19:00,12月30日,23:15,23,81
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1275,18:00〜19:00,12月30日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1445,08:00〜09:00,12月30日,23:15,15,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1252,08:00〜09:00,12月30日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/12/30,00:00,1111,1098,85,1301
2023/12/30,01:00,1090,1080,84,1285
2023/12/30,02:00,1113,1081,86,1292
2023/12/30,03:00,1126,1080,87,1293
2023/12/30,04:00,1123,1063,87,1276
2023/12/30,05:00,1126,1056,88,1272
2023/12/30,06:00,1148,1102,86,1327
2023/12/30,07:00,1206,1198,85,1404
2023/12/30,08:00,1254,1252,86,1445
2023/12/30,09:00,1211,1231,84,1436
2023/12/30,10:00,1139,1171,77,1470
2023/12/30,11:00,1089,1130,71,1513
2023/12/30,12:00,1051,1077,68,1544
2023/12/30,13:00,1020,1043,69,1469
2023/12/30,14:00,1003,1050,73,1357
2023/12/30,15:00,1027,1090,78,1307
2023/12/30,16:00,1096,1156,78,1392
2023/12/30,17:00,1225,1258,80,1530
2023/12/30,18:00,1261,1275,80,1567
2023/12/30,19:00,1255,1274,80,1561
2023/12/30,20:00,1241,1265,79,1571
2023/12/30,21:00,1190,1216,78,1518
2023/12/30,22:00,1124,1127,74,1509
2023/12/30,23:00,1080,1076,72,1500
最大使用率(%),時間帯
88,05:00〜06:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1491,18:00〜19:00,12月30日,17:11,19,83
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1250,18:00〜19:00,12月30日,17:11
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1483,19:00〜20:00,12月30日,17:11,19,83
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1244,19:00〜20:00,12月30日,17:11
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/12/30,00:00,1139,0
2023/12/30,00:05,1120,0
2023/12/30,00:10,1115,0
2023/12/30,00:15,1112,0
2023/12/30,00:20,1115,0
2023/12/30,00:25,1117,0
2023/12/30,00:30,1110,0
2023/12/30,00:35,1116,0
2023/12/30,00:40,1110,0
2023/12/30,00:45,1107,0
