2023/06/20 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1676,12:00〜13:00,06月18日,23:15,28,78
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1311,12:00〜13:00,06月18日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1283,00:00〜01:00,06月18日,23:15,22,81
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1052,00:00〜01:00,06月18日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/06/18,00:00,1019,1052,79,1283
2023/06/18,01:00,976,991,80,1212
2023/06/18,02:00,980,990,79,1227
2023/06/18,03:00,1003,1017,78,1280
2023/06/18,04:00,1019,1033,76,1327
2023/06/18,05:00,979,1005,74,1323
2023/06/18,06:00,968,971,71,1344
2023/06/18,07:00,999,1018,68,1469
2023/06/18,08:00,1061,1098,68,1541
2023/06/18,09:00,1126,1200,69,1611
2023/06/18,10:00,1159,1251,69,1672
2023/06/18,11:00,1184,1283,70,1671
2023/06/18,12:00,1201,1311,71,1676
2023/06/18,13:00,1218,1207,73,1661
2023/06/18,14:00,1206,1207,72,1659
2023/06/18,15:00,1205,1219,73,1629
2023/06/18,16:00,1225,1224,75,1615
2023/06/18,17:00,1240,1228,78,1579
2023/06/18,18:00,1254,1248,79,1580
2023/06/18,19:00,1269,1269,81,1553
2023/06/18,20:00,1237,1246,80,1531
2023/06/18,21:00,1186,1203,75,1570
2023/06/18,22:00,1122,1137,72,1540
2023/06/18,23:00,1080,1079,74,1455
最大使用率(%),時間帯
81,19:00〜20:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2279,14:00〜15:00,06月18日,16:30,18,84
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1937,14:00〜15:00,06月18日,16:30
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2231,11:00〜12:00,06月18日,16:30,17,85
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1902,11:00〜12:00,06月18日,16:30
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/06/18,00:00,1051,0
2023/06/18,00:05,1052,0
2023/06/18,00:10,1051,0
2023/06/18,00:15,1055,0
2023/06/18,00:20,1036,0
2023/06/18,00:25,1024,0
2023/06/18,00:30,1015,0
2023/06/18,00:35,1009,0
2023/06/18,00:40,1001,0
2023/06/18,00:45,984,0
2023/06/18,00:50,986,0
2023/06/18,00:55,972,0
2023/06/18,01:00,977,0
2023/06/18,01:05,987,0
2023/06/18,01:10,979,0
2023/06/18,01:15,982,0
2023/06/18,01:20,984,0
2023/06/18,01:25,989,0
2023/06/18,01:30,981,0
2023/06/18,01:35,966,0
2023/06/18,01:40,975,0
2023/06/18,01:45,976,0
2023/06/18,01:50,947,0
2023/06/18,01:55,949,0
2023/06/18,02:00,962,0
2023/06/18,02:05,957,0
2023/06/18,02:10,954,0
2023/06/18,02:15,979,0
2023/06/18,02:20,974,0
2023/06/18,02:25,981,0
2023/06/18,02:30,973,0
2023/06/18,02:35,987,0
2023/06/18,02:40,984,0
2023/06/18,02:45,979,0
2023/06/18,02:50,995,0
2023/06/18,02:55,989,0
2023/06/18,03:00,986,0
2023/06/18,03:05,982,0
2023/06/18,03:10,982,0
2023/06/18,03:15,997,0
2023/06/18,03:20,999,0
2023/06/18,03:25,1005,0
2023/06/18,03:30,1013,0
2023/06/18,03:35,999,0
2023/06/18,03:40,1004,0
2023/06/18,03:45,1015,0
2023/06/18,03:50,1012,0
2023/06/18,03:55,1017,0
2023/06/18,04:00,1017,0
2023/06/18,04:05,1014,0
2023/06/18,04:10,1008,0
2023/06/18,04:15,1018,0
2023/06/18,04:20,1030,0
2023/06/18,04:25,1026,0
2023/06/18,04:30,1015,0
2023/06/18,04:35,1015,0
2023/06/18,04:40,1020,0
2023/06/18,04:45,1026,0
2023/06/18,04:50,1026,0
2023/06/18,04:55,1017,0
2023/06/18,05:00,975,0
2023/06/18,05:05,991,1
2023/06/18,05:10,978,3
2023/06/18,05:15,977,6
2023/06/18,05:20,971,11
2023/06/18,05:25,964,17
2023/06/18,05:30,955,24
2023/06/18,05:35,962,31
