2023/02/20 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1876,09:00〜10:00,02月18日,23:15,18,84
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1587,09:00〜10:00,02月18日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1696,00:00〜01:00,02月18日,23:15,13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1500,00:00〜01:00,02月18日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/02/18,00:00,1509,1500,88,1696
2023/02/18,01:00,1471,1473,87,1683
2023/02/18,02:00,1474,1459,87,1684
2023/02/18,03:00,1462,1453,86,1692
2023/02/18,04:00,1436,1423,86,1664
2023/02/18,05:00,1410,1408,85,1656
2023/02/18,06:00,1439,1436,84,1698
2023/02/18,07:00,1486,1472,85,1734
2023/02/18,08:00,1559,1548,85,1824
2023/02/18,09:00,1544,1587,82,1876
2023/02/18,10:00,1496,1546,81,1837
2023/02/18,11:00,1461,1479,81,1802
2023/02/18,12:00,1406,1397,81,1726
2023/02/18,13:00,1411,1396,82,1708
2023/02/18,14:00,1421,1399,82,1715
2023/02/18,15:00,1433,1402,83,1723
2023/02/18,16:00,1466,1415,83,1751
2023/02/18,17:00,1517,1510,81,1868
2023/02/18,18:00,1528,1530,80,1909
2023/02/18,19:00,1496,1517,77,1926
2023/02/18,20:00,1453,1484,76,1902
2023/02/18,21:00,1391,1418,73,1886
2023/02/18,22:00,1302,1314,70,1852
2023/02/18,23:00,1268,1268,72,1747
最大使用率(%),時間帯
88,00:00〜01:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1607,18:00〜19:00,02月18日,16:28,13,88
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1423,18:00〜19:00,02月18日,16:28
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1385,12:00〜13:00,02月18日,16:28,13,88
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1226,12:00〜13:00,02月18日,16:28
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/02/18,00:00,1550,0
2023/02/18,00:05,1530,0
2023/02/18,00:10,1521,0
2023/02/18,00:15,1520,0
2023/02/18,00:20,1516,0
2023/02/18,00:25,1510,0
2023/02/18,00:30,1512,0
2023/02/18,00:35,1499,0
2023/02/18,00:40,1496,0
2023/02/18,00:45,1495,0
2023/02/18,00:50,1489,0
2023/02/18,00:55,1491,0
2023/02/18,01:00,1486,0
