2023/11/14 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1576,18:00〜19:00,11月12日,23:15,28,78
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1233,18:00〜19:00,11月12日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1204,03:00〜04:00,11月12日,23:15,15,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1044,03:00〜04:00,11月12日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/11/12,00:00,1016,1017,86,1178
2023/11/12,01:00,992,986,86,1144
2023/11/12,02:00,1005,1005,86,1162
2023/11/12,03:00,1035,1044,85,1204
2023/11/12,04:00,1063,1058,86,1230
2023/11/12,05:00,1059,1055,85,1236
2023/11/12,06:00,1038,1029,85,1214
2023/11/12,07:00,1033,1033,83,1231
2023/11/12,08:00,1073,1079,83,1284
2023/11/12,09:00,1109,1105,83,1323
2023/11/12,10:00,1109,1103,84,1313
2023/11/12,11:00,1094,1100,82,1320
2023/11/12,12:00,1085,1091,78,1385
2023/11/12,13:00,1087,1082,81,1327
2023/11/12,14:00,1073,1097,80,1332
2023/11/12,15:00,1097,1114,80,1367
2023/11/12,16:00,1156,1163,80,1443
2023/11/12,17:00,1236,1222,82,1499
2023/11/12,18:00,1254,1233,79,1576
2023/11/12,19:00,1232,1223,76,1602
2023/11/12,20:00,1210,1211,76,1578
2023/11/12,21:00,1160,1158,75,1540
2023/11/12,22:00,1099,1096,71,1530
2023/11/12,23:00,1069,1063,70,1513
最大使用率(%),時間帯
86,04:00〜05:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1876,10:00〜11:00,11月12日,16:51,10,91
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1713,10:00〜11:00,11月12日,16:51
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1725,20:00〜21:00,11月12日,16:51,10,91
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1575,20:00〜21:00,11月12日,16:51
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/11/12,00:00,1046,0
2023/11/12,00:05,1058,0
2023/11/12,00:10,1055,0
2023/11/12,00:15,1040,0
2023/11/12,00:20,1030,0
2023/11/12,00:25,1033,0
2023/11/12,00:30,982,0
2023/11/12,00:35,990,0
2023/11/12,00:40,969,0
2023/11/12,00:45,976,0
2023/11/12,00:50,964,0
2023/11/12,00:55,990,0
2023/11/12,01:00,1007,0
2023/11/12,01:05,1004,0
2023/11/12,01:10,994,0
2023/11/12,01:15,997,0
2023/11/12,01:20,982,0
2023/11/12,01:25,990,0
2023/11/12,01:30,987,0
2023/11/12,01:35,975,0
2023/11/12,01:40,969,0
2023/11/12,01:45,959,0
2023/11/12,01:50,983,0
2023/11/12,01:55,991,0
2023/11/12,02:00,991,0
2023/11/12,02:05,1000,0
2023/11/12,02:10,998,0
2023/11/12,02:15,1007,0
2023/11/12,02:20,1012,0
2023/11/12,02:25,1004,0
2023/11/12,02:30,1003,0
2023/11/12,02:35,997,0
2023/11/12,02:40,1003,0
2023/11/12,02:45,1002,0
2023/11/12,02:50,1006,0
2023/11/12,02:55,1007,0
2023/11/12,03:00,1009,0
2023/11/12,03:05,1016,0
2023/11/12,03:10,1026,0
2023/11/12,03:15,1029,0
2023/11/12,03:20,1033,0
2023/11/12,03:25,1035,0
2023/11/12,03:30,1033,0
2023/11/12,03:35,1039,0
2023/11/12,03:40,1028,0
2023/11/12,03:45,1026,0
2023/11/12,03:50,1030,0
2023/11/12,03:55,1036,0
2023/11/12,04:00,1049,0
2023/11/12,04:05,1055,0
2023/11/12,04:10,1069,0
2023/11/12,04:15,1067,0
2023/11/12,04:20,1065,0
2023/11/12,04:25,1069,0
2023/11/12,04:30,1066,0
2023/11/12,04:35,1061,0
2023/11/12,04:40,1069,0
2023/11/12,04:45,1056,0
2023/11/12,04:50,1036,0
2023/11/12,04:55,1053,0
2023/11/12,05:00,1050,0
2023/11/12,05:05,1057,0
2023/11/12,05:10,1051,0
2023/11/12,05:15,1053,0
2023/11/12,05:20,1048,0
2023/11/12,05:25,1043,0
2023/11/12,05:30,1059,0
2023/11/12,05:35,1055,0
2023/11/12,05:40,1062,0
2023/11/12,05:45,1056,0
2023/11/12,05:50,1048,0
2023/11/12,05:55,1043,0
2023/11/12,06:00,1051,0
2023/11/12,06:05,1045,0
2023/11/12,06:10,1064,0
2023/11/12,06:15,1039,0
2023/11/12,06:20,1054,0
2023/11/12,06:25,1035,0
2023/11/12,06:30,1024,0
2023/11/12,06:35,1034,0
