2023/05/21 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1884,10:00〜11:00,05月19日,23:15,14,87
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1651,10:00〜11:00,05月19日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1864,09:00〜10:00,05月19日,23:15,13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1642,09:00〜10:00,05月19日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/05/19,00:00,1226,1210,88,1381
2023/05/19,01:00,1177,1157,89,1323
2023/05/19,02:00,1181,1165,88,1336
2023/05/19,03:00,1201,1192,87,1371
2023/05/19,04:00,1211,1191,88,1373
2023/05/19,05:00,1202,1176,88,1362
2023/05/19,06:00,1230,1214,87,1409
2023/05/19,07:00,1336,1328,86,1542
2023/05/19,08:00,1516,1537,86,1761
2023/05/19,09:00,1654,1642,88,1864
2023/05/19,10:00,1665,1651,88,1884
2023/05/19,11:00,1658,1636,88,1878
2023/05/19,12:00,1539,1570,85,1800
2023/05/19,13:00,1622,1615,86,1868
2023/05/19,14:00,1634,1616,86,1883
2023/05/19,15:00,1593,1580,86,1845
2023/05/19,16:00,1556,1550,85,1814
2023/05/19,17:00,1481,1479,84,1754
2023/05/19,18:00,1461,1448,84,1731
2023/05/19,19:00,1426,1400,82,1719
2023/05/19,20:00,1378,1354,81,1689
2023/05/19,21:00,1333,1330,80,1664
2023/05/19,22:00,1302,1286,80,1608
2023/05/19,23:00,1254,1254,79,1585
最大使用率(%),時間帯
89,01:00〜02:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1735,11:00〜12:00,05月19日,16:48,33,75
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1307,11:00〜12:00,05月19日,16:48
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1415,18:00〜19:00,05月19日,16:48,15,86
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1227,18:00〜19:00,05月19日,16:48
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/05/19,00:00,1241,0
2023/05/19,00:05,1240,0
2023/05/19,00:10,1233,0
2023/05/19,00:15,1230,0
2023/05/19,00:20,1235,0
2023/05/19,00:25,1219,0
2023/05/19,00:30,1210,0
2023/05/19,00:35,1205,0
2023/05/19,00:40,1191,0
2023/05/19,00:45,1196,0
2023/05/19,00:50,1192,0
2023/05/19,00:55,1184,0
2023/05/19,01:00,1169,0
2023/05/19,01:05,1175,0
2023/05/19,01:10,1168,0
2023/05/19,01:15,1163,0
2023/05/19,01:20,1161,0
2023/05/19,01:25,1155,0
2023/05/19,01:30,1157,0
2023/05/19,01:35,1161,0
2023/05/19,01:40,1158,0
2023/05/19,01:45,1160,0
2023/05/19,01:50,1158,0
2023/05/19,01:55,1156,0
2023/05/19,02:00,1162,0
2023/05/19,02:05,1160,0
2023/05/19,02:10,1152,0
2023/05/19,02:15,1162,0
2023/05/19,02:20,1155,0
2023/05/19,02:25,1163,0
2023/05/19,02:30,1177,0
2023/05/19,02:35,1176,0
2023/05/19,02:40,1171,0
2023/05/19,02:45,1175,0
2023/05/19,02:50,1167,0
2023/05/19,02:55,1178,0
2023/05/19,03:00,1175,0
2023/05/19,03:05,1168,0
2023/05/19,03:10,1174,0
2023/05/19,03:15,1170,0
2023/05/19,03:20,1185,0
2023/05/19,03:25,1189,0
2023/05/19,03:30,1187,0
2023/05/19,03:35,1192,0
2023/05/19,03:40,1188,0
2023/05/19,03:45,1186,0
2023/05/19,03:50,1200,0
2023/05/19,03:55,1190,0
2023/05/19,04:00,1199,0
2023/05/19,04:05,1200,0
2023/05/19,04:10,1187,0
2023/05/19,04:15,1186,0
2023/05/19,04:20,1196,0
2023/05/19,04:25,1190,0
2023/05/19,04:30,1202,0
2023/05/19,04:35,1204,0
2023/05/19,04:40,1197,0
2023/05/19,04:45,1203,0
2023/05/19,04:50,1196,0
2023/05/19,04:55,1186,0
2023/05/19,05:00,1191,0
2023/05/19,05:05,1182,0
2023/05/19,05:10,1190,0
2023/05/19,05:15,1192,0
2023/05/19,05:20,1179,0
2023/05/19,05:25,1186,0
2023/05/19,05:30,1188,0
2023/05/19,05:35,1186,0
2023/05/19,05:40,1180,1
2023/05/19,05:45,1182,1
2023/05/19,05:50,1181,1
2023/05/19,05:55,1153,2
2023/05/19,06:00,1168,4
2023/05/19,06:05,1176,4
2023/05/19,06:10,1173,5
2023/05/19,06:15,1187,7
2023/05/19,06:20,1193,8
2023/05/19,06:25,1192,10
2023/05/19,06:30,1203,15
2023/05/19,06:35,1214,21
2023/05/19,06:40,1228,25
2023/05/19,06:45,1220,29
2023/05/19,06:50,1229,33
2023/05/19,06:55,1221,34
2023/05/19,07:00,1239,34
2023/05/19,07:05,1249,34
2023/05/19,07:10,1261,35
2023/05/19,07:15,1261,39
2023/05/19,07:20,1280,45
2023/05/19,07:25,1305,51
2023/05/19,07:30,1318,57
2023/05/19,07:35,1321,59
2023/05/19,07:40,1332,61
