2023/04/05 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2021,11:00〜12:00,04月03日,23:15,28,77
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1574,11:00〜12:00,04月03日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1167,02:00〜03:00,04月03日,23:15,18,84
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
992,02:00〜03:00,04月03日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/04/03,00:00,973,945,86,1126
2023/04/03,01:00,962,955,85,1126
2023/04/03,02:00,995,992,85,1167
2023/04/03,03:00,1048,1029,86,1214
2023/04/03,04:00,1063,1066,84,1255
2023/04/03,05:00,1102,1101,84,1309
2023/04/03,06:00,1152,1145,83,1372
2023/04/03,07:00,1266,1270,83,1523
2023/04/03,08:00,1445,1469,82,1762
2023/04/03,09:00,1565,1569,82,1897
2023/04/03,10:00,1595,1527,82,1938
2023/04/03,11:00,1574,1574,77,2021
2023/04/03,12:00,1479,1474,75,1953
2023/04/03,13:00,1557,1531,79,1953
2023/04/03,14:00,1553,1545,81,1905
2023/04/03,15:00,1521,1529,82,1847
2023/04/03,16:00,1504,1518,81,1856
2023/04/03,17:00,1457,1478,81,1798
2023/04/03,18:00,1479,1512,81,1820
2023/04/03,19:00,1443,1442,79,1818
2023/04/03,20:00,1394,1406,77,1792
2023/04/03,21:00,1362,1371,76,1779
2023/04/03,22:00,1320,1321,76,1725
2023/04/03,23:00,1288,1295,79,1617
最大使用率(%),時間帯
86,03:00〜04:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1944,09:00〜10:00,04月03日,16:39,20,83
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1620,09:00〜10:00,04月03日,16:39
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1687,19:00〜20:00,04月03日,16:39,15,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1469,19:00〜20:00,04月03日,16:39
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/04/03,00:00,992,0
2023/04/03,00:05,986,0
2023/04/03,00:10,989,0
2023/04/03,00:15,985,0
2023/04/03,00:20,986,0
2023/04/03,00:25,971,0
2023/04/03,00:30,972,0
2023/04/03,00:35,960,0
2023/04/03,00:40,962,0
2023/04/03,00:45,953,0
2023/04/03,00:50,952,0
2023/04/03,00:55,940,0
2023/04/03,01:00,950,0
2023/04/03,01:05,948,0
2023/04/03,01:10,946,0
2023/04/03,01:15,955,0
2023/04/03,01:20,961,0
2023/04/03,01:25,956,0
2023/04/03,01:30,962,0
2023/04/03,01:35,952,0
2023/04/03,01:40,957,0
2023/04/03,01:45,958,0
2023/04/03,01:50,980,0
2023/04/03,01:55,969,0
2023/04/03,02:00,957,0
2023/04/03,02:05,962,0
2023/04/03,02:10,952,0
2023/04/03,02:15,978,0
2023/04/03,02:20,988,0
2023/04/03,02:25,994,0
2023/04/03,02:30,993,0
2023/04/03,02:35,1001,0
2023/04/03,02:40,999,0
2023/04/03,02:45,1002,0
2023/04/03,02:50,1015,0
2023/04/03,02:55,1012,0
2023/04/03,03:00,1029,0
2023/04/03,03:05,1034,0
2023/04/03,03:10,1012,0
2023/04/03,03:15,1014,0
2023/04/03,03:20,1020,0
2023/04/03,03:25,1043,0
2023/04/03,03:30,1048,0
2023/04/03,03:35,1050,0
2023/04/03,03:40,1057,0
2023/04/03,03:45,1062,0
2023/04/03,03:50,1062,0
2023/04/03,03:55,1057,0
2023/04/03,04:00,1053,0
2023/04/03,04:05,1063,0
2023/04/03,04:10,1065,0
2023/04/03,04:15,1033,0
2023/04/03,04:20,1040,0
2023/04/03,04:25,1053,0
2023/04/03,04:30,1060,0
2023/04/03,04:35,1058,0
2023/04/03,04:40,1065,0
2023/04/03,04:45,1059,0
2023/04/03,04:50,1078,0
2023/04/03,04:55,1073,0
2023/04/03,05:00,1079,0
2023/04/03,05:05,1093,0
2023/04/03,05:10,1106,0
2023/04/03,05:15,1110,0
2023/04/03,05:20,1101,0
2023/04/03,05:25,1097,0
2023/04/03,05:30,1074,0
2023/04/03,05:35,1082,0
2023/04/03,05:40,1086,0
2023/04/03,05:45,1093,0
2023/04/03,05:50,1100,0
2023/04/03,05:55,1098,0
2023/04/03,06:00,1114,1
2023/04/03,06:05,1115,2
2023/04/03,06:10,1105,5
2023/04/03,06:15,1129,9
2023/04/03,06:20,1130,14
2023/04/03,06:25,1129,21
2023/04/03,06:30,1126,28
2023/04/03,06:35,1127,34
2023/04/03,06:40,1128,42
2023/04/03,06:45,1141,54
2023/04/03,06:50,1141,68
2023/04/03,06:55,1147,82
2023/04/03,07:00,1176,94
2023/04/03,07:05,1187,108
2023/04/03,07:10,1201,126
2023/04/03,07:15,1214,145
2023/04/03,07:20,1220,159
2023/04/03,07:25,1220,173
2023/04/03,07:30,1231,189
2023/04/03,07:35,1246,207
2023/04/03,07:40,1247,225
2023/04/03,07:45,1241,249
2023/04/03,07:50,1258,275
2023/04/03,07:55,1284,297
2023/04/03,08:00,1304,312
2023/04/03,08:05,1328,319
2023/04/03,08:10,1354,337
2023/04/03,08:15,1368,363
2023/04/03,08:20,1391,380
2023/04/03,08:25,1416,397
2023/04/03,08:30,1420,417
2023/04/03,08:35,1429,431
2023/04/03,08:40,1446,439
2023/04/03,08:45,1450,452
2023/04/03,08:50,1445,467
2023/04/03,08:55,1454,483
2023/04/03,09:00,1461,505
2023/04/03,09:05,1474,523
2023/04/03,09:10,1496,542
2023/04/03,09:15,1506,567
2023/04/03,09:20,1527,600
2023/04/03,09:25,1525,618
2023/04/03,09:30,1521,622
2023/04/03,09:35,1519,638
2023/04/03,09:40,1542,662
2023/04/03,09:45,1535,677
2023/04/03,09:50,1513,703
2023/04/03,09:55,1555,735
2023/04/03,10:00,1555,753
2023/04/03,10:05,1546,781
2023/04/03,10:10,1575,802
2023/04/03,10:15,1576,807
2023/04/03,10:20,1571,820
2023/04/03,10:25,1595,836
2023/04/03,10:30,1588,837
2023/04/03,10:35,1577,839
2023/04/03,10:40,1605,858
2023/04/03,10:45,1616,868
2023/04/03,10:50,1564,853
2023/04/03,10:55,1570,852
2023/04/03,11:00,1570,860
2023/04/03,11:05,1557,860
2023/04/03,11:10,1567,860
2023/04/03,11:15,1563,850
2023/04/03,11:20,1531,843
2023/04/03,11:25,1552,857
2023/04/03,11:30,1594,876
2023/04/03,11:35,1572,859
2023/04/03,11:40,1538,836
2023/04/03,11:45,1559,860
2023/04/03,11:50,1564,878
2023/04/03,11:55,1555,874
2023/04/03,12:00,1523,881
2023/04/03,12:05,1498,882
2023/04/03,12:10,1473,874
2023/04/03,12:15,1489,882
2023/04/03,12:20,1487,887
