2023/10/28 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1873,11:00〜12:00,10月26日,23:15,15,87
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1634,11:00〜12:00,10月26日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1310,03:00〜04:00,10月26日,23:15,9,91
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1198,03:00〜04:00,10月26日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/10/26,00:00,1207,1188,92,1301
2023/10/26,01:00,1169,1149,92,1264
2023/10/26,02:00,1177,1162,92,1273
2023/10/26,03:00,1219,1198,93,1310
2023/10/26,04:00,1240,1219,92,1337
2023/10/26,05:00,1253,1244,91,1372
2023/10/26,06:00,1282,1290,89,1429
2023/10/26,07:00,1362,1368,89,1522
2023/10/26,08:00,1515,1534,88,1702
2023/10/26,09:00,1624,1625,89,1809
2023/10/26,10:00,1621,1628,87,1855
2023/10/26,11:00,1614,1634,86,1873
2023/10/26,12:00,1513,1529,82,1842
2023/10/26,13:00,1595,1608,88,1806
2023/10/26,14:00,1612,1615,90,1788
2023/10/26,15:00,1597,1594,89,1775
2023/10/26,16:00,1580,1590,88,1779
2023/10/26,17:00,1567,1581,88,1780
2023/10/26,18:00,1517,1542,87,1738
2023/10/26,19:00,1443,1463,85,1684
2023/10/26,20:00,1398,1410,85,1640
2023/10/26,21:00,1358,1356,84,1613
2023/10/26,22:00,1314,1312,83,1566
2023/10/26,23:00,1263,1271,80,1568
最大使用率(%),時間帯
93,03:00〜04:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1864,10:00〜11:00,10月26日,16:35,14,87
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1634,10:00〜11:00,10月26日,16:35
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1780,13:00〜14:00,10月26日,16:35,12,89
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1596,13:00〜14:00,10月26日,16:35
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/10/26,00:00,1247,0
2023/10/26,00:05,1236,0
2023/10/26,00:10,1225,0
2023/10/26,00:15,1210,0
2023/10/26,00:20,1201,0
2023/10/26,00:25,1201,0
2023/10/26,00:30,1203,0
2023/10/26,00:35,1197,0
2023/10/26,00:40,1167,0
2023/10/26,00:45,1171,0
2023/10/26,00:50,1166,0
2023/10/26,00:55,1167,0
2023/10/26,01:00,1169,0
2023/10/26,01:05,1173,0
2023/10/26,01:10,1176,0
2023/10/26,01:15,1166,0
2023/10/26,01:20,1164,0
2023/10/26,01:25,1142,0
2023/10/26,01:30,1157,0
2023/10/26,01:35,1170,0
2023/10/26,01:40,1155,0
2023/10/26,01:45,1157,0
2023/10/26,01:50,1149,0
2023/10/26,01:55,1151,0
2023/10/26,02:00,1161,0
2023/10/26,02:05,1170,0
2023/10/26,02:10,1171,0
2023/10/26,02:15,1169,0
2023/10/26,02:20,1169,0
2023/10/26,02:25,1161,0
2023/10/26,02:30,1165,0
2023/10/26,02:35,1169,0
2023/10/26,02:40,1180,0
2023/10/26,02:45,1191,0
2023/10/26,02:50,1167,0
2023/10/26,02:55,1166,0
2023/10/26,03:00,1179,0
2023/10/26,03:05,1179,0
2023/10/26,03:10,1194,0
2023/10/26,03:15,1220,0
2023/10/26,03:20,1219,0
2023/10/26,03:25,1222,0
2023/10/26,03:30,1223,0
2023/10/26,03:35,1211,0
2023/10/26,03:40,1215,0
2023/10/26,03:45,1213,0
2023/10/26,03:50,1216,0
2023/10/26,03:55,1217,0
2023/10/26,04:00,1209,0
2023/10/26,04:05,1211,0
2023/10/26,04:10,1220,0
2023/10/26,04:15,1227,0
2023/10/26,04:20,1235,0
2023/10/26,04:25,1239,0
2023/10/26,04:30,1249,0
2023/10/26,04:35,1240,0
2023/10/26,04:40,1240,0
2023/10/26,04:45,1235,0
2023/10/26,04:50,1239,0
2023/10/26,04:55,1237,0
2023/10/26,05:00,1229,0
2023/10/26,05:05,1231,0
2023/10/26,05:10,1244,0
2023/10/26,05:15,1238,0
2023/10/26,05:20,1229,0
2023/10/26,05:25,1233,0
2023/10/26,05:30,1257,0
2023/10/26,05:35,1253,0
2023/10/26,05:40,1269,0
2023/10/26,05:45,1272,0
2023/10/26,05:50,1249,0
2023/10/26,05:55,1253,0
2023/10/26,06:00,1262,0
2023/10/26,06:05,1263,0
2023/10/26,06:10,1267,0
2023/10/26,06:15,1268,0
2023/10/26,06:20,1251,0
2023/10/26,06:25,1264,0
2023/10/26,06:30,1261,1
2023/10/26,06:35,1262,4
2023/10/26,06:40,1262,13
2023/10/26,06:45,1268,24
2023/10/26,06:50,1272,40
2023/10/26,06:55,1265,57
2023/10/26,07:00,1283,76
2023/10/26,07:05,1299,93
2023/10/26,07:10,1300,112
2023/10/26,07:15,1319,131
2023/10/26,07:20,1319,148
2023/10/26,07:25,1310,164
2023/10/26,07:30,1314,186
2023/10/26,07:35,1331,211
2023/10/26,07:40,1347,235
2023/10/26,07:45,1336,258
2023/10/26,07:50,1354,284
2023/10/26,07:55,1374,307
2023/10/26,08:00,1376,327
2023/10/26,08:05,1391,344
2023/10/26,08:10,1423,364
2023/10/26,08:15,1422,386
