2023/05/20 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2097,14:00〜15:00,05月18日,23:15,16,86
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1807,14:00〜15:00,05月18日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1375,00:00〜01:00,05月18日,23:15,13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1218,00:00〜01:00,05月18日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/05/18,00:00,1218,1218,88,1375
2023/05/18,01:00,1161,1173,87,1332
2023/05/18,02:00,1166,1175,87,1337
2023/05/18,03:00,1194,1203,86,1376
2023/05/18,04:00,1200,1206,86,1388
2023/05/18,05:00,1179,1188,85,1380
2023/05/18,06:00,1215,1215,85,1423
2023/05/18,07:00,1322,1319,81,1623
2023/05/18,08:00,1550,1515,83,1862
2023/05/18,09:00,1718,1687,84,2028
2023/05/18,10:00,1771,1750,84,2093
2023/05/18,11:00,1792,1773,85,2095
2023/05/18,12:00,1702,1682,82,2070
2023/05/18,13:00,1802,1780,84,2141
2023/05/18,14:00,1804,1807,86,2097
2023/05/18,15:00,1742,1779,83,2080
2023/05/18,16:00,1679,1733,85,1959
2023/05/18,17:00,1580,1587,83,1889
2023/05/18,18:00,1556,1542,83,1872
2023/05/18,19:00,1497,1507,80,1854
2023/05/18,20:00,1436,1431,81,1765
2023/05/18,21:00,1385,1372,78,1758
2023/05/18,22:00,1345,1337,78,1716
2023/05/18,23:00,1312,1299,77,1683
最大使用率(%),時間帯
88,00:00〜01:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1930,11:00〜12:00,05月18日,16:38,14,87
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1691,11:00〜12:00,05月18日,16:38
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1930,11:00〜12:00,05月18日,16:38,14,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1691,11:00〜12:00,05月18日,16:38
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/05/18,00:00,1254,0
2023/05/18,00:05,1258,0
2023/05/18,00:10,1245,0
2023/05/18,00:15,1231,0
2023/05/18,00:20,1219,0
2023/05/18,00:25,1215,0
2023/05/18,00:30,1209,0
