2024/08/31 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
197,14:00〜15:00,08月30日,22:41,25,80
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
158,14:00〜15:00,08月30日,22:41
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
181,19:00〜20:00,08月30日,22:41,21,82
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
149,19:00〜20:00,08月30日,22:41
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/08/30,00:00,108,108,73,148
2024/08/30,01:00,103,103,69,148
2024/08/30,02:00,102,102,68,148
2024/08/30,03:00,101,101,68,148
2024/08/30,04:00,101,101,68,148
2024/08/30,05:00,104,103,70,148
2024/08/30,06:00,107,109,72,148
2024/08/30,07:00,120,123,69,174
2024/08/30,08:00,137,137,76,180
2024/08/30,09:00,147,143,79,185
2024/08/30,10:00,154,147,80,191
2024/08/30,11:00,156,151,80,195
2024/08/30,12:00,156,153,79,196
2024/08/30,13:00,159,157,80,197
2024/08/30,14:00,159,158,81,196
2024/08/30,15:00,158,157,81,195
2024/08/30,16:00,157,158,80,195
2024/08/30,17:00,152,154,80,188
2024/08/30,18:00,148,149,80,183
2024/08/30,19:00,147,149,81,181
2024/08/30,20:00,142,145,78,181
2024/08/30,21:00,134,137,76,176
2024/08/30,22:00,130,127,75,172
2024/08/30,23:00,123,123,71,172
最大使用率(%),時間帯
81,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
192,15:00〜16:00,08月31日,00:00,32,76
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
146,15:00〜16:00,08月31日,00:00
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
179,17:00〜18:00,08月31日,00:00,27,78
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
141,17:00〜18:00,08月31日,00:00
DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2024/08/30,00:00,112,0
2024/08/30,00:05,112,0
2024/08/30,00:10,111,0
2024/08/30,00:15,111,0
2024/08/30,00:20,110,0
2024/08/30,00:25,109,0
2024/08/30,00:30,109,0
2024/08/30,00:35,108,0
2024/08/30,00:40,108,0
2024/08/30,00:45,108,0
2024/08/30,00:50,107,0
2024/08/30,00:55,106,0
2024/08/30,01:00,106,0
2024/08/30,01:05,106,0
2024/08/30,01:10,105,0
2024/08/30,01:15,105,0
2024/08/30,01:20,104,0
2024/08/30,01:25,104,0
2024/08/30,01:30,104,0
2024/08/30,01:35,103,0
2024/08/30,01:40,103,0
2024/08/30,01:45,103,0
2024/08/30,01:50,103,0
2024/08/30,01:55,102,0
2024/08/30,02:00,102,0
2024/08/30,02:05,102,0
2024/08/30,02:10,102,0
2024/08/30,02:15,102,0
2024/08/30,02:20,102,0
2024/08/30,02:25,101,0
2024/08/30,02:30,102,0
2024/08/30,02:35,102,0
2024/08/30,02:40,103,0
2024/08/30,02:45,103,0
2024/08/30,02:50,103,0
2024/08/30,02:55,103,0
2024/08/30,03:00,103,0
2024/08/30,03:05,103,0
2024/08/30,03:10,103,0
2024/08/30,03:15,103,0
2024/08/30,03:20,103,0
2024/08/30,03:25,103,0
2024/08/30,03:30,102,0
2024/08/30,03:35,102,0
2024/08/30,03:40,102,0
2024/08/30,03:45,101,0
2024/08/30,03:50,101,0
2024/08/30,03:55,101,0
2024/08/30,04:00,101,0
2024/08/30,04:05,101,0
2024/08/30,04:10,101,0
2024/08/30,04:15,101,0
2024/08/30,04:20,101,0
2024/08/30,04:25,101,0
2024/08/30,04:30,101,0
2024/08/30,04:35,101,0
2024/08/30,04:40,102,0
2024/08/30,04:45,102,0
2024/08/30,04:50,102,0
2024/08/30,04:55,103,0
2024/08/30,05:00,103,0
2024/08/30,05:05,103,0
2024/08/30,05:10,104,0
