2022/11/13 00:13 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
139,14:00〜15:00,11月12日,22:41,34,74
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
104,14:00〜15:00,11月12日,22:41
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
139,14:00〜15:00,11月12日,22:41,34,74
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
104,14:00〜15:00,11月12日,22:41
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/11/12,00:00,79,79,59,133
2022/11/12,01:00,75,76,56,133
2022/11/12,02:00,75,76,56,133
2022/11/12,03:00,78,77,58,133
2022/11/12,04:00,78,77,58,134
2022/11/12,05:00,77,78,56,136
2022/11/12,06:00,77,78,56,136
2022/11/12,07:00,80,84,58,136
2022/11/12,08:00,88,94,63,138
2022/11/12,09:00,95,97,67,141
2022/11/12,10:00,99,99,69,143
2022/11/12,11:00,100,103,71,140
2022/11/12,12:00,99,103,70,140
2022/11/12,13:00,99,103,70,140
2022/11/12,14:00,99,104,71,139
2022/11/12,15:00,98,97,71,138
2022/11/12,16:00,97,97,70,138
2022/11/12,17:00,97,96,71,136
2022/11/12,18:00,100,102,74,135
2022/11/12,19:00,98,100,72,135
2022/11/12,20:00,96,96,71,135
2022/11/12,21:00,91,92,67,135
2022/11/12,22:00,88,87,65,135
2022/11/12,23:00,85,86,63,135
最大使用率(%),時間帯
74,18:00〜19:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
147,18:00〜19:00,11月13日,00:00,39,72
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
106,18:00〜19:00,11月13日,00:00
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
136,20:00〜21:00,11月13日,00:00,33,75
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
102,20:00〜21:00,11月13日,00:00
DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2022/11/12,00:00,84,0
2022/11/12,00:05,83,0
2022/11/12,00:10,82,0
2022/11/12,00:15,80,0
2022/11/12,00:20,78,0
2022/11/12,00:25,80,0
2022/11/12,00:30,81,0
2022/11/12,00:35,80,0
2022/11/12,00:40,80,0
2022/11/12,00:45,77,0
2022/11/12,00:50,79,0
2022/11/12,00:55,79,0
2022/11/12,01:00,79,0
2022/11/12,01:05,79,0
2022/11/12,01:10,76,0
2022/11/12,01:15,75,0
2022/11/12,01:20,76,0
2022/11/12,01:25,77,0
2022/11/12,01:30,77,0
2022/11/12,01:35,78,0
2022/11/12,01:40,76,0
2022/11/12,01:45,77,0
2022/11/12,01:50,77,0
2022/11/12,01:55,77,0
2022/11/12,02:00,77,0
2022/11/12,02:05,76,0
2022/11/12,02:10,74,0
2022/11/12,02:15,74,0
2022/11/12,02:20,76,0
2022/11/12,02:25,77,0
2022/11/12,02:30,77,0
2022/11/12,02:35,78,0
2022/11/12,02:40,77,0
2022/11/12,02:45,79,0
2022/11/12,02:50,78,0
2022/11/12,02:55,79,0
2022/11/12,03:00,78,0
2022/11/12,03:05,78,0
2022/11/12,03:10,76,0
2022/11/12,03:15,77,0
2022/11/12,03:20,80,0
